Id;Question;Chart
13295;Considering the common semantics for chlorides and residual sugar variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13296;Considering the common semantics for free sulfur dioxide and residual sugar variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13297;Considering the common semantics for total sulfur dioxide and residual sugar variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13298;Considering the common semantics for density and residual sugar variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13299;Considering the common semantics for pH and residual sugar variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13300;Considering the common semantics for sulphates and residual sugar variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13301;Considering the common semantics for alcohol and residual sugar variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13302;Considering the common semantics for fixed acidity and chlorides variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13303;Considering the common semantics for volatile acidity and chlorides variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13304;Considering the common semantics for citric acid and chlorides variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13305;Considering the common semantics for residual sugar and chlorides variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13306;Considering the common semantics for free sulfur dioxide and chlorides variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13307;Considering the common semantics for total sulfur dioxide and chlorides variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13308;Considering the common semantics for density and chlorides variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13309;Considering the common semantics for pH and chlorides variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13310;Considering the common semantics for sulphates and chlorides variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13311;Considering the common semantics for alcohol and chlorides variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13312;Considering the common semantics for fixed acidity and free sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13313;Considering the common semantics for volatile acidity and free sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13314;Considering the common semantics for citric acid and free sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13315;Considering the common semantics for residual sugar and free sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13316;Considering the common semantics for chlorides and free sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13317;Considering the common semantics for total sulfur dioxide and free sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13318;Considering the common semantics for density and free sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13319;Considering the common semantics for pH and free sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13320;Considering the common semantics for sulphates and free sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13321;Considering the common semantics for alcohol and free sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13322;Considering the common semantics for fixed acidity and total sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13323;Considering the common semantics for volatile acidity and total sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13324;Considering the common semantics for citric acid and total sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13325;Considering the common semantics for residual sugar and total sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13326;Considering the common semantics for chlorides and total sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13327;Considering the common semantics for free sulfur dioxide and total sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13328;Considering the common semantics for density and total sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13329;Considering the common semantics for pH and total sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13330;Considering the common semantics for sulphates and total sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13331;Considering the common semantics for alcohol and total sulfur dioxide variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13332;Considering the common semantics for fixed acidity and density variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13333;Considering the common semantics for volatile acidity and density variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13334;Considering the common semantics for citric acid and density variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13335;Considering the common semantics for residual sugar and density variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13336;Considering the common semantics for chlorides and density variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13337;Considering the common semantics for free sulfur dioxide and density variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13338;Considering the common semantics for total sulfur dioxide and density variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13339;Considering the common semantics for pH and density variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13340;Considering the common semantics for sulphates and density variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13341;Considering the common semantics for alcohol and density variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13342;Considering the common semantics for fixed acidity and pH variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13343;Considering the common semantics for volatile acidity and pH variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13344;Considering the common semantics for citric acid and pH variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13345;Considering the common semantics for residual sugar and pH variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13346;Considering the common semantics for chlorides and pH variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13347;Considering the common semantics for free sulfur dioxide and pH variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13348;Considering the common semantics for total sulfur dioxide and pH variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13349;Considering the common semantics for density and pH variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13350;Considering the common semantics for sulphates and pH variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13351;Considering the common semantics for alcohol and pH variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13352;Considering the common semantics for fixed acidity and sulphates variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13353;Considering the common semantics for volatile acidity and sulphates variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13354;Considering the common semantics for citric acid and sulphates variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13355;Considering the common semantics for residual sugar and sulphates variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13356;Considering the common semantics for chlorides and sulphates variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13357;Considering the common semantics for free sulfur dioxide and sulphates variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13358;Considering the common semantics for total sulfur dioxide and sulphates variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13359;Considering the common semantics for density and sulphates variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13360;Considering the common semantics for pH and sulphates variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13361;Considering the common semantics for alcohol and sulphates variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13362;Considering the common semantics for fixed acidity and alcohol variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13363;Considering the common semantics for volatile acidity and alcohol variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13364;Considering the common semantics for citric acid and alcohol variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13365;Considering the common semantics for residual sugar and alcohol variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13366;Considering the common semantics for chlorides and alcohol variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13367;Considering the common semantics for free sulfur dioxide and alcohol variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13368;Considering the common semantics for total sulfur dioxide and alcohol variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13369;Considering the common semantics for density and alcohol variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13370;Considering the common semantics for pH and alcohol variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13371;Considering the common semantics for sulphates and alcohol variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'WineQT_histograms'
13372;Balancing this dataset would be mandatory to improve the results.;'WineQT_class_histogram'
13373;Balancing this dataset by SMOTE would most probably be preferable over undersampling.;'WineQT_nr_records_nr_variables'
13374;Balancing this dataset by SMOTE would be riskier than oversampling by replication.;'WineQT_scatter-plots'
13375;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.;'WineQT_correlation_heatmap'
13376;A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.;'WineQT_boxplots'
13377;A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.;'WineQT_boxplots'
13378;Variables volatile acidity and fixed acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13379;Variables citric acid and fixed acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13380;Variables residual sugar and fixed acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13381;Variables chlorides and fixed acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13382;Variables free sulfur dioxide and fixed acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13383;Variables total sulfur dioxide and fixed acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13384;Variables density and fixed acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13385;Variables pH and fixed acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13386;Variables sulphates and fixed acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13387;Variables alcohol and fixed acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13388;Variables quality and fixed acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13389;Variables fixed acidity and volatile acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13390;Variables citric acid and volatile acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13391;Variables residual sugar and volatile acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13392;Variables chlorides and volatile acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13393;Variables free sulfur dioxide and volatile acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13394;Variables total sulfur dioxide and volatile acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13395;Variables density and volatile acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13396;Variables pH and volatile acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13397;Variables sulphates and volatile acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13398;Variables alcohol and volatile acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13399;Variables quality and volatile acidity seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13400;Variables fixed acidity and citric acid seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13401;Variables volatile acidity and citric acid seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13402;Variables residual sugar and citric acid seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13403;Variables chlorides and citric acid seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13404;Variables free sulfur dioxide and citric acid seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13405;Variables total sulfur dioxide and citric acid seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13406;Variables density and citric acid seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13407;Variables pH and citric acid seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13408;Variables sulphates and citric acid seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13409;Variables alcohol and citric acid seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13410;Variables quality and citric acid seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13411;Variables fixed acidity and residual sugar seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13412;Variables volatile acidity and residual sugar seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13413;Variables citric acid and residual sugar seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13414;Variables chlorides and residual sugar seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13415;Variables free sulfur dioxide and residual sugar seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13416;Variables total sulfur dioxide and residual sugar seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13417;Variables density and residual sugar seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13418;Variables pH and residual sugar seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13419;Variables sulphates and residual sugar seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13420;Variables alcohol and residual sugar seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13421;Variables quality and residual sugar seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13422;Variables fixed acidity and chlorides seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13423;Variables volatile acidity and chlorides seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13424;Variables citric acid and chlorides seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13425;Variables residual sugar and chlorides seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13426;Variables free sulfur dioxide and chlorides seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13427;Variables total sulfur dioxide and chlorides seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13428;Variables density and chlorides seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13429;Variables pH and chlorides seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13430;Variables sulphates and chlorides seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13431;Variables alcohol and chlorides seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13432;Variables quality and chlorides seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13433;Variables fixed acidity and free sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13434;Variables volatile acidity and free sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13435;Variables citric acid and free sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13436;Variables residual sugar and free sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13437;Variables chlorides and free sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13438;Variables total sulfur dioxide and free sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13439;Variables density and free sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13440;Variables pH and free sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13441;Variables sulphates and free sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13442;Variables alcohol and free sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13443;Variables quality and free sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13444;Variables fixed acidity and total sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13445;Variables volatile acidity and total sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13446;Variables citric acid and total sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13447;Variables residual sugar and total sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13448;Variables chlorides and total sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13449;Variables free sulfur dioxide and total sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13450;Variables density and total sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13451;Variables pH and total sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13452;Variables sulphates and total sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13453;Variables alcohol and total sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13454;Variables quality and total sulfur dioxide seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13455;Variables fixed acidity and density seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13456;Variables volatile acidity and density seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13457;Variables citric acid and density seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13458;Variables residual sugar and density seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13459;Variables chlorides and density seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13460;Variables free sulfur dioxide and density seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13461;Variables total sulfur dioxide and density seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13462;Variables pH and density seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13463;Variables sulphates and density seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13464;Variables alcohol and density seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13465;Variables quality and density seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13466;Variables fixed acidity and pH seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13467;Variables volatile acidity and pH seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13468;Variables citric acid and pH seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13469;Variables residual sugar and pH seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13470;Variables chlorides and pH seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13471;Variables free sulfur dioxide and pH seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13472;Variables total sulfur dioxide and pH seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13473;Variables density and pH seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13474;Variables sulphates and pH seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13475;Variables alcohol and pH seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13476;Variables quality and pH seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13477;Variables fixed acidity and sulphates seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13478;Variables volatile acidity and sulphates seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13479;Variables citric acid and sulphates seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13480;Variables residual sugar and sulphates seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13481;Variables chlorides and sulphates seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13482;Variables free sulfur dioxide and sulphates seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13483;Variables total sulfur dioxide and sulphates seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13484;Variables density and sulphates seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13485;Variables pH and sulphates seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13486;Variables alcohol and sulphates seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13487;Variables quality and sulphates seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13488;Variables fixed acidity and alcohol seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13489;Variables volatile acidity and alcohol seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13490;Variables citric acid and alcohol seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13491;Variables residual sugar and alcohol seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13492;Variables chlorides and alcohol seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13493;Variables free sulfur dioxide and alcohol seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13494;Variables total sulfur dioxide and alcohol seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13495;Variables density and alcohol seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13496;Variables pH and alcohol seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13497;Variables sulphates and alcohol seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13498;Variables quality and alcohol seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13499;Variables fixed acidity and quality seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13500;Variables volatile acidity and quality seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13501;Variables citric acid and quality seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13502;Variables residual sugar and quality seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13503;Variables chlorides and quality seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13504;Variables free sulfur dioxide and quality seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13505;Variables total sulfur dioxide and quality seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13506;Variables density and quality seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13507;Variables pH and quality seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13508;Variables sulphates and quality seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13509;Variables alcohol and quality seem to be useful for classification tasks.;'WineQT_correlation_heatmap'
13510;Variable fixed acidity seems to be relevant for the majority of mining tasks.;'WineQT_correlation_heatmap'
13511;Variable volatile acidity seems to be relevant for the majority of mining tasks.;'WineQT_correlation_heatmap'
13512;Variable citric acid seems to be relevant for the majority of mining tasks.;'WineQT_correlation_heatmap'
13513;Variable residual sugar seems to be relevant for the majority of mining tasks.;'WineQT_correlation_heatmap'
13514;Variable chlorides seems to be relevant for the majority of mining tasks.;'WineQT_correlation_heatmap'
13515;Variable free sulfur dioxide seems to be relevant for the majority of mining tasks.;'WineQT_correlation_heatmap'
13516;Variable total sulfur dioxide seems to be relevant for the majority of mining tasks.;'WineQT_correlation_heatmap'
13517;Variable density seems to be relevant for the majority of mining tasks.;'WineQT_correlation_heatmap'
13518;Variable pH seems to be relevant for the majority of mining tasks.;'WineQT_correlation_heatmap'
13519;Variable sulphates seems to be relevant for the majority of mining tasks.;'WineQT_correlation_heatmap'
13520;Variable alcohol seems to be relevant for the majority of mining tasks.;'WineQT_correlation_heatmap'
13521;Variable quality seems to be relevant for the majority of mining tasks.;'WineQT_correlation_heatmap'
13522;Variable fixed acidity is one of the most relevant variables.;'WineQT_decision_tree'
13523;Variable volatile acidity is one of the most relevant variables.;'WineQT_decision_tree'
13524;Variable citric acid is one of the most relevant variables.;'WineQT_decision_tree'
13525;Variable residual sugar is one of the most relevant variables.;'WineQT_decision_tree'
13526;Variable chlorides is one of the most relevant variables.;'WineQT_decision_tree'
13527;Variable free sulfur dioxide is one of the most relevant variables.;'WineQT_decision_tree'
13528;Variable total sulfur dioxide is one of the most relevant variables.;'WineQT_decision_tree'
13529;Variable density is one of the most relevant variables.;'WineQT_decision_tree'
13530;Variable pH is one of the most relevant variables.;'WineQT_decision_tree'
13531;Variable sulphates is one of the most relevant variables.;'WineQT_decision_tree'
13532;Variable alcohol is one of the most relevant variables.;'WineQT_decision_tree'
13533;Variable quality is one of the most relevant variables.;'WineQT_decision_tree'
13534;It is possible to state that fixed acidity is the first most discriminative variable regarding the class.;'WineQT_decision_tree'
13535;It is possible to state that volatile acidity is the first most discriminative variable regarding the class.;'WineQT_decision_tree'
13536;It is possible to state that citric acid is the first most discriminative variable regarding the class.;'WineQT_decision_tree'
13537;It is possible to state that residual sugar is the first most discriminative variable regarding the class.;'WineQT_decision_tree'
13538;It is possible to state that chlorides is the first most discriminative variable regarding the class.;'WineQT_decision_tree'
13539;It is possible to state that free sulfur dioxide is the first most discriminative variable regarding the class.;'WineQT_decision_tree'
13540;It is possible to state that total sulfur dioxide is the first most discriminative variable regarding the class.;'WineQT_decision_tree'
13541;It is possible to state that density is the first most discriminative variable regarding the class.;'WineQT_decision_tree'
13542;It is possible to state that pH is the first most discriminative variable regarding the class.;'WineQT_decision_tree'
13543;It is possible to state that sulphates is the first most discriminative variable regarding the class.;'WineQT_decision_tree'
13544;It is possible to state that alcohol is the first most discriminative variable regarding the class.;'WineQT_decision_tree'
13545;It is possible to state that quality is the first most discriminative variable regarding the class.;'WineQT_decision_tree'
13546;It is possible to state that fixed acidity is the second most discriminative variable regarding the class.;'WineQT_decision_tree'
13547;It is possible to state that volatile acidity is the second most discriminative variable regarding the class.;'WineQT_decision_tree'
13548;It is possible to state that citric acid is the second most discriminative variable regarding the class.;'WineQT_decision_tree'
13549;It is possible to state that residual sugar is the second most discriminative variable regarding the class.;'WineQT_decision_tree'
13550;It is possible to state that chlorides is the second most discriminative variable regarding the class.;'WineQT_decision_tree'
13551;It is possible to state that free sulfur dioxide is the second most discriminative variable regarding the class.;'WineQT_decision_tree'
13552;It is possible to state that total sulfur dioxide is the second most discriminative variable regarding the class.;'WineQT_decision_tree'
13553;It is possible to state that density is the second most discriminative variable regarding the class.;'WineQT_decision_tree'
13554;It is possible to state that pH is the second most discriminative variable regarding the class.;'WineQT_decision_tree'
13555;It is possible to state that sulphates is the second most discriminative variable regarding the class.;'WineQT_decision_tree'
13556;It is possible to state that alcohol is the second most discriminative variable regarding the class.;'WineQT_decision_tree'
13557;It is possible to state that quality is the second most discriminative variable regarding the class.;'WineQT_decision_tree'
13558;The variable fixed acidity discriminates between the target values, as shown in the decision tree.;'WineQT_decision_tree'
13559;The variable volatile acidity discriminates between the target values, as shown in the decision tree.;'WineQT_decision_tree'
13560;The variable citric acid discriminates between the target values, as shown in the decision tree.;'WineQT_decision_tree'
13561;The variable residual sugar discriminates between the target values, as shown in the decision tree.;'WineQT_decision_tree'
13562;The variable chlorides discriminates between the target values, as shown in the decision tree.;'WineQT_decision_tree'
13563;The variable free sulfur dioxide discriminates between the target values, as shown in the decision tree.;'WineQT_decision_tree'
13564;The variable total sulfur dioxide discriminates between the target values, as shown in the decision tree.;'WineQT_decision_tree'
13565;The variable density discriminates between the target values, as shown in the decision tree.;'WineQT_decision_tree'
13566;The variable pH discriminates between the target values, as shown in the decision tree.;'WineQT_decision_tree'
13567;The variable sulphates discriminates between the target values, as shown in the decision tree.;'WineQT_decision_tree'
13568;The variable alcohol discriminates between the target values, as shown in the decision tree.;'WineQT_decision_tree'
13569;The variable quality discriminates between the target values, as shown in the decision tree.;'WineQT_decision_tree'
13570;The variable fixed acidity seems to be one of the two most relevant features.;'WineQT_decision_tree'
13571;The variable volatile acidity seems to be one of the two most relevant features.;'WineQT_decision_tree'
13572;The variable citric acid seems to be one of the two most relevant features.;'WineQT_decision_tree'
13573;The variable residual sugar seems to be one of the two most relevant features.;'WineQT_decision_tree'
