Question;Chart
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (not A, B) as M for any k ≤ 50.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (A, not B) as M for any k ≤ 50.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (not A, not B) as M for any k ≤ 50.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (A,B) as B for any k ≤ 50.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (not A, B) as B for any k ≤ 50.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (A, not B) as B for any k ≤ 50.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (not A, not B) as B for any k ≤ 50.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (A,B) as M for any k ≤ 20.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (not A, B) as M for any k ≤ 20.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (A, not B) as M for any k ≤ 20.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (not A, not B) as M for any k ≤ 20.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (A,B) as B for any k ≤ 20.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (not A, B) as B for any k ≤ 20.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (A, not B) as B for any k ≤ 20.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (not A, not B) as B for any k ≤ 20.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (A,B) as M for any k ≤ 144.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (not A, B) as M for any k ≤ 144.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (A, not B) as M for any k ≤ 144.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (not A, not B) as M for any k ≤ 144.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (A,B) as B for any k ≤ 144.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (not A, B) as B for any k ≤ 144.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (A, not B) as B for any k ≤ 144.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, it is possible to state that KNN algorithm classifies (not A, not B) as B for any k ≤ 144.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, the Decision Tree presented classifies (A,B) as M.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, the Decision Tree presented classifies (not A, B) as M.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, the Decision Tree presented classifies (A, not B) as M.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, the Decision Tree presented classifies (not A, not B) as M.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, the Decision Tree presented classifies (A,B) as B.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, the Decision Tree presented classifies (not A, B) as B.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, the Decision Tree presented classifies (A, not B) as B.;'Breast_Cancer_decision_tree'
Considering that A=True<=>perimeter_mean<=90.47 and B=True<=>texture_worst<=27.89, the Decision Tree presented classifies (not A, not B) as B.;'Breast_Cancer_decision_tree'
We are able to identify the existence of overfitting for MLP models trained longer than 844 episodes.;'Breast_Cancer_overfitting_mlp'
We are able to identify the existence of overfitting for MLP models trained longer than 777 episodes.;'Breast_Cancer_overfitting_mlp'
We are able to identify the existence of overfitting for MLP models trained longer than 1306 episodes.;'Breast_Cancer_overfitting_mlp'
We are able to identify the existence of overfitting for MLP models trained longer than 1063 episodes.;'Breast_Cancer_overfitting_mlp'
We are able to identify the existence of overfitting for MLP models trained longer than 1206 episodes.;'Breast_Cancer_overfitting_mlp'
We are able to identify the existence of overfitting for gradient boosting models with more than 63 estimators.;'Breast_Cancer_overfitting_gb'
We are able to identify the existence of overfitting for gradient boosting models with more than 57 estimators.;'Breast_Cancer_overfitting_gb'
We are able to identify the existence of overfitting for gradient boosting models with more than 52 estimators.;'Breast_Cancer_overfitting_gb'
We are able to identify the existence of overfitting for gradient boosting models with more than 65 estimators.;'Breast_Cancer_overfitting_gb'
We are able to identify the existence of overfitting for gradient boosting models with more than 148 estimators.;'Breast_Cancer_overfitting_gb'
We are able to identify the existence of overfitting for random forest models with more than 53 estimators.;'Breast_Cancer_overfitting_rf'
We are able to identify the existence of overfitting for random forest models with more than 54 estimators.;'Breast_Cancer_overfitting_rf'
We are able to identify the existence of overfitting for random forest models with more than 116 estimators.;'Breast_Cancer_overfitting_rf'
We are able to identify the existence of overfitting for random forest models with more than 142 estimators.;'Breast_Cancer_overfitting_rf'
We are able to identify the existence of overfitting for random forest models with more than 89 estimators.;'Breast_Cancer_overfitting_rf'
We are able to identify the existence of overfitting for KNN models with less than 2 neighbors.;'Breast_Cancer_overfitting_knn'
We are able to identify the existence of overfitting for KNN models with less than 3 neighbors.;'Breast_Cancer_overfitting_knn'
We are able to identify the existence of overfitting for KNN models with less than 4 neighbors.;'Breast_Cancer_overfitting_knn'
We are able to identify the existence of overfitting for KNN models with less than 5 neighbors.;'Breast_Cancer_overfitting_knn'
We are able to identify the existence of overfitting for KNN models with less than 6 neighbors.;'Breast_Cancer_overfitting_knn'
We are able to identify the existence of overfitting for decision tree models with more than 2 nodes of depth.;'Breast_Cancer_overfitting_decision_tree'
We are able to identify the existence of overfitting for decision tree models with more than 3 nodes of depth.;'Breast_Cancer_overfitting_decision_tree'
We are able to identify the existence of overfitting for decision tree models with more than 4 nodes of depth.;'Breast_Cancer_overfitting_decision_tree'
We are able to identify the existence of overfitting for decision tree models with more than 5 nodes of depth.;'Breast_Cancer_overfitting_decision_tree'
We are able to identify the existence of overfitting for decision tree models with more than 6 nodes of depth.;'Breast_Cancer_overfitting_decision_tree'
The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.;'Breast_Cancer_overfitting_rf'
The recall for the presented tree is higher than its accuracy.;'Breast_Cancer_decision_tree'
The precision for the presented tree is higher than its accuracy.;'Breast_Cancer_decision_tree'
The specificity for the presented tree is higher than its accuracy.;'Breast_Cancer_decision_tree'
The recall for the presented tree is lower than its accuracy.;'Breast_Cancer_decision_tree'
The precision for the presented tree is lower than its accuracy.;'Breast_Cancer_decision_tree'
The specificity for the presented tree is lower than its accuracy.;'Breast_Cancer_decision_tree'
The accuracy for the presented tree is higher than its recall.;'Breast_Cancer_decision_tree'
The precision for the presented tree is higher than its recall.;'Breast_Cancer_decision_tree'
The specificity for the presented tree is higher than its recall.;'Breast_Cancer_decision_tree'
The accuracy for the presented tree is lower than its recall.;'Breast_Cancer_decision_tree'
The precision for the presented tree is lower than its recall.;'Breast_Cancer_decision_tree'
The specificity for the presented tree is lower than its recall.;'Breast_Cancer_decision_tree'
The accuracy for the presented tree is higher than its precision.;'Breast_Cancer_decision_tree'
The recall for the presented tree is higher than its precision.;'Breast_Cancer_decision_tree'
The specificity for the presented tree is higher than its precision.;'Breast_Cancer_decision_tree'
The accuracy for the presented tree is lower than its precision.;'Breast_Cancer_decision_tree'
The recall for the presented tree is lower than its precision.;'Breast_Cancer_decision_tree'
The specificity for the presented tree is lower than its precision.;'Breast_Cancer_decision_tree'
The accuracy for the presented tree is higher than its specificity.;'Breast_Cancer_decision_tree'
The recall for the presented tree is higher than its specificity.;'Breast_Cancer_decision_tree'
The precision for the presented tree is higher than its specificity.;'Breast_Cancer_decision_tree'
The accuracy for the presented tree is lower than its specificity.;'Breast_Cancer_decision_tree'
The recall for the presented tree is lower than its specificity.;'Breast_Cancer_decision_tree'
The precision for the presented tree is lower than its specificity.;'Breast_Cancer_decision_tree'
The number of False Positives is higher than the number of True Positives for the presented tree.;'Breast_Cancer_decision_tree'
The number of True Negatives is higher than the number of True Positives for the presented tree.;'Breast_Cancer_decision_tree'
The number of False Negatives is higher than the number of True Positives for the presented tree.;'Breast_Cancer_decision_tree'
The number of False Positives is lower than the number of True Positives for the presented tree.;'Breast_Cancer_decision_tree'
The number of True Negatives is lower than the number of True Positives for the presented tree.;'Breast_Cancer_decision_tree'
The number of False Negatives is lower than the number of True Positives for the presented tree.;'Breast_Cancer_decision_tree'
The number of True Positives is higher than the number of False Positives for the presented tree.;'Breast_Cancer_decision_tree'
The number of True Negatives is higher than the number of False Positives for the presented tree.;'Breast_Cancer_decision_tree'
The number of False Negatives is higher than the number of False Positives for the presented tree.;'Breast_Cancer_decision_tree'
The number of True Positives is lower than the number of False Positives for the presented tree.;'Breast_Cancer_decision_tree'
The number of True Negatives is lower than the number of False Positives for the presented tree.;'Breast_Cancer_decision_tree'
The number of False Negatives is lower than the number of False Positives for the presented tree.;'Breast_Cancer_decision_tree'
The number of True Positives is higher than the number of True Negatives for the presented tree.;'Breast_Cancer_decision_tree'
The number of False Positives is higher than the number of True Negatives for the presented tree.;'Breast_Cancer_decision_tree'
The number of False Negatives is higher than the number of True Negatives for the presented tree.;'Breast_Cancer_decision_tree'
The number of True Positives is lower than the number of True Negatives for the presented tree.;'Breast_Cancer_decision_tree'
The number of False Positives is lower than the number of True Negatives for the presented tree.;'Breast_Cancer_decision_tree'
The number of False Negatives is lower than the number of True Negatives for the presented tree.;'Breast_Cancer_decision_tree'
The number of True Positives is higher than the number of False Negatives for the presented tree.;'Breast_Cancer_decision_tree'
The number of False Positives is higher than the number of False Negatives for the presented tree.;'Breast_Cancer_decision_tree'
The number of True Negatives is higher than the number of False Negatives for the presented tree.;'Breast_Cancer_decision_tree'
The number of True Positives is lower than the number of False Negatives for the presented tree.;'Breast_Cancer_decision_tree'
The number of False Positives is lower than the number of False Negatives for the presented tree.;'Breast_Cancer_decision_tree'
The number of True Negatives is lower than the number of False Negatives for the presented tree.;'Breast_Cancer_decision_tree'
The number of True Positives reported in the same tree is 38.;'Breast_Cancer_decision_tree'
The number of False Positives reported in the same tree is 19.;'Breast_Cancer_decision_tree'
The number of True Negatives reported in the same tree is 24.;'Breast_Cancer_decision_tree'
The number of False Negatives reported in the same tree is 46.;'Breast_Cancer_decision_tree'
The number of True Positives reported in the same tree is 20.;'Breast_Cancer_decision_tree'
The number of False Positives reported in the same tree is 17.;'Breast_Cancer_decision_tree'
The number of True Negatives reported in the same tree is 23.;'Breast_Cancer_decision_tree'
The number of False Negatives reported in the same tree is 14.;'Breast_Cancer_decision_tree'
The number of True Positives reported in the same tree is 16.;'Breast_Cancer_decision_tree'
The number of False Positives reported in the same tree is 33.;'Breast_Cancer_decision_tree'
The number of True Negatives reported in the same tree is 32.;'Breast_Cancer_decision_tree'
The number of False Negatives reported in the same tree is 29.;'Breast_Cancer_decision_tree'
The number of True Positives reported in the same tree is 39.;'Breast_Cancer_decision_tree'
The number of False Positives reported in the same tree is 15.;'Breast_Cancer_decision_tree'
The number of True Negatives reported in the same tree is 34.;'Breast_Cancer_decision_tree'
The number of False Negatives reported in the same tree is 42.;'Breast_Cancer_decision_tree'
The number of True Positives reported in the same tree is 10.;'Breast_Cancer_decision_tree'
The number of False Positives reported in the same tree is 13.;'Breast_Cancer_decision_tree'
The number of True Negatives reported in the same tree is 37.;'Breast_Cancer_decision_tree'
The number of False Negatives reported in the same tree is 31.;'Breast_Cancer_decision_tree'
The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.;'Breast_Cancer_overfitting_dt_acc_rec'
The decision tree is in overfitting for depths above 3.;'Breast_Cancer_overfitting_decision_tree'
The decision tree is in overfitting for depths above 4.;'Breast_Cancer_overfitting_decision_tree'
The decision tree is in overfitting for depths above 5.;'Breast_Cancer_overfitting_decision_tree'
The decision tree is in overfitting for depths above 6.;'Breast_Cancer_overfitting_decision_tree'
The decision tree is in overfitting for depths above 7.;'Breast_Cancer_overfitting_decision_tree'
The decision tree is in overfitting for depths above 8.;'Breast_Cancer_overfitting_decision_tree'
The decision tree is in overfitting for depths above 9.;'Breast_Cancer_overfitting_decision_tree'
The decision tree is in overfitting for depths above 10.;'Breast_Cancer_overfitting_decision_tree'
The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 3.;'Breast_Cancer_overfitting_decision_tree'
The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 4.;'Breast_Cancer_overfitting_decision_tree'
The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 5.;'Breast_Cancer_overfitting_decision_tree'
The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 6.;'Breast_Cancer_overfitting_decision_tree'
The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 7.;'Breast_Cancer_overfitting_decision_tree'
The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 8.;'Breast_Cancer_overfitting_decision_tree'
The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 9.;'Breast_Cancer_overfitting_decision_tree'
The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 10.;'Breast_Cancer_overfitting_decision_tree'
The accuracy for the presented tree is higher than 73%.;'Breast_Cancer_decision_tree'
The recall for the presented tree is higher than 69%.;'Breast_Cancer_decision_tree'
The precision for the presented tree is higher than 72%.;'Breast_Cancer_decision_tree'
The specificity for the presented tree is higher than 80%.;'Breast_Cancer_decision_tree'
The accuracy for the presented tree is lower than 75%.;'Breast_Cancer_decision_tree'
The recall for the presented tree is lower than 76%.;'Breast_Cancer_decision_tree'
The precision for the presented tree is lower than 63%.;'Breast_Cancer_decision_tree'
The specificity for the presented tree is lower than 86%.;'Breast_Cancer_decision_tree'
The accuracy for the presented tree is higher than 90%.;'Breast_Cancer_decision_tree'
The recall for the presented tree is higher than 61%.;'Breast_Cancer_decision_tree'
The precision for the presented tree is higher than 89%.;'Breast_Cancer_decision_tree'
The specificity for the presented tree is higher than 65%.;'Breast_Cancer_decision_tree'
The accuracy for the presented tree is lower than 84%.;'Breast_Cancer_decision_tree'
The recall for the presented tree is lower than 78%.;'Breast_Cancer_decision_tree'
The precision for the presented tree is lower than 83%.;'Breast_Cancer_decision_tree'
The specificity for the presented tree is lower than 88%.;'Breast_Cancer_decision_tree'
The accuracy for the presented tree is higher than 85%.;'Breast_Cancer_decision_tree'
The recall for the presented tree is higher than 82%.;'Breast_Cancer_decision_tree'
The precision for the presented tree is higher than 79%.;'Breast_Cancer_decision_tree'
The specificity for the presented tree is higher than 77%.;'Breast_Cancer_decision_tree'
The accuracy for the presented tree is lower than 68%.;'Breast_Cancer_decision_tree'
The recall for the presented tree is lower than 70%.;'Breast_Cancer_decision_tree'
The precision for the presented tree is lower than 74%.;'Breast_Cancer_decision_tree'
The specificity for the presented tree is lower than 64%.;'Breast_Cancer_decision_tree'
The accuracy for the presented tree is higher than 87%.;'Breast_Cancer_decision_tree'
The recall for the presented tree is higher than 71%.;'Breast_Cancer_decision_tree'
The precision for the presented tree is higher than 60%.;'Breast_Cancer_decision_tree'
The specificity for the presented tree is higher than 66%.;'Breast_Cancer_decision_tree'
The accuracy for the presented tree is lower than 67%.;'Breast_Cancer_decision_tree'
The recall for the presented tree is lower than 81%.;'Breast_Cancer_decision_tree'
The precision for the presented tree is lower than 62%.;'Breast_Cancer_decision_tree'
The specificity for the presented tree is lower than 88%.;'Breast_Cancer_decision_tree'
The accuracy for the presented tree is higher than 89%.;'Breast_Cancer_decision_tree'
The recall for the presented tree is higher than 77%.;'Breast_Cancer_decision_tree'
The precision for the presented tree is higher than 71%.;'Breast_Cancer_decision_tree'
The specificity for the presented tree is higher than 65%.;'Breast_Cancer_decision_tree'
The accuracy for the presented tree is lower than 77%.;'Breast_Cancer_decision_tree'
The recall for the presented tree is lower than 82%.;'Breast_Cancer_decision_tree'
The precision for the presented tree is lower than 80%.;'Breast_Cancer_decision_tree'
The specificity for the presented tree is lower than 82%.;'Breast_Cancer_decision_tree'
Results for Random Forests identified as 2, may be explained by its estimators being in underfitting.;'Breast_Cancer_overfitting_rf'
Results for Random Forests identified as 3, may be explained by its estimators being in underfitting.;'Breast_Cancer_overfitting_rf'
Results for Random Forests identified as 10, may be explained by its estimators being in underfitting.;'Breast_Cancer_overfitting_rf'
Results for Random Forests identified as 2, may be explained by its estimators being in overfitting.;'Breast_Cancer_overfitting_rf'
Results for Random Forests identified as 3, may be explained by its estimators being in overfitting.;'Breast_Cancer_overfitting_rf'
Results for Random Forests identified as 10, may be explained by its estimators being in overfitting.;'Breast_Cancer_overfitting_rf'
KNN with more than 2 neighbours is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with less than 2 neighbours is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with more than 3 neighbours is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with less than 3 neighbours is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with more than 4 neighbours is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with less than 4 neighbours is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with more than 5 neighbours is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with less than 5 neighbours is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with more than 6 neighbours is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with less than 6 neighbours is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with more than 7 neighbours is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with less than 7 neighbours is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with more than 8 neighbours is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with less than 8 neighbours is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with 1 neighbour is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with 2 neighbour is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with 3 neighbour is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with 4 neighbour is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with 5 neighbour is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with 6 neighbour is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with 7 neighbour is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with 8 neighbour is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with 9 neighbour is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN with 10 neighbour is in overfitting.;'Breast_Cancer_overfitting_knn'
KNN is in overfitting for k less than 2.;'Breast_Cancer_overfitting_knn'
KNN is in overfitting for k larger than 2.;'Breast_Cancer_overfitting_knn'
KNN is in overfitting for k less than 3.;'Breast_Cancer_overfitting_knn'
KNN is in overfitting for k larger than 3.;'Breast_Cancer_overfitting_knn'
KNN is in overfitting for k less than 4.;'Breast_Cancer_overfitting_knn'
KNN is in overfitting for k larger than 4.;'Breast_Cancer_overfitting_knn'
KNN is in overfitting for k less than 5.;'Breast_Cancer_overfitting_knn'
KNN is in overfitting for k larger than 5.;'Breast_Cancer_overfitting_knn'
KNN is in overfitting for k less than 6.;'Breast_Cancer_overfitting_knn'
KNN is in overfitting for k larger than 6.;'Breast_Cancer_overfitting_knn'
KNN is in overfitting for k less than 7.;'Breast_Cancer_overfitting_knn'
KNN is in overfitting for k larger than 7.;'Breast_Cancer_overfitting_knn'
KNN is in overfitting for k less than 8.;'Breast_Cancer_overfitting_knn'
KNN is in overfitting for k larger than 8.;'Breast_Cancer_overfitting_knn'
As reported in the tree, the number of False Positive is smaller than the number of False Negatives.;'Breast_Cancer_decision_tree'
As reported in the tree, the number of False Positive is bigger than the number of False Negatives.;'Breast_Cancer_decision_tree'
According to the decision tree overfitting chart, the tree with 3 nodes of depth is in overfitting.;'Breast_Cancer_overfitting_decision_tree'
According to the decision tree overfitting chart, the tree with 4 nodes of depth is in overfitting.;'Breast_Cancer_overfitting_decision_tree'
According to the decision tree overfitting chart, the tree with 5 nodes of depth is in overfitting.;'Breast_Cancer_overfitting_decision_tree'
According to the decision tree overfitting chart, the tree with 6 nodes of depth is in overfitting.;'Breast_Cancer_overfitting_decision_tree'
According to the decision tree overfitting chart, the tree with 7 nodes of depth is in overfitting.;'Breast_Cancer_overfitting_decision_tree'
According to the decision tree overfitting chart, the tree with 8 nodes of depth is in overfitting.;'Breast_Cancer_overfitting_decision_tree'
A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 5%.;'Breast_Cancer_decision_tree'
A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 6%.;'Breast_Cancer_decision_tree'
A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 7%.;'Breast_Cancer_decision_tree'
A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 8%.;'Breast_Cancer_decision_tree'
A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 9%.;'Breast_Cancer_decision_tree'
A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 10%.;'Breast_Cancer_decision_tree'
Using the first 2 principal components would imply an error between 5 and 20%.;'Breast_Cancer_pca'
Using the first 3 principal components would imply an error between 5 and 20%.;'Breast_Cancer_pca'
Using the first 4 principal components would imply an error between 5 and 20%.;'Breast_Cancer_pca'
Using the first 2 principal components would imply an error between 10 and 20%.;'Breast_Cancer_pca'
Using the first 3 principal components would imply an error between 10 and 20%.;'Breast_Cancer_pca'
Using the first 4 principal components would imply an error between 10 and 20%.;'Breast_Cancer_pca'
Using the first 2 principal components would imply an error between 15 and 20%.;'Breast_Cancer_pca'
Using the first 3 principal components would imply an error between 15 and 20%.;'Breast_Cancer_pca'
Using the first 4 principal components would imply an error between 15 and 20%.;'Breast_Cancer_pca'
Using the first 2 principal components would imply an error between 5 and 25%.;'Breast_Cancer_pca'
Using the first 3 principal components would imply an error between 5 and 25%.;'Breast_Cancer_pca'
Using the first 4 principal components would imply an error between 5 and 25%.;'Breast_Cancer_pca'
Using the first 2 principal components would imply an error between 10 and 25%.;'Breast_Cancer_pca'
Using the first 3 principal components would imply an error between 10 and 25%.;'Breast_Cancer_pca'
Using the first 4 principal components would imply an error between 10 and 25%.;'Breast_Cancer_pca'
Using the first 2 principal components would imply an error between 15 and 25%.;'Breast_Cancer_pca'
Using the first 3 principal components would imply an error between 15 and 25%.;'Breast_Cancer_pca'
Using the first 4 principal components would imply an error between 15 and 25%.;'Breast_Cancer_pca'
Using the first 2 principal components would imply an error between 5 and 30%.;'Breast_Cancer_pca'
Using the first 3 principal components would imply an error between 5 and 30%.;'Breast_Cancer_pca'
Using the first 4 principal components would imply an error between 5 and 30%.;'Breast_Cancer_pca'
Using the first 2 principal components would imply an error between 10 and 30%.;'Breast_Cancer_pca'
Using the first 3 principal components would imply an error between 10 and 30%.;'Breast_Cancer_pca'
Using the first 4 principal components would imply an error between 10 and 30%.;'Breast_Cancer_pca'
Using the first 2 principal components would imply an error between 15 and 30%.;'Breast_Cancer_pca'
Using the first 3 principal components would imply an error between 15 and 30%.;'Breast_Cancer_pca'
Using the first 4 principal components would imply an error between 15 and 30%.;'Breast_Cancer_pca'
There is evidence in favour for sequential backward selection to select variable perimeter_mean previously than variable texture_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_se previously than variable texture_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_se previously than variable texture_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable area_se previously than variable texture_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable smoothness_se previously than variable texture_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable symmetry_se previously than variable texture_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable radius_worst previously than variable texture_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_worst previously than variable texture_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_worst previously than variable texture_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_mean previously than variable perimeter_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_se previously than variable perimeter_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_se previously than variable perimeter_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable area_se previously than variable perimeter_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable smoothness_se previously than variable perimeter_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable symmetry_se previously than variable perimeter_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable radius_worst previously than variable perimeter_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_worst previously than variable perimeter_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_worst previously than variable perimeter_mean.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_mean previously than variable texture_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_mean previously than variable texture_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_se previously than variable texture_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable area_se previously than variable texture_se.;'Breast_Cancer_correlation_heatmap'
