no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,avg_price_per_room,no_of_special_requests,booking_status
2,0,1,2,Meal Plan 1,0,Room_Type 1,7,2018,11,14,0,111.0,1,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,7,2018,9,11,0,139.0,1,Not_Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,34,2018,7,29,0,152.1,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,0,101.5,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,12,0,141.0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,0,120.0,0,Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,66,2018,8,19,0,168.3,2,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,92,2018,7,17,0,137.7,0,Not_Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,39,2018,4,24,0,138.06,1,Canceled
3,0,1,4,Meal Plan 2,0,Room_Type 1,197,2018,12,21,0,160.6,0,Not_Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,50,2018,6,3,0,159.3,2,Not_Canceled
2,0,2,0,Not Selected,0,Room_Type 1,86,2018,10,30,0,61.68,1,Canceled
2,1,2,5,Meal Plan 1,1,Room_Type 1,42,2018,8,30,0,135.0,2,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,147,2018,8,8,0,97.75,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,35,2018,3,4,0,73.1,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 7,8,2018,2,6,0,101.0,0,Not_Canceled
1,0,1,1,Meal Plan 1,1,Room_Type 1,64,2018,12,17,1,67.0,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 4,253,2018,9,19,0,115.2,2,Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,15,2017,10,11,0,92.17,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,114,2018,8,27,0,128.7,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,9,26,0,75.0,0,Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,18,2018,2,11,0,111.0,1,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,0,2018,2,15,0,79.0,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,9,2017,12,27,1,70.0,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,8,1,0,121.0,1,Not_Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,20,2018,7,1,0,169.0,1,Canceled
2,0,0,2,Meal Plan 1,1,Room_Type 1,50,2018,10,4,0,127.8,2,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,133,2018,6,27,0,103.7,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,117,2018,6,3,0,126.9,0,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,100,2018,4,25,0,81.2,0,Not_Canceled
2,2,0,3,Meal Plan 1,0,Room_Type 6,36,2018,9,15,0,207.9,3,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 2,15,2018,8,17,0,109.55,1,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,244,2018,10,30,0,92.4,1,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,62,2018,9,4,0,99.0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,0,110.0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,186,2018,10,28,0,68.68,0,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 1,40,2017,10,19,0,75.6,0,Canceled
2,1,2,1,Meal Plan 1,0,Room_Type 4,97,2018,7,23,0,104.96,2,Not_Canceled
1,0,0,1,Meal Plan 1,1,Room_Type 1,3,2018,3,3,0,104.0,0,Not_Canceled
2,2,2,4,Meal Plan 1,0,Room_Type 6,43,2017,10,21,0,166.5,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,274,2018,9,27,0,115.2,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,8,0,120.0,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,74,2018,3,30,0,82.45,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,3,24,0,63.58,0,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,229,2018,10,22,0,80.75,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,63,2018,3,5,0,87.3,0,Canceled
0,2,2,2,Meal Plan 1,0,Room_Type 2,186,2018,9,4,0,112.01,1,Canceled
2,1,0,4,Meal Plan 1,0,Room_Type 1,33,2018,10,26,0,149.0,1,Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 1,220,2018,8,9,0,90.95,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,308,2018,11,23,0,88.0,1,Canceled
1,0,1,2,Meal Plan 2,0,Room_Type 4,68,2018,8,19,0,183.6,0,Canceled
1,0,0,3,Not Selected,0,Room_Type 1,76,2018,9,27,0,125.1,1,Not_Canceled
2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,12,21,0,102.72,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,45,2018,9,1,0,118.8,2,Not_Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 4,53,2018,11,10,0,134.45,3,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,0,112.2,0,Not_Canceled
2,0,3,7,Meal Plan 1,0,Room_Type 1,23,2017,9,7,0,95.98,0,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,0,2018,10,1,0,150.0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,0,108.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,0,100.0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,103,2018,12,31,0,150.67,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,161,2018,4,22,0,71.0,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,10,1,0,115.2,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,12,21,0,98.0,2,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,3,2018,1,6,0,77.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,12,2018,2,23,0,93.0,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,205,2018,8,21,0,94.5,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 2,87,2017,12,29,0,95.7,1,Not_Canceled
1,0,2,3,Not Selected,0,Room_Type 1,59,2018,3,20,0,79.05,2,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 2,217,2018,7,18,0,95.63,1,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,11,4,0,94.6,1,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,19,2018,2,21,0,91.0,1,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,131,2018,7,29,0,94.5,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,55,2017,7,7,0,90.0,2,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2018,5,20,0,140.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,51,2018,6,2,0,102.7,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,13,2018,6,23,0,91.0,0,Not_Canceled
3,0,0,5,Meal Plan 1,0,Room_Type 4,10,2018,6,14,0,169.0,2,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,144,2018,5,22,0,112.03,1,Not_Canceled
2,0,1,2,Meal Plan 1,1,Room_Type 1,1,2017,10,9,0,169.33,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,25,2018,10,10,0,104.0,1,Not_Canceled
1,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,0,72.5,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2017,12,1,0,81.0,1,Not_Canceled
2,1,0,4,Not Selected,0,Room_Type 1,37,2018,3,23,0,64.8,1,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,18,2018,7,1,0,187.0,3,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,0,115.0,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,94,2018,7,14,0,105.3,0,Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,4,2018,2,28,0,133.0,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,151,2018,1,19,0,71.0,0,Not_Canceled
2,0,1,5,Meal Plan 2,0,Room_Type 4,1,2018,6,27,0,192.0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2,2017,9,23,0,72.2,0,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,57,2018,12,5,0,74.8,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,5,25,0,111.35,1,Not_Canceled
2,1,0,4,Meal Plan 1,0,Room_Type 1,115,2018,8,3,0,123.75,1,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,24,2017,9,19,0,87.78,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,31,2018,2,4,0,77.0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,43,2017,11,4,0,60.0,0,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,0,59.0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,6,2018,3,3,0,87.0,2,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,1,2018,8,3,0,139.0,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,0,110.0,0,Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,55,2018,9,28,0,168.3,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,142,2018,8,24,0,99.3,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,17,2018,3,9,0,75.0,0,Not_Canceled
1,0,2,0,Not Selected,0,Room_Type 1,0,2018,7,24,0,119.0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,19,2018,4,29,0,106.65,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,0,120.0,0,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,87.0,0,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,157,2018,10,3,0,108.0,0,Canceled
2,0,3,9,Meal Plan 1,0,Room_Type 1,227,2017,8,17,0,76.5,3,Not_Canceled
1,0,0,2,Meal Plan 1,1,Room_Type 1,37,2017,9,16,0,94.5,0,Not_Canceled
1,0,0,0,Meal Plan 1,0,Room_Type 1,3,2018,2,26,0,0.0,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 4,1,2017,9,3,0,96.0,2,Not_Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 4,40,2018,8,23,0,149.4,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,121,2018,5,2,0,99.45,1,Not_Canceled
2,0,0,1,Not Selected,1,Room_Type 1,7,2018,8,24,0,137.0,2,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,8,2018,11,14,0,103.0,1,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,1,2018,11,4,0,140.0,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,126,2018,5,7,0,103.5,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,122,2018,12,8,0,68.0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,0,100.0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,219,2018,10,29,0,96.3,1,Canceled
2,1,2,5,Meal Plan 1,0,Room_Type 1,147,2018,6,28,0,106.25,2,Not_Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,142,2018,7,2,0,126.65,1,Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,160,2018,9,30,0,145.8,2,Canceled
2,0,2,1,Meal Plan 1,1,Room_Type 1,14,2017,12,26,0,111.67,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,0,130.0,0,Canceled
1,0,0,4,Not Selected,1,Room_Type 1,80,2018,3,29,0,81.25,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,121,2018,8,18,0,120.6,1,Not_Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 1,186,2018,8,3,0,121.5,0,Canceled
2,2,0,5,Meal Plan 1,0,Room_Type 6,15,2017,9,1,0,165.0,1,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,0,60.0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,5,5,0,144.0,0,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,164,2018,8,30,0,115.6,0,Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 1,39,2018,2,8,0,98.94,2,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,19,2018,6,20,1,95.0,0,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,148,2018,7,11,0,97.5,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,101,2018,7,15,0,94.5,2,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,26,2017,10,14,0,75.0,0,Not_Canceled
1,0,1,2,Not Selected,0,Room_Type 1,3,2017,10,19,0,133.0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,91,2018,10,20,0,132.3,2,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,0,101.5,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,98,2018,9,21,1,65.0,0,Not_Canceled
3,0,2,3,Not Selected,0,Room_Type 1,232,2018,12,24,0,75.65,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,18,2018,9,27,1,95.0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,0,101.5,0,Not_Canceled
2,0,1,0,Meal Plan 1,1,Room_Type 1,18,2017,11,16,0,104.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,49,2018,3,15,0,81.9,1,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,0,115.0,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,0,85.0,0,Not_Canceled
1,0,0,5,Meal Plan 1,0,Room_Type 1,5,2018,10,4,0,131.0,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,6,2018,12,30,0,122.48,3,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,30,2018,5,25,0,98.1,0,Canceled
2,0,1,3,Not Selected,0,Room_Type 1,100,2018,5,2,0,91.38,1,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,0,60.0,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,21,2018,12,29,0,131.35,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,0,101.5,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,0,110.0,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,259,2018,10,5,0,89.0,0,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,0,61.0,0,Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,37,2018,3,6,0,118.1,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,2,2018,9,30,0,209.5,2,Not_Canceled
1,0,0,1,Meal Plan 2,0,Room_Type 1,184,2018,8,17,0,82.12,2,Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,80,2018,9,12,0,168.3,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,10,7,0,90.0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,0,105.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,0,85.0,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,0,91.0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,224,2017,10,2,0,65.0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,222,2018,8,31,0,96.3,1,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 4,21,2018,11,7,0,210.0,1,Not_Canceled
2,0,2,5,Meal Plan 2,0,Room_Type 4,95,2018,9,13,0,183.6,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,39,2018,11,15,0,97.4,1,Not_Canceled
1,2,0,1,Meal Plan 1,0,Room_Type 1,21,2018,3,12,0,127.0,0,Not_Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,0,105.0,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,107,2018,4,5,0,81.9,0,Canceled
2,1,1,3,Meal Plan 1,0,Room_Type 1,151,2018,12,29,0,128.56,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,14,2018,4,7,0,125.2,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,0,95.0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,34,2018,10,26,0,119.0,1,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,173,2018,9,13,0,126.9,1,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,6,2018,3,8,0,91.0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,10,19,1,65.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,80,2018,4,8,0,96.3,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,67,2018,4,1,0,75.65,0,Not_Canceled
1,0,6,17,Meal Plan 1,0,Room_Type 5,2,2018,10,19,0,170.0,0,Canceled
0,2,0,1,Meal Plan 1,0,Room_Type 2,72,2018,7,27,0,97.54,0,Not_Canceled
2,1,1,1,Meal Plan 1,0,Room_Type 1,5,2018,3,21,0,128.0,2,Not_Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 4,61,2017,10,27,0,74.61,1,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,133,2018,6,2,0,104.76,1,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,4,2018,11,3,0,131.75,1,Not_Canceled
1,0,2,3,Meal Plan 1,0,Room_Type 1,30,2017,10,25,0,83.16,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,0,89.0,0,Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,5,2018,2,3,0,130.0,1,Not_Canceled
1,0,0,3,Meal Plan 2,0,Room_Type 1,71,2018,5,10,0,98.0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,70,2018,4,23,0,95.2,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,8,19,0,65.0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,0,105.0,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,22,2018,9,26,0,148.0,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,109.0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,0,115.0,1,Canceled
2,0,1,3,Not Selected,0,Room_Type 1,131,2018,8,22,0,92.25,0,Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 1,152,2018,8,4,0,140.7,2,Canceled
1,0,1,0,Not Selected,0,Room_Type 1,3,2018,5,16,0,71.2,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,96,2017,12,29,0,70.0,0,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,6,2018,9,17,0,149.0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,2,19,0,80.0,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,0,95.0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,19,2018,12,30,0,148.0,1,Not_Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,53,2018,5,21,0,143.1,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,150,2018,4,22,0,96.3,3,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 2,124,2018,6,30,0,88.76,1,Not_Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,151,2018,12,29,0,143.28,1,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,0,95.0,0,Canceled
2,1,2,2,Meal Plan 1,0,Room_Type 1,17,2017,12,26,0,60.0,1,Not_Canceled
2,0,2,4,Meal Plan 2,0,Room_Type 1,70,2018,9,3,0,170.1,0,Canceled
1,0,0,2,Not Selected,0,Room_Type 1,0,2018,6,21,0,129.0,1,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,3,2018,4,17,0,89.0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,50,2018,3,29,0,80.1,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,124,2018,6,27,0,96.3,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,57,2018,10,2,0,118.8,2,Not_Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 4,126,2018,12,27,0,90.53,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,9,2018,6,22,0,104.0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,28,2018,1,8,0,97.0,0,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,117,2018,5,13,0,99.45,1,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2017,10,12,0,65.0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,0,130.0,0,Canceled
2,1,0,5,Meal Plan 1,0,Room_Type 1,138,2018,8,9,0,101.49,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 5,49,2018,3,29,0,86.28,0,Canceled
1,0,0,1,Not Selected,0,Room_Type 1,109,2018,10,26,0,80.1,1,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,0,90.0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,31,2018,2,20,0,83.9,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2018,1,15,0,65.8,2,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,6,2018,3,22,0,89.0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,9,22,0,107.0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,6,14,0,111.0,1,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,36,2018,2,22,0,71.3,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,43,2018,10,27,0,85.5,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,67,2018,4,2,0,71.74,1,Not_Canceled
2,1,1,1,Meal Plan 1,0,Room_Type 1,17,2018,12,10,0,80.0,0,Not_Canceled
1,0,1,5,Not Selected,0,Room_Type 1,40,2018,6,27,0,104.1,0,Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,0,115.0,1,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,199,2018,12,28,0,102.85,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,91,2018,5,13,0,140.4,0,Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 7,40,2018,3,25,0,201.95,0,Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,0,120.0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,33,2018,9,28,0,85.5,0,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,122,2018,6,16,0,116.1,2,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,3,14,0,109.0,0,Not_Canceled
1,1,0,3,Meal Plan 1,0,Room_Type 1,178,2018,8,18,0,124.5,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,84,2017,10,16,0,89.25,2,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,3,2018,12,21,0,82.88,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,36,2018,1,19,0,80.0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2017,12,5,1,0.0,2,Not_Canceled
2,1,1,1,Meal Plan 1,0,Room_Type 1,173,2018,8,15,0,121.5,0,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,11,28,1,79.0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2,2018,2,6,0,81.0,1,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,154,2018,9,12,0,80.75,0,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,88,2018,10,20,0,151.2,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,0,120.0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2017,9,9,0,105.0,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,10,21,0,139.0,4,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,74,2018,2,17,0,55.24,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,12,7,0,98.0,2,Not_Canceled
1,0,0,2,Not Selected,0,Room_Type 1,3,2018,9,15,0,149.0,2,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,18,2018,5,9,0,88.8,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 4,12,2018,5,30,0,112.42,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2018,9,29,0,93.09,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,18,2017,12,18,1,74.0,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,246,2018,12,27,0,58.36,1,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,0,130.0,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,0,87.5,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,44,2018,11,26,0,98.8,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,0,140.0,0,Not_Canceled
