Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
Female,No,35,Yes,Homemaker,12.0,Low,1.0,Cat_6,C
Male,Yes,40,Yes,Marketing,0.0,Low,2.0,Cat_6,B
Female,No,25,Yes,Homemaker,13.0,Low,1.0,,B
Female,Yes,39,Yes,Artist,,Average,3.0,Cat_6,D
Male,No,25,Yes,Artist,7.0,Low,1.0,Cat_6,C
Male,Yes,52,Yes,Artist,0.0,Low,4.0,Cat_6,B
Male,No,33,No,Artist,0.0,Low,4.0,Cat_5,B
Male,No,28,Yes,Artist,6.0,Low,3.0,Cat_6,A
Female,No,43,Yes,Artist,0.0,Low,1.0,Cat_6,C
Male,No,30,Yes,Artist,8.0,Low,,Cat_5,C
Female,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,A
Male,Yes,48,Yes,Executive,6.0,High,4.0,Cat_6,C
Female,Yes,55,No,Engineer,3.0,Average,2.0,Cat_6,D
Female,Yes,37,Yes,Homemaker,8.0,Low,1.0,Cat_6,A
Male,Yes,38,Yes,Engineer,11.0,Average,3.0,Cat_6,A
Female,No,28,Yes,Doctor,,Low,3.0,Cat_6,A
Male,Yes,86,Yes,Lawyer,,Low,1.0,Cat_6,C
Female,No,35,No,Homemaker,9.0,Low,1.0,Cat_6,D
Male,No,35,No,Entertainment,0.0,Low,2.0,Cat_6,A
Female,Yes,46,No,Lawyer,0.0,Low,1.0,Cat_6,A
Female,Yes,79,Yes,Lawyer,0.0,Low,1.0,Cat_6,C
Male,Yes,63,Yes,Lawyer,5.0,High,2.0,Cat_6,B
Female,Yes,50,Yes,Doctor,,High,3.0,Cat_6,D
Female,No,35,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
Male,Yes,65,No,Doctor,,Low,1.0,Cat_6,A
Male,Yes,50,No,Artist,0.0,Average,4.0,Cat_6,C
Female,No,27,No,Homemaker,,Low,,Cat_3,A
Male,Yes,45,Yes,Executive,0.0,High,3.0,Cat_6,D
Female,No,36,Yes,Homemaker,0.0,Low,4.0,Cat_6,A
Male,Yes,43,No,Entertainment,11.0,Average,2.0,Cat_6,B
Male,Yes,62,Yes,Marketing,1.0,High,5.0,Cat_6,B
Male,Yes,57,Yes,Artist,2.0,Average,2.0,Cat_6,A
Male,No,51,No,Marketing,9.0,Low,1.0,Cat_6,A
Male,Yes,59,Yes,Artist,0.0,Low,1.0,Cat_3,A
Female,Yes,27,No,Artist,0.0,Low,4.0,Cat_6,C
Female,Yes,83,No,Lawyer,,High,2.0,Cat_6,B
Male,Yes,50,Yes,Entertainment,6.0,Low,3.0,Cat_6,A
Male,Yes,75,Yes,Executive,1.0,High,3.0,Cat_6,D
Male,No,28,No,Executive,2.0,Low,2.0,Cat_3,C
Male,Yes,39,Yes,Artist,9.0,Average,2.0,Cat_6,A
Female,Yes,69,Yes,Doctor,0.0,Average,2.0,Cat_6,C
Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_4,D
Female,,28,Yes,Healthcare,0.0,Low,5.0,Cat_3,A
Female,Yes,39,No,Entertainment,1.0,High,3.0,Cat_3,A
Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_3,C
Female,Yes,62,Yes,Engineer,1.0,Low,1.0,Cat_3,B
Female,,41,No,Engineer,0.0,Low,4.0,Cat_3,A
Male,Yes,49,Yes,Doctor,5.0,Average,3.0,Cat_5,D
Female,Yes,52,Yes,Artist,8.0,Low,2.0,Cat_6,A
Female,Yes,48,No,Entertainment,2.0,Average,,Cat_4,A
Female,No,26,Yes,Healthcare,7.0,Low,2.0,Cat_3,A
Female,Yes,72,Yes,Engineer,1.0,Low,1.0,Cat_6,C
Female,Yes,47,Yes,Artist,0.0,Low,3.0,Cat_4,D
Female,No,19,No,Healthcare,1.0,Low,2.0,Cat_4,D
Female,No,21,No,Healthcare,1.0,Low,3.0,Cat_7,A
Male,No,39,No,Entertainment,1.0,Low,1.0,Cat_6,D
Female,No,52,Yes,Artist,0.0,Low,1.0,Cat_6,C
Male,Yes,37,No,Entertainment,8.0,Average,3.0,Cat_6,B
Male,Yes,51,No,Entertainment,0.0,Low,2.0,Cat_6,A
Male,Yes,48,No,Engineer,1.0,Average,3.0,Cat_6,B
Male,No,22,No,Healthcare,,Low,3.0,Cat_6,D
Male,Yes,47,Yes,Executive,1.0,High,4.0,Cat_6,B
Female,Yes,45,No,Engineer,0.0,Average,3.0,Cat_6,A
Female,No,29,No,Engineer,5.0,Low,2.0,Cat_6,C
Female,Yes,47,No,Doctor,1.0,Low,1.0,Cat_6,C
Male,Yes,41,Yes,Entertainment,8.0,Average,2.0,Cat_6,B
Female,Yes,32,No,Homemaker,9.0,Average,4.0,Cat_2,C
Male,Yes,31,No,Marketing,2.0,Low,3.0,Cat_6,D
Male,No,20,No,Marketing,1.0,Low,3.0,Cat_6,A
Female,Yes,46,Yes,Artist,0.0,Average,3.0,Cat_6,B
Male,Yes,70,Yes,Lawyer,3.0,Low,1.0,Cat_6,D
Male,Yes,65,Yes,Artist,1.0,Average,3.0,Cat_6,D
Female,Yes,68,,Artist,1.0,Average,2.0,Cat_6,C
Male,Yes,29,No,Homemaker,9.0,Low,1.0,Cat_4,A
Male,Yes,41,Yes,Entertainment,3.0,Average,2.0,Cat_3,A
Male,Yes,50,No,Executive,0.0,Low,5.0,,C
Male,Yes,38,Yes,Entertainment,9.0,Average,2.0,Cat_3,C
Male,Yes,37,No,Executive,,Average,2.0,Cat_3,A
Female,Yes,30,No,Engineer,6.0,Low,2.0,Cat_3,A
Female,Yes,63,Yes,Engineer,1.0,Low,1.0,Cat_3,B
Male,Yes,42,Yes,Artist,6.0,Average,2.0,Cat_3,B
Male,Yes,41,No,Executive,0.0,High,3.0,Cat_6,C
Female,Yes,60,Yes,Engineer,,High,4.0,Cat_6,B
Male,Yes,46,Yes,Engineer,1.0,Low,2.0,Cat_3,C
Female,Yes,83,No,Lawyer,0.0,High,2.0,Cat_6,B
Male,Yes,27,Yes,Healthcare,3.0,Low,2.0,Cat_6,D
Female,No,22,No,Healthcare,1.0,Low,4.0,Cat_2,B
Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,A
Female,Yes,40,Yes,Engineer,0.0,Low,2.0,Cat_6,A
Female,No,28,Yes,Doctor,0.0,Low,6.0,Cat_4,D
Male,No,28,Yes,Doctor,,Low,1.0,Cat_4,A
Male,Yes,28,No,Entertainment,0.0,Low,2.0,Cat_3,B
Female,No,20,No,Healthcare,0.0,Low,4.0,Cat_3,D
Female,Yes,53,No,Engineer,0.0,Average,6.0,Cat_3,A
Female,Yes,35,Yes,Doctor,0.0,Low,2.0,Cat_6,A
Female,No,21,,Healthcare,3.0,Low,4.0,Cat_5,C
Male,No,30,Yes,Healthcare,6.0,Low,4.0,Cat_2,D
Female,Yes,46,Yes,Artist,2.0,Low,1.0,Cat_6,B
Female,No,36,Yes,Engineer,3.0,Low,4.0,Cat_2,D
Female,Yes,38,Yes,Artist,4.0,High,3.0,Cat_2,A
Female,Yes,26,No,Marketing,1.0,Average,2.0,,D
Female,Yes,45,Yes,Doctor,1.0,Low,1.0,Cat_4,D
Female,Yes,46,Yes,Executive,5.0,High,2.0,Cat_6,A
Male,No,25,Yes,Doctor,0.0,Low,1.0,Cat_3,A
Male,No,27,No,Marketing,0.0,Low,7.0,Cat_6,A
Female,Yes,42,Yes,Doctor,6.0,Low,1.0,Cat_3,A
Male,,20,No,Marketing,3.0,Low,2.0,Cat_3,D
Male,Yes,55,Yes,Doctor,6.0,Low,1.0,Cat_3,B
Male,No,25,No,Marketing,,Low,1.0,Cat_6,C
Male,Yes,27,No,Doctor,,High,2.0,Cat_3,C
Male,No,31,No,Marketing,0.0,Low,4.0,Cat_3,D
Female,Yes,38,No,Entertainment,6.0,Average,5.0,Cat_2,B
Male,Yes,43,Yes,Entertainment,,Average,2.0,Cat_6,B
Female,Yes,59,Yes,Artist,2.0,High,3.0,Cat_6,D
Male,Yes,61,No,Executive,1.0,Average,3.0,Cat_6,B
Female,Yes,27,Yes,Engineer,1.0,Low,2.0,Cat_6,D
Male,Yes,26,No,Executive,1.0,High,5.0,Cat_6,A
Male,Yes,39,Yes,Artist,,Average,4.0,Cat_4,B
Male,Yes,51,Yes,Artist,0.0,Average,3.0,Cat_6,C
Male,Yes,47,No,Entertainment,0.0,Average,3.0,Cat_6,B
Male,Yes,52,Yes,Artist,1.0,Average,4.0,Cat_6,A
Male,Yes,59,Yes,Lawyer,,High,2.0,Cat_6,C
Male,Yes,57,No,Engineer,1.0,Average,2.0,Cat_6,A
Female,Yes,86,Yes,Lawyer,1.0,High,2.0,Cat_6,D
Male,Yes,49,Yes,Artist,,Average,2.0,Cat_6,C
Male,No,30,No,Doctor,,Low,4.0,Cat_4,B
Female,Yes,43,No,Engineer,0.0,Average,4.0,Cat_6,A
Male,No,19,No,Healthcare,,Low,5.0,Cat_2,D
Male,No,20,No,Healthcare,,Low,4.0,Cat_6,D
Male,No,19,No,Healthcare,,Low,3.0,Cat_6,D
Female,Yes,43,Yes,Doctor,0.0,Low,1.0,Cat_6,A
Male,No,31,No,Healthcare,0.0,Low,4.0,Cat_4,B
Male,Yes,30,No,Executive,1.0,High,2.0,Cat_6,D
Male,Yes,27,Yes,Doctor,8.0,Average,3.0,Cat_6,B
Male,Yes,36,Yes,Executive,,High,4.0,Cat_6,B
Male,Yes,47,Yes,Executive,0.0,Low,2.0,Cat_6,A
Male,Yes,35,Yes,Executive,1.0,High,4.0,Cat_6,A
Male,Yes,25,Yes,Entertainment,0.0,Low,2.0,Cat_7,D
Female,Yes,25,No,Artist,0.0,Low,3.0,Cat_6,D
Male,No,38,No,Artist,1.0,Low,1.0,Cat_3,C
Female,No,32,No,Engineer,0.0,Low,3.0,Cat_6,A
Male,Yes,48,No,Executive,1.0,High,6.0,Cat_6,A
Female,No,38,No,Artist,10.0,Low,1.0,Cat_6,A
Male,Yes,70,No,Executive,,High,2.0,Cat_6,A
Male,No,42,Yes,Marketing,,Low,1.0,Cat_6,C
Female,Yes,85,Yes,Artist,1.0,High,2.0,Cat_2,D
Female,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
Female,No,31,Yes,Doctor,1.0,Low,2.0,Cat_4,D
Female,No,20,No,Healthcare,3.0,Low,4.0,Cat_4,D
Female,Yes,37,Yes,Artist,0.0,Average,2.0,Cat_4,B
Male,No,33,Yes,Artist,8.0,Low,2.0,Cat_6,A
Female,No,52,No,Artist,5.0,Low,1.0,Cat_6,C
Male,No,26,Yes,Doctor,0.0,Low,3.0,Cat_6,A
Female,No,21,No,Healthcare,9.0,Low,5.0,Cat_4,D
Female,No,42,Yes,Engineer,0.0,Low,1.0,Cat_6,C
Female,Yes,35,Yes,Homemaker,,Average,4.0,Cat_2,D
Male,Yes,39,Yes,Artist,0.0,Average,4.0,Cat_6,D
Female,Yes,41,Yes,Doctor,1.0,Average,2.0,Cat_6,D
Female,No,18,No,Healthcare,1.0,Low,5.0,Cat_6,A
Male,No,22,No,Healthcare,0.0,Low,1.0,Cat_6,D
Female,Yes,25,No,Engineer,2.0,Low,2.0,Cat_6,A
Female,No,20,No,Healthcare,4.0,Low,5.0,,A
Female,No,18,No,Entertainment,0.0,Low,4.0,Cat_2,A
Female,No,20,No,Healthcare,1.0,Low,5.0,Cat_5,D
Male,No,21,No,Marketing,0.0,Low,4.0,Cat_2,D
Female,No,25,No,Healthcare,1.0,Low,4.0,Cat_3,A
Female,Yes,60,Yes,Artist,,Average,2.0,Cat_6,A
Female,Yes,46,No,Engineer,0.0,Average,5.0,Cat_3,A
Male,Yes,68,No,Executive,1.0,High,2.0,Cat_6,A
Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,B
Male,No,27,Yes,Doctor,0.0,Low,3.0,Cat_6,C
Male,Yes,59,Yes,Executive,1.0,High,4.0,Cat_6,C
Female,No,26,Yes,Artist,8.0,Low,1.0,Cat_6,B
Male,Yes,26,Yes,Artist,0.0,Average,2.0,Cat_6,D
Female,Yes,32,No,Doctor,1.0,Average,2.0,Cat_7,D
Male,No,33,No,Healthcare,0.0,Low,6.0,Cat_6,A
Male,No,28,Yes,Healthcare,0.0,Low,3.0,Cat_6,A
Female,No,30,Yes,Healthcare,0.0,Low,3.0,Cat_7,A
Female,No,32,Yes,Artist,,Low,1.0,Cat_6,D
Female,No,41,No,Engineer,3.0,Low,3.0,Cat_3,B
Male,Yes,42,Yes,Artist,13.0,Low,2.0,Cat_6,A
Female,Yes,45,Yes,Doctor,1.0,Average,4.0,Cat_6,A
Female,No,39,Yes,,1.0,Low,2.0,Cat_6,A
Female,No,29,No,Engineer,0.0,Low,1.0,Cat_6,D
Male,Yes,46,Yes,Entertainment,1.0,Average,3.0,Cat_6,A
Female,Yes,26,Yes,Marketing,5.0,High,4.0,Cat_2,D
Female,No,26,Yes,Healthcare,,Low,4.0,Cat_6,A
Female,Yes,41,Yes,Doctor,1.0,Low,,Cat_6,B
Female,Yes,38,Yes,Marketing,9.0,Low,3.0,Cat_6,D
Male,Yes,69,No,Executive,1.0,High,4.0,Cat_6,C
Male,No,46,Yes,Artist,0.0,Low,2.0,Cat_6,D
Female,No,40,No,Artist,0.0,Low,1.0,Cat_5,A
Male,No,25,No,Engineer,9.0,Low,3.0,Cat_4,C
Male,Yes,59,No,,1.0,Average,2.0,Cat_4,A
Male,No,26,No,Doctor,1.0,Low,4.0,Cat_6,D
Female,No,33,Yes,Artist,0.0,Low,4.0,Cat_6,A
Male,Yes,56,Yes,Executive,8.0,High,2.0,Cat_6,A
Male,No,30,No,Healthcare,0.0,Low,5.0,Cat_4,D
Female,No,26,No,Healthcare,0.0,Low,3.0,Cat_6,C
Female,No,28,No,Doctor,0.0,Low,5.0,Cat_3,A
Female,Yes,28,No,Doctor,0.0,Average,6.0,Cat_6,A
Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D
Male,Yes,41,No,Executive,1.0,Average,3.0,Cat_6,A
Male,Yes,37,Yes,Artist,0.0,High,3.0,Cat_6,C
Male,Yes,59,Yes,Artist,1.0,Average,3.0,Cat_3,A
Female,Yes,43,Yes,Artist,0.0,Average,2.0,Cat_6,A
Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,A
Female,No,30,Yes,Healthcare,1.0,Low,5.0,Cat_2,A
Male,Yes,66,No,Executive,0.0,Average,2.0,Cat_6,C
Male,Yes,28,Yes,Artist,1.0,Average,3.0,Cat_6,D
Male,Yes,49,Yes,Entertainment,0.0,Average,3.0,Cat_6,B
Female,Yes,61,Yes,Artist,0.0,Average,3.0,,C
Male,Yes,27,Yes,Artist,9.0,Average,2.0,Cat_6,D
Female,Yes,35,No,Engineer,1.0,Low,1.0,Cat_4,A
Male,Yes,33,Yes,Healthcare,0.0,Average,2.0,Cat_6,A
Female,Yes,36,Yes,Artist,2.0,Average,2.0,Cat_6,A
Female,No,27,Yes,Artist,9.0,Low,1.0,Cat_6,D
Female,No,29,No,Healthcare,,Low,,,A
Female,No,31,No,Engineer,1.0,Low,5.0,Cat_4,D
Female,No,30,No,Healthcare,0.0,Low,4.0,Cat_4,D
Female,Yes,43,Yes,Artist,,Average,2.0,Cat_6,A
Male,Yes,47,No,Executive,1.0,Low,4.0,Cat_4,C
Female,No,42,No,Engineer,,Low,1.0,Cat_6,D
Female,No,33,Yes,Healthcare,,Low,5.0,Cat_2,D
Female,No,36,Yes,Artist,1.0,Low,4.0,Cat_2,C
Female,No,30,Yes,Engineer,1.0,Low,3.0,Cat_6,D
Male,Yes,60,Yes,Artist,9.0,Low,1.0,Cat_6,B
Female,No,32,Yes,Healthcare,0.0,Low,3.0,Cat_4,A
Female,Yes,32,Yes,Artist,0.0,Average,2.0,Cat_4,C
Female,No,28,No,Healthcare,7.0,Low,3.0,Cat_5,A
Male,Yes,46,Yes,Healthcare,2.0,High,4.0,Cat_7,B
Female,Yes,38,Yes,Artist,4.0,Low,1.0,Cat_6,B
Male,Yes,28,,Artist,8.0,Low,,Cat_6,C
Male,Yes,30,Yes,Entertainment,7.0,Low,2.0,Cat_6,D
Female,Yes,52,Yes,Artist,0.0,Average,3.0,,A
Female,Yes,46,Yes,Engineer,1.0,Average,4.0,Cat_6,D
Male,Yes,37,No,Engineer,0.0,Average,2.0,Cat_1,C
Female,No,25,Yes,Engineer,2.0,Low,3.0,Cat_6,B
Female,Yes,43,Yes,Engineer,1.0,Average,4.0,Cat_6,A
Male,No,32,No,Marketing,0.0,Low,4.0,Cat_6,B
Female,Yes,50,Yes,Engineer,1.0,High,4.0,Cat_6,D
Male,Yes,43,No,Artist,3.0,Average,3.0,Cat_6,B
Male,Yes,37,Yes,Artist,0.0,Average,2.0,Cat_4,B
Male,Yes,61,No,Healthcare,0.0,High,4.0,Cat_7,D
Male,Yes,39,Yes,Artist,5.0,Average,2.0,Cat_6,A
Male,Yes,46,Yes,Artist,1.0,Average,5.0,Cat_6,B
Male,Yes,37,No,Entertainment,0.0,Average,4.0,Cat_4,D
Female,Yes,36,No,Engineer,0.0,Low,3.0,Cat_2,A
Female,No,28,No,Artist,0.0,Low,1.0,Cat_6,B
Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
Male,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,B
Male,Yes,82,Yes,Executive,1.0,Low,1.0,Cat_6,D
Female,No,18,No,Healthcare,1.0,Low,8.0,Cat_4,B
Female,No,18,No,Engineer,0.0,Low,4.0,Cat_6,D
Female,No,36,Yes,Artist,1.0,Low,1.0,Cat_5,A
Female,No,26,No,Engineer,1.0,Low,6.0,Cat_6,A
Male,Yes,49,Yes,Entertainment,1.0,Average,2.0,Cat_6,B
Female,Yes,69,Yes,Artist,1.0,Average,3.0,Cat_6,A
Female,No,29,No,Artist,1.0,Low,6.0,Cat_4,D
Male,No,68,Yes,Entertainment,1.0,Low,2.0,Cat_6,C
Male,No,33,No,Healthcare,4.0,Low,3.0,Cat_4,D
Male,Yes,38,No,Executive,3.0,High,5.0,Cat_6,A
Male,Yes,52,No,Entertainment,1.0,Average,3.0,Cat_6,B
Male,Yes,28,Yes,Artist,1.0,Low,2.0,Cat_6,B
Female,No,27,No,Healthcare,1.0,Low,5.0,Cat_2,B
Female,No,28,No,Engineer,0.0,Low,4.0,Cat_4,B
Female,Yes,25,No,Engineer,7.0,High,3.0,Cat_6,A
Female,No,30,Yes,Artist,8.0,Low,1.0,Cat_6,A
Male,Yes,40,Yes,Artist,1.0,Average,3.0,Cat_2,A
Female,No,25,Yes,Artist,0.0,Low,9.0,Cat_6,B
Female,No,30,Yes,Artist,5.0,Low,1.0,,D
Female,Yes,43,No,Engineer,0.0,Average,2.0,Cat_4,A
Female,No,26,Yes,Artist,1.0,Low,4.0,Cat_6,B
Female,Yes,37,No,Entertainment,0.0,Average,3.0,Cat_6,C
Female,No,28,No,Healthcare,1.0,Low,5.0,Cat_7,B
Female,Yes,31,No,Marketing,1.0,Low,5.0,Cat_4,A
Male,Yes,46,Yes,Artist,1.0,Low,3.0,Cat_6,A
Female,Yes,47,Yes,Artist,5.0,Average,4.0,Cat_6,C
Male,No,28,No,Healthcare,1.0,Low,4.0,Cat_6,B
Male,No,30,No,Healthcare,0.0,Low,1.0,Cat_6,D
Female,,29,Yes,Entertainment,1.0,High,1.0,Cat_1,A
Male,No,23,No,Artist,2.0,Low,5.0,Cat_6,D
Female,No,22,No,Healthcare,1.0,Low,5.0,Cat_6,D
Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_7,D
Male,No,22,No,Entertainment,1.0,Low,4.0,Cat_6,D
Female,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,C
Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_6,D
Female,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,B
Male,No,39,Yes,Artist,1.0,Low,2.0,Cat_6,A
Female,Yes,38,Yes,Artist,8.0,Low,2.0,Cat_6,D
Male,No,33,Yes,Healthcare,3.0,Low,1.0,Cat_6,A
Female,No,38,Yes,Homemaker,4.0,Low,1.0,Cat_6,B
Female,No,29,Yes,Healthcare,0.0,Low,3.0,Cat_6,A
Female,Yes,35,No,Entertainment,4.0,Low,1.0,Cat_6,D
Male,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6,A
Male,Yes,59,Yes,Artist,0.0,Low,1.0,Cat_6,D
Female,No,32,Yes,Doctor,0.0,Low,1.0,Cat_6,B
Female,No,29,Yes,Healthcare,8.0,Low,3.0,Cat_4,C
Female,No,31,Yes,Entertainment,0.0,Low,4.0,Cat_2,A
Male,Yes,59,No,Executive,0.0,High,4.0,Cat_6,B
Male,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,A
Male,Yes,53,Yes,Executive,0.0,Low,2.0,Cat_6,C
Male,Yes,83,No,Lawyer,0.0,High,2.0,Cat_6,D
Male,No,33,No,Healthcare,1.0,Low,5.0,Cat_4,A
Female,No,26,No,Engineer,,Low,4.0,Cat_6,B
Female,Yes,39,Yes,Artist,7.0,High,5.0,,C
Female,No,27,No,Healthcare,1.0,Low,5.0,Cat_4,A
Female,Yes,42,Yes,Artist,5.0,Average,2.0,Cat_4,A
Male,Yes,46,Yes,Artist,4.0,Average,2.0,Cat_6,B
Male,Yes,63,Yes,Doctor,0.0,High,2.0,Cat_6,C
Male,No,32,Yes,Doctor,1.0,Low,2.0,Cat_6,B
Female,No,38,Yes,Engineer,0.0,Low,3.0,Cat_6,C
Male,No,38,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
Female,Yes,63,Yes,Engineer,1.0,Low,1.0,Cat_6,D
Female,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,A
Female,No,33,Yes,Healthcare,1.0,Low,5.0,Cat_2,A
Male,No,27,No,Entertainment,0.0,Low,2.0,Cat_6,C
Female,Yes,87,No,Artist,7.0,High,2.0,Cat_7,B
Female,No,25,No,Healthcare,14.0,Low,1.0,Cat_6,D
Male,Yes,61,Yes,Artist,0.0,Average,4.0,Cat_6,B
Male,Yes,41,Yes,Artist,1.0,High,4.0,Cat_6,B
Male,Yes,86,Yes,Lawyer,,High,2.0,Cat_6,D
Male,Yes,51,Yes,Executive,4.0,High,3.0,Cat_6,B
Male,,83,No,Lawyer,0.0,High,2.0,Cat_6,A
Male,Yes,60,Yes,Artist,3.0,High,3.0,Cat_6,C
Male,Yes,65,Yes,Artist,6.0,Average,3.0,Cat_6,D
Female,No,32,No,Healthcare,1.0,Low,,Cat_6,C
Female,Yes,41,Yes,Artist,1.0,Low,1.0,Cat_6,B
Female,Yes,56,Yes,Artist,0.0,Average,3.0,Cat_6,A
Female,Yes,74,No,Lawyer,1.0,High,2.0,Cat_6,C
Male,Yes,39,Yes,Artist,4.0,Average,2.0,Cat_2,B
Female,No,42,No,Artist,2.0,Low,2.0,Cat_6,A
Male,Yes,68,Yes,Artist,5.0,High,2.0,Cat_6,A
Male,No,30,Yes,Artist,1.0,Low,1.0,Cat_6,A
Female,No,32,No,Healthcare,1.0,Low,3.0,Cat_6,C
Male,Yes,43,Yes,Artist,13.0,Low,1.0,Cat_6,A
Female,Yes,40,Yes,Artist,3.0,High,2.0,Cat_5,C
Female,Yes,87,No,Entertainment,0.0,High,2.0,Cat_6,D
Male,Yes,43,No,Entertainment,1.0,Low,2.0,Cat_6,B
Male,Yes,48,Yes,Doctor,1.0,Average,3.0,Cat_2,C
Female,Yes,58,Yes,Marketing,0.0,Average,2.0,Cat_6,A
Male,Yes,52,Yes,Artist,,High,3.0,Cat_6,A
Female,No,30,No,Healthcare,14.0,Low,3.0,Cat_6,A
Female,Yes,53,Yes,Artist,2.0,Low,2.0,Cat_6,D
Female,Yes,56,Yes,Artist,3.0,Average,3.0,Cat_6,C
Male,Yes,48,Yes,Artist,1.0,Average,4.0,Cat_6,B
Male,Yes,28,No,Doctor,1.0,Low,5.0,Cat_6,D
Female,Yes,61,Yes,Artist,0.0,Average,2.0,Cat_6,B
Male,Yes,62,Yes,Entertainment,1.0,Average,3.0,Cat_6,C
Female,Yes,49,Yes,Artist,1.0,Average,5.0,Cat_4,B
Male,Yes,40,,Entertainment,0.0,High,2.0,Cat_6,D
Male,Yes,62,Yes,Entertainment,1.0,Low,2.0,Cat_6,B
Male,No,35,Yes,Entertainment,1.0,Low,,Cat_1,C
Female,No,48,Yes,Artist,4.0,Low,1.0,Cat_6,B
Female,Yes,36,Yes,Artist,1.0,Average,3.0,Cat_2,B
Female,Yes,56,Yes,Artist,1.0,Average,5.0,Cat_6,D
Female,Yes,66,No,Marketing,0.0,High,2.0,Cat_1,D
Male,No,40,Yes,Artist,6.0,Low,2.0,Cat_6,D
Female,Yes,57,Yes,Artist,0.0,Average,2.0,Cat_6,B
Male,Yes,42,Yes,Artist,,Average,3.0,Cat_2,A
Male,Yes,35,No,Marketing,1.0,Low,3.0,Cat_6,A
Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6,C
Male,No,29,No,Artist,8.0,Low,5.0,Cat_5,D
Male,No,26,No,Doctor,0.0,Low,1.0,Cat_6,A
Female,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,D
Male,Yes,86,Yes,Executive,0.0,Low,1.0,Cat_6,D
Male,Yes,77,No,Lawyer,1.0,High,2.0,Cat_6,D
Female,No,37,Yes,Artist,0.0,Low,3.0,Cat_6,A
Male,Yes,74,No,Executive,0.0,High,2.0,Cat_6,B
Male,No,27,No,Artist,1.0,Low,2.0,Cat_6,A
Female,Yes,56,Yes,Artist,0.0,Low,1.0,Cat_6,D
Female,No,27,Yes,Healthcare,0.0,Low,1.0,Cat_6,A
Male,Yes,39,Yes,Artist,7.0,Average,2.0,Cat_6,C
Male,Yes,35,Yes,Entertainment,3.0,Average,2.0,Cat_6,A
Male,Yes,66,Yes,Entertainment,1.0,Average,2.0,Cat_6,A
Female,No,47,Yes,Artist,0.0,Low,2.0,Cat_6,C
Female,Yes,36,Yes,Artist,8.0,Average,2.0,Cat_6,B
Male,Yes,43,Yes,Artist,4.0,Average,2.0,Cat_6,D
Female,Yes,55,Yes,Artist,0.0,Average,4.0,Cat_6,D
Male,Yes,41,Yes,Doctor,0.0,Average,3.0,Cat_6,A
Female,No,26,Yes,Artist,9.0,Low,5.0,Cat_6,D
Male,Yes,72,Yes,Artist,0.0,High,2.0,Cat_2,A
Male,Yes,59,,Artist,0.0,Average,2.0,Cat_6,A
Male,Yes,38,Yes,Entertainment,1.0,Average,3.0,Cat_6,D
Male,Yes,72,No,Lawyer,1.0,Low,2.0,Cat_6,C
Male,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_6,A
Male,No,41,Yes,Artist,9.0,Low,1.0,Cat_6,B
Male,No,25,No,Engineer,9.0,Low,2.0,Cat_3,D
Male,No,29,Yes,Artist,,Low,,Cat_2,A
Male,Yes,83,Yes,Lawyer,0.0,High,2.0,Cat_4,D
Female,Yes,51,Yes,Engineer,0.0,Average,4.0,Cat_6,B
Male,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_2,D
Female,Yes,76,Yes,Artist,0.0,Average,2.0,Cat_6,C
Male,Yes,29,Yes,Artist,1.0,Low,4.0,Cat_6,A
Male,Yes,46,Yes,Artist,1.0,Low,3.0,Cat_6,B
Female,Yes,58,Yes,Artist,0.0,Average,4.0,Cat_6,A
Female,No,46,Yes,Artist,1.0,Low,1.0,Cat_6,D
Female,Yes,74,No,Lawyer,0.0,High,2.0,Cat_6,D
Male,Yes,53,Yes,Executive,1.0,High,3.0,Cat_6,A
Male,Yes,63,Yes,Artist,1.0,Low,1.0,Cat_6,D
Female,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,C
Male,No,25,Yes,Entertainment,5.0,Low,2.0,Cat_3,A
