Id;Chart;Question
2212;abalone_overfitting_decision_tree.png;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 4.
2213;abalone_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 6.
2214;abalone_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 6 nodes of depth.
2215;abalone_pca.png;The first 6 principal components are enough for explaining half the data variance.
2216;abalone_pca.png;Using the first 3 principal components would imply an error between 15 and 30%.
2217;abalone_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 6.
2218;abalone_correlation_heatmap.png;One of the variables Whole weight or Length can be discarded without losing information.
2219;abalone_correlation_heatmap.png;The variable Whole weight can be discarded without risking losing information.
2220;abalone_correlation_heatmap.png;Variables Length and Height are redundant, but we can’t say the same for the pair Whole weight and Viscera weight.
2221;abalone_correlation_heatmap.png;Variables Diameter and Length are redundant.
2222;abalone_correlation_heatmap.png;From the correlation analysis alone, it is clear that there are relevant variables.
2223;abalone_correlation_heatmap.png;Variable Whole weight seems to be relevant for the majority of mining tasks.
2224;abalone_correlation_heatmap.png;Variables Whole weight and Length seem to be useful for classification tasks.
2225;abalone_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.
2226;abalone_correlation_heatmap.png;Removing variable Rings might improve the training of decision trees .
2227;abalone_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable Length previously than variable Height.
2228;abalone_boxplots.png;Variable Rings is balanced.
2229;abalone_boxplots.png;Those boxplots show that the data is not normalized.
2230;abalone_boxplots.png;It is clear that variable Shell weight shows some outliers, but we can’t be sure of the same for variable Viscera weight.
2231;abalone_boxplots.png;Outliers seem to be a problem in the dataset.
2232;abalone_boxplots.png;Variable Rings shows a high number of outlier values.
2233;abalone_boxplots.png;Variable Shell weight doesn’t have any outliers.
2234;abalone_boxplots.png;Variable Shell weight presents some outliers.
2235;abalone_boxplots.png;At least 50 of the variables present outliers.
2236;abalone_boxplots.png;The boxplots presented show a large number of outliers for most of the numeric variables.
2237;abalone_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.
2238;abalone_boxplots.png;A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.
2239;abalone_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.
2240;abalone_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.
2241;abalone_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.
2242;abalone_class_histogram.png;Balancing this dataset would be mandatory to improve the results.
2243;abalone_nr_records_nr_variables.png;Given the number of records and that some variables are date, we might be facing the curse of dimensionality.
2244;abalone_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.
2245;abalone_nr_records_nr_variables.png;Balancing this dataset by SMOTE would most probably be preferable over undersampling.
2246;abalone_histograms_numeric.png;All variables, but the class, should be dealt with as date.
2247;abalone_histograms_numeric.png;The variable Shucked weight can be seen as ordinal.
2248;abalone_histograms_numeric.png;The variable Shucked weight can be seen as ordinal without losing information.
2249;abalone_histograms_numeric.png;Variable Shell weight is balanced.
2250;abalone_histograms_numeric.png;It is clear that variable Rings shows some outliers, but we can’t be sure of the same for variable Whole weight.
2251;abalone_histograms_numeric.png;Outliers seem to be a problem in the dataset.
2252;abalone_histograms_numeric.png;Variable Viscera weight shows some outlier values.
2253;abalone_histograms_numeric.png;Variable Diameter doesn’t have any outliers.
2254;abalone_histograms_numeric.png;Variable Length presents some outliers.
2255;abalone_histograms_numeric.png;At least 75 of the variables present outliers.
2256;abalone_histograms_numeric.png;The boxplots presented show a large number of outliers for most of the numeric variables.
2257;abalone_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.
2258;abalone_histograms_numeric.png;Considering the common semantics for Diameter and Length variables, dummification if applied would increase the risk of facing the curse of dimensionality.
2259;abalone_histograms_numeric.png;Considering the common semantics for Length variable, dummification would be the most adequate encoding.
2260;abalone_histograms_numeric.png;The variable Diameter can be coded as ordinal without losing information.
2261;abalone_histograms_numeric.png;Feature generation based on variable Shucked weight seems to be promising.
2262;abalone_histograms_numeric.png;Feature generation based on the use of variable Diameter wouldn’t be useful, but the use of Length seems to be promising.
2263;abalone_histograms_numeric.png;Given the usual semantics of Viscera weight variable, dummification would have been a better codification.
2264;abalone_histograms_numeric.png;It is better to drop the variable Shucked weight than removing all records with missing values.
2265;abalone_histograms_numeric.png;Not knowing the semantics of Shell weight variable, dummification could have been a more adequate codification.
2266;smoking_drinking_decision_tree.png;The variable SMK_stat_type_cd discriminates between the target values, as shown in the decision tree.
2267;smoking_drinking_decision_tree.png;Variable gamma_GTP is one of the most relevant variables.
2268;smoking_drinking_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 5%.
2269;smoking_drinking_decision_tree.png;As reported in the tree, the number of False Positive is bigger than the number of False Negatives.
2270;smoking_drinking_decision_tree.png;The specificity for the presented tree is higher than 90%.
2271;smoking_drinking_decision_tree.png;The number of False Negatives reported in the same tree is 10.
2272;smoking_drinking_decision_tree.png;The number of True Positives is lower than the number of False Negatives for the presented tree.
2273;smoking_drinking_decision_tree.png;The number of False Positives is higher than the number of False Negatives for the presented tree.
2274;smoking_drinking_decision_tree.png;Considering that A=True<=>[SMK_stat_type_cd <= 1.5] and B=True<=>[gamma_GTP <= 35.5], it is possible to state that KNN algorithm classifies (A,B) as N for any k ≤ 3135.
2275;smoking_drinking_decision_tree.png;Considering that A=True<=>[SMK_stat_type_cd <= 1.5] and B=True<=>[gamma_GTP <= 35.5], it is possible to state that Naive Bayes algorithm classifies (not A, B), as N.
2276;smoking_drinking_decision_tree.png;Considering that A=True<=>[SMK_stat_type_cd <= 1.5] and B=True<=>[gamma_GTP <= 35.5], the Decision Tree presented classifies (A, not B) as Y.
2277;smoking_drinking_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 500 episodes.
2278;smoking_drinking_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 1502 estimators.
2279;smoking_drinking_overfitting_rf.png;Results for Random Forests identified as 10, may be explained by its estimators being in underfitting.
2280;smoking_drinking_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.
2281;smoking_drinking_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 502 estimators.
2282;smoking_drinking_overfitting_knn.png;KNN is in overfitting for k less than 13.
2283;smoking_drinking_overfitting_knn.png;KNN with 11 neighbour is in overfitting.
2284;smoking_drinking_overfitting_knn.png;KNN with less than 7 neighbours is in overfitting.
2285;smoking_drinking_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 2 neighbors.
2286;smoking_drinking_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 20 nodes of depth is in overfitting.
2287;smoking_drinking_overfitting_decision_tree.png;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 10.
2288;smoking_drinking_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 3.
2289;smoking_drinking_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 5 nodes of depth.
2290;smoking_drinking_overfitting_dt_acc_rec.png;The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.
2291;smoking_drinking_pca.png;The first 6 principal components are enough for explaining half the data variance.
2292;smoking_drinking_pca.png;Using the first 8 principal components would imply an error between 15 and 30%.
2293;smoking_drinking_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 7.
2294;smoking_drinking_correlation_heatmap.png;One of the variables waistline or age can be discarded without losing information.
2295;smoking_drinking_correlation_heatmap.png;The variable hemoglobin can be discarded without risking losing information.
2296;smoking_drinking_correlation_heatmap.png;Variables BLDS and weight are redundant, but we can’t say the same for the pair waistline and LDL_chole.
2297;smoking_drinking_correlation_heatmap.png;Variables age and height are redundant.
2298;smoking_drinking_correlation_heatmap.png;From the correlation analysis alone, it is clear that there are relevant variables.
2299;smoking_drinking_correlation_heatmap.png;Variable age seems to be relevant for the majority of mining tasks.
2300;smoking_drinking_correlation_heatmap.png;Variables height and waistline seem to be useful for classification tasks.
2301;smoking_drinking_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.
2302;smoking_drinking_correlation_heatmap.png;Removing variable waistline might improve the training of decision trees .
2303;smoking_drinking_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable LDL_chole previously than variable SMK_stat_type_cd.
2304;smoking_drinking_boxplots.png;Variable waistline is balanced.
2305;smoking_drinking_boxplots.png;Those boxplots show that the data is not normalized.
2306;smoking_drinking_boxplots.png;It is clear that variable tot_chole shows some outliers, but we can’t be sure of the same for variable waistline.
2307;smoking_drinking_boxplots.png;Outliers seem to be a problem in the dataset.
2308;smoking_drinking_boxplots.png;Variable tot_chole shows a high number of outlier values.
2309;smoking_drinking_boxplots.png;Variable SMK_stat_type_cd doesn’t have any outliers.
2310;smoking_drinking_boxplots.png;Variable BLDS presents some outliers.
2311;smoking_drinking_boxplots.png;At least 85 of the variables present outliers.
2312;smoking_drinking_boxplots.png;The histograms presented show a large number of outliers for most of the numeric variables.
2313;smoking_drinking_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.
2314;smoking_drinking_boxplots.png;A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.
2315;smoking_drinking_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.
2316;smoking_drinking_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.
2317;smoking_drinking_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.
2318;smoking_drinking_histograms_symbolic.png;All variables, but the class, should be dealt with as binary.
2319;smoking_drinking_histograms_symbolic.png;The variable hear_right can be seen as ordinal.
2320;smoking_drinking_histograms_symbolic.png;The variable hear_right can be seen as ordinal without losing information.
2321;smoking_drinking_histograms_symbolic.png;Considering the common semantics for hear_left and sex variables, dummification if applied would increase the risk of facing the curse of dimensionality.
2322;smoking_drinking_histograms_symbolic.png;Considering the common semantics for hear_right variable, dummification would be the most adequate encoding.
2323;smoking_drinking_histograms_symbolic.png;The variable sex can be coded as ordinal without losing information.
2324;smoking_drinking_histograms_symbolic.png;Feature generation based on variable hear_left seems to be promising.
2325;smoking_drinking_histograms_symbolic.png;Feature generation based on the use of variable hear_right wouldn’t be useful, but the use of sex seems to be promising.
2326;smoking_drinking_histograms_symbolic.png;Given the usual semantics of hear_right variable, dummification would have been a better codification.
2327;smoking_drinking_histograms_symbolic.png;It is better to drop the variable hear_left than removing all records with missing values.
2328;smoking_drinking_histograms_symbolic.png;Not knowing the semantics of hear_right variable, dummification could have been a more adequate codification.
2329;smoking_drinking_class_histogram.png;Balancing this dataset would be mandatory to improve the results.
2330;smoking_drinking_nr_records_nr_variables.png;Given the number of records and that some variables are date, we might be facing the curse of dimensionality.
2331;smoking_drinking_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.
2332;smoking_drinking_nr_records_nr_variables.png;Balancing this dataset by SMOTE would most probably be preferable over undersampling.
2333;smoking_drinking_histograms_numeric.png;All variables, but the class, should be dealt with as date.
2334;smoking_drinking_histograms_numeric.png;The variable SBP can be seen as ordinal.
2335;smoking_drinking_histograms_numeric.png;The variable tot_chole can be seen as ordinal without losing information.
2336;smoking_drinking_histograms_numeric.png;Variable weight is balanced.
2337;smoking_drinking_histograms_numeric.png;It is clear that variable height shows some outliers, but we can’t be sure of the same for variable age.
2338;smoking_drinking_histograms_numeric.png;Outliers seem to be a problem in the dataset.
2339;smoking_drinking_histograms_numeric.png;Variable LDL_chole shows some outlier values.
2340;smoking_drinking_histograms_numeric.png;Variable tot_chole doesn’t have any outliers.
2341;smoking_drinking_histograms_numeric.png;Variable gamma_GTP presents some outliers.
2342;smoking_drinking_histograms_numeric.png;At least 60 of the variables present outliers.
2343;smoking_drinking_histograms_numeric.png;The histograms presented show a large number of outliers for most of the numeric variables.
2344;smoking_drinking_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.
2345;smoking_drinking_histograms_numeric.png;Considering the common semantics for age and height variables, dummification if applied would increase the risk of facing the curse of dimensionality.
2346;smoking_drinking_histograms_numeric.png;Considering the common semantics for weight variable, dummification would be the most adequate encoding.
2347;smoking_drinking_histograms_numeric.png;The variable hemoglobin can be coded as ordinal without losing information.
2348;smoking_drinking_histograms_numeric.png;Feature generation based on variable waistline seems to be promising.
2349;smoking_drinking_histograms_numeric.png;Feature generation based on the use of variable height wouldn’t be useful, but the use of age seems to be promising.
2350;smoking_drinking_histograms_numeric.png;Given the usual semantics of BLDS variable, dummification would have been a better codification.
2351;smoking_drinking_histograms_numeric.png;It is better to drop the variable SMK_stat_type_cd than removing all records with missing values.
2352;smoking_drinking_histograms_numeric.png;Not knowing the semantics of hemoglobin variable, dummification could have been a more adequate codification.
2353;BankNoteAuthentication_decision_tree.png;The variable curtosis discriminates between the target values, as shown in the decision tree.
2354;BankNoteAuthentication_decision_tree.png;Variable skewness is one of the most relevant variables.
2355;BankNoteAuthentication_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 5%.
2356;BankNoteAuthentication_decision_tree.png;As reported in the tree, the number of False Positive is bigger than the number of False Negatives.
2357;BankNoteAuthentication_decision_tree.png;The recall for the presented tree is higher than 75%.
2358;BankNoteAuthentication_decision_tree.png;The number of False Positives reported in the same tree is 10.
2359;BankNoteAuthentication_decision_tree.png;The number of True Negatives is lower than the number of False Positives for the presented tree.
2360;BankNoteAuthentication_decision_tree.png;The recall for the presented tree is lower than its accuracy.
2361;BankNoteAuthentication_decision_tree.png;Considering that A=True<=>[skewness <= 5.16] and B=True<=>[curtosis <= 0.19], it is possible to state that KNN algorithm classifies (A, not B) as 0 for any k ≤ 214.
2362;BankNoteAuthentication_decision_tree.png;Considering that A=True<=>[skewness <= 5.16] and B=True<=>[curtosis <= 0.19], it is possible to state that KNN algorithm classifies (not A, B) as 1 for any k ≤ 214.
2363;BankNoteAuthentication_decision_tree.png;Considering that A=True<=>[skewness <= 5.16] and B=True<=>[curtosis <= 0.19], it is possible to state that KNN algorithm classifies (A,B) as 0 for any k ≤ 131.
2364;BankNoteAuthentication_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 300 episodes.
2365;BankNoteAuthentication_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.
2366;BankNoteAuthentication_overfitting_rf.png;Results for Random Forests identified as 10, may be explained by its estimators being in overfitting.
2367;BankNoteAuthentication_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.
2368;BankNoteAuthentication_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 1002 estimators.
2369;BankNoteAuthentication_overfitting_knn.png;KNN is in overfitting for k larger than 5.
2370;BankNoteAuthentication_overfitting_knn.png;KNN with 7 neighbour is in overfitting.
2371;BankNoteAuthentication_overfitting_knn.png;KNN with more than 15 neighbours is in overfitting.
2372;BankNoteAuthentication_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 2 neighbors.
2373;BankNoteAuthentication_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 5 nodes of depth is in overfitting.
2374;BankNoteAuthentication_overfitting_decision_tree.png;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 10.
2375;BankNoteAuthentication_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 10.
2376;BankNoteAuthentication_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 3 nodes of depth.
2377;BankNoteAuthentication_overfitting_dt_acc_rec.png;The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.
2378;BankNoteAuthentication_pca.png;The first 2 principal components are enough for explaining half the data variance.
2379;BankNoteAuthentication_pca.png;Using the first 2 principal components would imply an error between 15 and 30%.
2380;BankNoteAuthentication_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 3.
2381;BankNoteAuthentication_correlation_heatmap.png;One of the variables variance or curtosis can be discarded without losing information.
2382;BankNoteAuthentication_correlation_heatmap.png;The variable skewness can be discarded without risking losing information.
2383;BankNoteAuthentication_correlation_heatmap.png;Variables entropy and curtosis are redundant, but we can’t say the same for the pair variance and skewness.
2384;BankNoteAuthentication_correlation_heatmap.png;Variables curtosis and entropy are redundant.
2385;BankNoteAuthentication_correlation_heatmap.png;From the correlation analysis alone, it is clear that there are relevant variables.
2386;BankNoteAuthentication_correlation_heatmap.png;Variable skewness seems to be relevant for the majority of mining tasks.
2387;BankNoteAuthentication_correlation_heatmap.png;Variables curtosis and variance seem to be useful for classification tasks.
2388;BankNoteAuthentication_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.
2389;BankNoteAuthentication_correlation_heatmap.png;Removing variable variance might improve the training of decision trees .
2390;BankNoteAuthentication_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable variance previously than variable skewness.
2391;BankNoteAuthentication_boxplots.png;Variable curtosis is balanced.
2392;BankNoteAuthentication_boxplots.png;Those boxplots show that the data is not normalized.
2393;BankNoteAuthentication_boxplots.png;It is clear that variable curtosis shows some outliers, but we can’t be sure of the same for variable entropy.
2394;BankNoteAuthentication_boxplots.png;Outliers seem to be a problem in the dataset.
2395;BankNoteAuthentication_boxplots.png;Variable skewness shows a high number of outlier values.
2396;BankNoteAuthentication_boxplots.png;Variable skewness doesn’t have any outliers.
2397;BankNoteAuthentication_boxplots.png;Variable variance presents some outliers.
2398;BankNoteAuthentication_boxplots.png;At least 75 of the variables present outliers.
2399;BankNoteAuthentication_boxplots.png;The histograms presented show a large number of outliers for most of the numeric variables.
2400;BankNoteAuthentication_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.
2401;BankNoteAuthentication_boxplots.png;A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.
2402;BankNoteAuthentication_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.
2403;BankNoteAuthentication_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.
2404;BankNoteAuthentication_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.
2405;BankNoteAuthentication_class_histogram.png;Balancing this dataset would be mandatory to improve the results.
2406;BankNoteAuthentication_nr_records_nr_variables.png;Given the number of records and that some variables are date, we might be facing the curse of dimensionality.
2407;BankNoteAuthentication_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.
2408;BankNoteAuthentication_nr_records_nr_variables.png;Balancing this dataset by SMOTE would most probably be preferable over undersampling.
2409;BankNoteAuthentication_histograms_numeric.png;All variables, but the class, should be dealt with as symbolic.
2410;BankNoteAuthentication_histograms_numeric.png;The variable skewness can be seen as ordinal.
2411;BankNoteAuthentication_histograms_numeric.png;The variable skewness can be seen as ordinal without losing information.
2412;BankNoteAuthentication_histograms_numeric.png;Variable variance is balanced.
2413;BankNoteAuthentication_histograms_numeric.png;It is clear that variable variance shows some outliers, but we can’t be sure of the same for variable entropy.
2414;BankNoteAuthentication_histograms_numeric.png;Outliers seem to be a problem in the dataset.
2415;BankNoteAuthentication_histograms_numeric.png;Variable variance shows a high number of outlier values.
2416;BankNoteAuthentication_histograms_numeric.png;Variable skewness doesn’t have any outliers.
2417;BankNoteAuthentication_histograms_numeric.png;Variable curtosis presents some outliers.
2418;BankNoteAuthentication_histograms_numeric.png;At least 60 of the variables present outliers.
2419;BankNoteAuthentication_histograms_numeric.png;The boxplots presented show a large number of outliers for most of the numeric variables.
2420;BankNoteAuthentication_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.
2421;BankNoteAuthentication_histograms_numeric.png;Considering the common semantics for variance and skewness variables, dummification if applied would increase the risk of facing the curse of dimensionality.
2422;BankNoteAuthentication_histograms_numeric.png;Considering the common semantics for curtosis variable, dummification would be the most adequate encoding.
2423;BankNoteAuthentication_histograms_numeric.png;The variable entropy can be coded as ordinal without losing information.
2424;BankNoteAuthentication_histograms_numeric.png;Feature generation based on variable skewness seems to be promising.
2425;BankNoteAuthentication_histograms_numeric.png;Feature generation based on the use of variable curtosis wouldn’t be useful, but the use of variance seems to be promising.
2426;BankNoteAuthentication_histograms_numeric.png;Given the usual semantics of curtosis variable, dummification would have been a better codification.
2427;BankNoteAuthentication_histograms_numeric.png;It is better to drop the variable skewness than removing all records with missing values.
2428;BankNoteAuthentication_histograms_numeric.png;Not knowing the semantics of entropy variable, dummification could have been a more adequate codification.
2429;Iris_decision_tree.png;The variable PetalWidthCm discriminates between the target values, as shown in the decision tree.
2430;Iris_decision_tree.png;Variable PetalWidthCm is one of the most relevant variables.
2431;Iris_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 8%.
2432;Iris_decision_tree.png;As reported in the tree, the number of False Positive is smaller than the number of False Negatives.
2433;Iris_decision_tree.png;The recall for the presented tree is lower than 75%.
2434;Iris_decision_tree.png;The number of True Negatives reported in the same tree is 30.
2435;Iris_decision_tree.png;The number of True Positives is lower than the number of False Negatives for the presented tree.
2436;Iris_decision_tree.png;The precision for the presented tree is lower than 90%.
2437;Iris_decision_tree.png;Considering that A=True<=>[PetalWidthCm <= 0.7] and B=True<=>[PetalWidthCm <= 1.75], the Decision Tree presented classifies (not A, not B) as Iris-versicolor.
2438;Iris_decision_tree.png;Considering that A=True<=>[PetalWidthCm <= 0.7] and B=True<=>[PetalWidthCm <= 1.75], it is possible to state that KNN algorithm classifies (A,B) as Iris-virginica for any k ≤ 38.
2439;Iris_decision_tree.png;Considering that A=True<=>[PetalWidthCm <= 0.7] and B=True<=>[PetalWidthCm <= 1.75], it is possible to state that KNN algorithm classifies (A,B) as Iris-setosa for any k ≤ 32.
2440;Iris_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 300 episodes.
2441;Iris_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 1002 estimators.
2442;Iris_overfitting_rf.png;Results for Random Forests identified as 10, may be explained by its estimators being in underfitting.
2443;Iris_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.
2444;Iris_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 1002 estimators.
2445;Iris_overfitting_knn.png;KNN is in overfitting for k larger than 17.
2446;Iris_overfitting_knn.png;KNN with 11 neighbour is in overfitting.
2447;Iris_overfitting_knn.png;KNN with less than 7 neighbours is in overfitting.
2448;Iris_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 4 neighbors.
2449;Iris_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 16 nodes of depth is in overfitting.
2450;Iris_overfitting_decision_tree.png;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 8.
2451;Iris_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 10.
2452;Iris_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 3 nodes of depth.
2453;Iris_pca.png;The first 2 principal components are enough for explaining half the data variance.
2454;Iris_pca.png;Using the first 2 principal components would imply an error between 10 and 25%.
2455;Iris_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 2.
2456;Iris_correlation_heatmap.png;One of the variables PetalWidthCm or SepalLengthCm can be discarded without losing information.
2457;Iris_correlation_heatmap.png;The variable PetalLengthCm can be discarded without risking losing information.
2458;Iris_correlation_heatmap.png;Variables SepalLengthCm and SepalWidthCm are redundant, but we can’t say the same for the pair PetalLengthCm and PetalWidthCm.
2459;Iris_correlation_heatmap.png;Variables PetalLengthCm and SepalLengthCm are redundant.
2460;Iris_correlation_heatmap.png;From the correlation analysis alone, it is clear that there are relevant variables.
2461;Iris_correlation_heatmap.png;Variable SepalLengthCm seems to be relevant for the majority of mining tasks.
2462;Iris_correlation_heatmap.png;Variables PetalLengthCm and SepalLengthCm seem to be useful for classification tasks.
2463;Iris_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.
2464;Iris_correlation_heatmap.png;Removing variable PetalWidthCm might improve the training of decision trees .
2465;Iris_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable PetalLengthCm previously than variable SepalWidthCm.
2466;Iris_boxplots.png;Variable PetalWidthCm is balanced.
2467;Iris_boxplots.png;Those boxplots show that the data is not normalized.
2468;Iris_boxplots.png;It is clear that variable SepalWidthCm shows some outliers, but we can’t be sure of the same for variable PetalLengthCm.
2469;Iris_boxplots.png;Outliers seem to be a problem in the dataset.
2470;Iris_boxplots.png;Variable PetalLengthCm shows some outlier values.
2471;Iris_boxplots.png;Variable SepalLengthCm doesn’t have any outliers.
2472;Iris_boxplots.png;Variable PetalWidthCm presents some outliers.
2473;Iris_boxplots.png;At least 75 of the variables present outliers.
2474;Iris_boxplots.png;The boxplots presented show a large number of outliers for most of the numeric variables.
2475;Iris_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.
2476;Iris_boxplots.png;A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.
2477;Iris_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.
2478;Iris_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.
2479;Iris_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.
2480;Iris_class_histogram.png;Balancing this dataset would be mandatory to improve the results.
2481;Iris_nr_records_nr_variables.png;Given the number of records and that some variables are numeric, we might be facing the curse of dimensionality.
2482;Iris_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.
2483;Iris_nr_records_nr_variables.png;Balancing this dataset by SMOTE would most probably be preferable over undersampling.
2484;Iris_histograms_numeric.png;All variables, but the class, should be dealt with as date.
2485;Iris_histograms_numeric.png;The variable PetalWidthCm can be seen as ordinal.
2486;Iris_histograms_numeric.png;The variable SepalLengthCm can be seen as ordinal without losing information.
2487;Iris_histograms_numeric.png;Variable PetalWidthCm is balanced.
2488;Iris_histograms_numeric.png;It is clear that variable PetalWidthCm shows some outliers, but we can’t be sure of the same for variable SepalLengthCm.
2489;Iris_histograms_numeric.png;Outliers seem to be a problem in the dataset.
2490;Iris_histograms_numeric.png;Variable SepalWidthCm shows a high number of outlier values.
2491;Iris_histograms_numeric.png;Variable SepalWidthCm doesn’t have any outliers.
2492;Iris_histograms_numeric.png;Variable PetalLengthCm presents some outliers.
2493;Iris_histograms_numeric.png;At least 75 of the variables present outliers.
2494;Iris_histograms_numeric.png;The boxplots presented show a large number of outliers for most of the numeric variables.
2495;Iris_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.
2496;Iris_histograms_numeric.png;Considering the common semantics for PetalWidthCm and SepalLengthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.
2497;Iris_histograms_numeric.png;Considering the common semantics for PetalLengthCm variable, dummification would be the most adequate encoding.
2498;Iris_histograms_numeric.png;The variable PetalLengthCm can be coded as ordinal without losing information.
2499;Iris_histograms_numeric.png;Feature generation based on variable SepalWidthCm seems to be promising.
2500;Iris_histograms_numeric.png;Feature generation based on the use of variable PetalLengthCm wouldn’t be useful, but the use of SepalLengthCm seems to be promising.
2501;Iris_histograms_numeric.png;Given the usual semantics of PetalLengthCm variable, dummification would have been a better codification.
2502;Iris_histograms_numeric.png;It is better to drop the variable SepalWidthCm than removing all records with missing values.
2503;Iris_histograms_numeric.png;Not knowing the semantics of SepalWidthCm variable, dummification could have been a more adequate codification.
2504;phone_decision_tree.png;The variable mobile_wt discriminates between the target values, as shown in the decision tree.
2505;phone_decision_tree.png;Variable mobile_wt is one of the most relevant variables.
