Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,ReachedOnTime
3,4,102,3,9,4111,No
2,3,159,3,62,1124,Yes
3,2,208,2,7,4582,Yes
4,2,256,4,4,5469,No
4,1,200,2,5,5072,Yes
3,2,212,3,9,2521,Yes
3,3,250,3,9,4993,No
3,5,244,5,10,4163,No
3,1,172,10,30,1294,Yes
3,2,145,2,29,1690,Yes
4,4,266,3,2,5413,Yes
5,1,251,4,10,5931,No
3,1,155,2,7,4221,Yes
4,4,229,5,7,1049,Yes
3,4,239,4,10,5455,Yes
3,1,199,3,7,4377,Yes
4,5,135,3,6,5266,Yes
3,3,232,4,3,5828,No
4,5,184,4,3,5430,Yes
4,1,192,4,10,4570,Yes
5,3,231,2,8,5743,Yes
4,4,209,3,5,5979,No
3,4,285,6,27,2249,Yes
4,5,222,3,7,5844,No
3,3,147,8,7,5822,No
5,1,261,3,25,3494,Yes
3,4,214,2,7,5256,Yes
5,1,137,2,9,4580,Yes
2,1,252,2,35,2526,Yes
4,1,190,10,35,3819,Yes
5,4,259,5,10,1177,No
3,5,135,2,9,5614,Yes
4,2,202,2,45,3008,Yes
6,2,278,4,8,1967,No
5,1,241,4,7,5519,Yes
5,2,160,4,43,1479,Yes
4,4,268,4,5,5647,No
4,5,152,3,43,1709,Yes
6,5,229,8,2,4271,Yes
5,4,171,4,7,5359,Yes
4,2,133,4,52,1401,Yes
4,4,148,3,4,5716,Yes
3,2,192,3,19,3183,Yes
3,5,169,3,13,1934,Yes
3,1,221,3,3,5005,Yes
3,1,149,3,9,5952,Yes
5,4,241,2,7,4413,No
3,5,240,7,9,5525,Yes
5,5,273,3,18,2415,Yes
3,3,218,4,4,1678,Yes
3,3,201,2,36,3340,Yes
3,2,233,5,44,2010,Yes
5,1,255,6,3,1014,No
5,2,116,5,56,1130,Yes
3,2,167,2,2,1010,Yes
3,5,245,6,9,4793,No
5,3,113,3,5,4743,No
5,5,244,3,7,4078,Yes
3,5,139,2,7,5536,No
4,5,213,3,7,4490,No
4,3,152,3,58,1453,Yes
3,2,203,2,39,3845,Yes
5,4,178,2,4,5307,No
6,2,173,3,4,5970,No
3,3,269,3,6,4260,Yes
4,2,194,3,3,5174,No
4,2,273,5,1,5012,No
2,1,96,2,9,4449,Yes
3,3,249,4,7,5868,Yes
4,4,215,2,7,5151,Yes
3,5,270,3,7,5477,Yes
3,3,231,3,3,4649,Yes
4,5,101,6,8,4146,No
3,3,193,3,11,3188,Yes
4,4,219,3,10,4947,No
6,1,244,4,7,1007,No
3,5,147,3,5,5357,Yes
6,1,257,3,60,3416,Yes
6,3,262,4,5,1563,No
2,4,183,3,12,3090,Yes
4,5,252,3,4,5017,No
5,5,263,5,2,1417,No
4,4,198,2,64,3787,Yes
3,2,169,2,61,1511,Yes
6,5,286,4,3,1773,Yes
6,1,271,10,5,5459,No
3,5,194,2,4,3496,Yes
2,2,204,4,5,5382,No
3,2,240,3,2,4804,No
5,2,262,6,4,1532,Yes
3,2,189,2,3,4617,No
3,4,212,3,6,5935,Yes
5,5,201,3,10,5121,Yes
3,3,255,3,4,4628,Yes
4,5,163,3,1,4049,Yes
7,3,286,4,3,1670,No
5,1,175,3,64,1110,Yes
5,2,245,2,6,5366,Yes
3,5,251,3,59,3651,Yes
4,3,142,4,12,1396,Yes
4,4,266,3,5,4641,No
5,2,231,5,4,1913,Yes
3,4,245,2,1,4427,No
5,1,183,3,10,5023,No
6,5,269,4,7,1249,Yes
5,2,256,7,41,2758,Yes
5,4,259,3,38,3720,Yes
5,3,169,4,37,1290,Yes
6,5,244,4,6,1185,No
3,1,267,3,5,5528,No
6,3,298,4,9,1515,Yes
3,4,143,3,10,5261,No
5,1,270,5,6,1836,Yes
4,2,183,4,15,3632,Yes
5,1,258,2,48,3717,Yes
6,2,268,4,7,1274,No
4,4,218,2,27,2824,Yes
3,4,211,3,6,5890,No
4,3,158,4,7,4460,No
5,1,232,5,6,1427,No
4,5,234,3,3,5438,No
4,4,156,2,7,5017,No
3,5,98,3,48,1635,Yes
3,2,134,3,54,1932,Yes
3,1,133,4,6,5162,No
3,3,246,3,45,3945,Yes
5,4,270,3,9,4992,Yes
4,3,259,5,2,1574,No
3,3,147,3,16,1563,Yes
7,4,296,4,8,1717,Yes
3,2,189,3,38,2108,Yes
3,4,190,7,51,2391,Yes
7,1,250,4,9,1890,Yes
3,1,165,2,6,4445,No
3,2,272,3,2,4459,Yes
6,5,258,4,5,1966,Yes
5,4,221,6,5,1944,No
3,2,258,2,1,5862,No
4,4,253,2,5,5624,No
6,3,287,4,3,1824,No
4,4,263,3,8,5475,No
4,3,187,4,9,5699,Yes
4,3,271,3,59,2996,Yes
6,4,285,4,6,1582,No
4,3,213,4,8,4220,No
3,4,150,3,5,4950,No
4,2,266,3,7,5121,No
3,1,191,3,4,3947,Yes
4,5,195,2,2,4008,Yes
3,2,219,6,9,5263,Yes
7,5,289,4,10,1074,Yes
4,3,134,3,13,1985,Yes
3,3,224,4,10,4147,No
6,4,294,4,6,1112,No
5,1,241,3,7,5342,No
4,5,258,3,37,2289,Yes
4,4,166,2,8,5192,No
5,3,257,5,8,1409,No
2,1,188,3,62,2106,Yes
5,3,149,7,51,1425,Yes
4,3,206,2,4,5194,Yes
7,2,277,5,1,1700,Yes
2,1,209,5,64,2016,Yes
4,5,244,3,6,1360,Yes
5,4,211,6,33,3955,Yes
3,4,216,3,3,5651,No
6,1,264,4,9,1243,No
3,2,256,3,1,4932,No
3,1,250,3,7,4760,No
3,3,214,2,28,3869,Yes
4,1,231,3,2,4940,No
3,1,222,3,8,4650,Yes
3,4,217,2,9,5450,No
3,2,148,2,1,4133,Yes
4,2,237,5,6,1734,Yes
5,1,173,2,4,4242,Yes
6,5,246,4,2,1581,No
3,3,150,4,8,4357,Yes
5,2,244,2,4,4992,Yes
4,2,173,3,1,5128,No
5,2,258,5,3,1824,No
6,1,138,3,6,1604,No
4,2,146,2,4,4348,Yes
3,3,274,4,7,4828,No
4,2,137,2,2,5804,Yes
4,3,184,4,4,4030,Yes
5,4,254,2,9,5658,Yes
5,4,229,5,3,1861,Yes
3,5,246,3,2,5653,Yes
5,4,150,2,60,1034,Yes
5,2,240,6,2,1852,Yes
2,4,105,2,54,1707,Yes
3,5,126,2,63,1141,Yes
3,1,248,2,1,5703,No
4,4,258,5,7,1261,Yes
3,2,177,2,7,4764,Yes
4,2,197,3,2,5707,No
3,3,163,3,9,1257,Yes
5,2,232,5,10,1916,No
4,3,275,10,10,2093,Yes
3,3,254,3,3,2837,Yes
4,4,258,2,5,4363,Yes
6,2,269,4,3,1665,No
3,2,146,4,13,1790,Yes
5,2,280,3,8,5858,Yes
3,5,183,3,44,3158,Yes
3,2,243,2,5,4769,No
4,4,129,6,7,4873,Yes
5,1,275,4,6,1569,No
4,2,159,3,5,4985,Yes
4,5,243,2,23,2686,Yes
4,3,213,3,4,4367,No
4,2,214,3,20,2009,Yes
5,1,240,5,2,1400,Yes
6,5,286,4,9,1282,Yes
4,2,150,2,2,5301,No
4,4,213,3,11,2037,Yes
3,2,199,3,10,5768,Yes
3,5,283,5,50,2848,Yes
4,5,247,5,6,1737,No
5,5,265,3,6,4423,Yes
5,2,237,4,9,5922,No
6,1,235,6,3,5591,No
3,2,98,3,60,1057,Yes
3,5,169,3,6,5397,No
5,3,179,6,1,4930,Yes
4,5,183,2,2,4533,Yes
6,4,174,3,14,1651,Yes
6,5,298,4,3,1520,No
5,4,255,4,38,2771,Yes
3,5,139,2,64,1857,Yes
3,3,199,3,1,4006,Yes
4,4,260,2,6,4474,No
6,5,247,6,3,4832,No
3,2,286,6,5,5588,No
5,3,232,5,1,1835,Yes
3,4,184,3,7,5438,No
5,2,174,4,8,5627,Yes
3,4,260,4,17,2666,Yes
5,5,246,5,6,1053,No
5,4,139,2,2,4217,Yes
6,5,299,4,2,1192,No
5,5,184,3,7,4742,No
4,4,233,2,1,5320,No
4,3,144,3,1,5881,No
3,4,205,5,4,4483,No
4,4,177,3,23,1142,Yes
4,2,170,10,4,4696,Yes
3,3,267,2,52,2949,Yes
3,5,270,3,1,4078,Yes
5,1,227,5,7,1620,Yes
3,5,192,2,7,5069,Yes
4,4,276,2,3,4306,Yes
6,1,307,4,3,1977,No
7,1,285,4,2,1516,No
3,2,181,3,4,5966,Yes
5,5,161,3,1,4470,Yes
4,2,194,4,26,3818,Yes
4,2,149,3,54,1506,Yes
2,4,142,3,2,5700,No
4,3,186,3,7,5156,Yes
5,5,164,5,52,1644,Yes
6,2,191,6,7,5333,Yes
5,5,229,6,6,1857,No
5,2,209,4,15,3330,Yes
4,2,241,6,5,4880,Yes
2,1,228,3,1,5500,Yes
4,2,217,5,10,1744,No
5,2,215,2,46,3942,Yes
5,1,160,4,5,5841,No
4,3,208,2,4,4767,Yes
4,2,247,2,7,4955,Yes
4,2,185,2,3,5356,No
5,3,243,6,1,1856,No
4,5,268,3,3,2758,Yes
3,3,238,4,57,3537,Yes
5,2,254,6,5,1885,No
3,2,241,3,9,4301,No
2,1,155,2,2,5661,Yes
3,3,255,2,3,4824,No
6,5,276,4,6,1005,Yes
4,3,247,3,4,4962,Yes
5,1,270,5,10,1397,No
6,4,254,5,10,1435,No
6,1,215,5,5,4362,No
4,3,99,6,9,5903,No
4,1,145,3,7,4386,Yes
5,1,262,3,9,5146,No
4,5,246,5,2,1024,Yes
3,1,151,3,7,4072,No
4,5,220,10,8,4100,Yes
4,2,212,3,3,5427,Yes
4,3,263,2,9,4210,No
5,3,272,2,4,5112,No
3,2,267,3,8,5922,No
4,1,169,4,1,5323,No
4,1,157,3,31,1712,Yes
5,4,263,3,10,2538,Yes
5,1,173,4,2,4615,No
4,4,171,2,7,5190,Yes
4,5,219,2,21,3830,Yes
3,4,239,2,10,5674,Yes
4,5,177,2,47,1536,Yes
5,5,133,2,10,4398,No
4,3,241,2,3,4636,Yes
2,2,146,4,4,5817,No
4,5,154,2,49,1532,Yes
5,4,242,4,5,5375,No
5,1,253,6,12,2486,Yes
3,2,235,2,10,4172,No
5,1,282,5,6,5182,Yes
3,4,154,2,29,1016,Yes
3,4,164,3,13,1158,Yes
5,5,271,5,4,1667,No
4,4,128,6,3,5459,No
5,5,245,5,4,4627,No
4,4,268,3,7,5947,No
3,1,226,3,2,4831,Yes
3,4,142,4,5,4429,No
4,5,278,6,4,3909,Yes
5,2,173,4,9,4307,No
5,2,244,2,10,5696,No
3,3,237,3,7,4062,No
3,2,234,3,33,2789,Yes
3,3,259,2,8,4481,No
3,5,138,2,1,4881,Yes
5,5,194,4,4,4003,No
4,2,245,2,3,4000,No
4,3,255,5,18,3644,Yes
3,3,220,7,25,2141,Yes
2,1,238,2,4,4992,No
4,4,161,3,2,5257,No
3,5,186,3,7,4764,No
5,5,262,2,62,3744,Yes
4,2,183,3,33,2741,Yes
3,1,112,2,22,1846,Yes
5,1,244,2,6,5217,No
4,4,153,3,27,1613,Yes
4,3,139,3,47,1323,Yes
6,3,284,4,3,1291,No
3,4,247,2,2,5016,Yes
5,4,228,4,8,4831,Yes
3,1,256,4,3,4398,Yes
3,5,223,4,46,3938,Yes
6,5,111,6,28,1216,Yes
4,4,200,3,19,2976,Yes
4,4,173,5,51,1691,Yes
5,1,228,2,6,4984,Yes
3,4,151,3,16,1020,Yes
4,4,251,2,6,4376,No
4,4,159,2,6,5221,No
5,2,152,3,5,5502,Yes
3,3,218,3,3,2255,Yes
3,3,153,10,10,5772,No
4,1,181,2,2,4154,No
3,5,286,6,3,4424,No
4,5,245,5,8,1841,No
4,1,208,7,65,2674,Yes
2,4,181,5,9,1368,No
4,4,199,2,25,3705,Yes
5,4,264,10,34,2960,Yes
5,5,221,5,8,1123,Yes
4,4,212,2,5,4774,Yes
3,3,157,4,2,5715,Yes
4,4,135,3,6,4335,Yes
4,4,266,3,10,5221,No
3,4,256,4,11,3030,Yes
4,2,283,7,9,5252,Yes
5,3,229,2,1,5294,Yes
5,2,132,2,8,1665,Yes
5,4,241,5,1,1924,Yes
5,4,211,3,9,4908,No
4,3,171,5,2,5242,Yes
5,5,150,5,61,1091,Yes
3,2,169,2,10,4038,Yes
6,3,218,6,8,5879,No
2,1,202,2,5,4456,No
5,3,264,5,5,1399,No
3,1,274,4,4,4057,No
3,1,176,3,5,5316,Yes
5,2,143,4,10,5400,No
2,2,267,3,15,2481,Yes
5,1,258,2,22,3713,Yes
3,3,190,7,7,2400,Yes
4,3,192,4,2,1830,No
4,1,180,3,27,1551,Yes
6,3,289,5,1,1949,Yes
4,5,268,3,7,3622,Yes
3,4,155,2,3,5481,Yes
3,3,179,3,9,4459,Yes
4,1,147,3,15,1956,Yes
3,2,259,6,1,5873,No
3,3,182,4,7,1869,Yes
3,1,274,4,3,5979,No
5,3,139,2,3,5261,No
5,2,224,5,2,1022,No
5,2,218,3,4,5363,Yes
4,2,265,5,8,1555,No
5,5,258,5,7,1819,No
5,3,131,8,5,4149,Yes
3,2,139,5,8,4595,No
4,4,179,3,1,5242,Yes
5,2,200,2,2,2075,Yes
5,5,142,4,5,5749,No
5,5,230,3,43,3609,Yes
4,5,239,5,6,1336,No
5,1,151,3,2,4172,Yes
4,3,212,3,1,4518,No
4,5,186,7,1,4357,No
3,1,212,3,10,5759,No
4,4,158,3,11,1224,Yes
5,3,240,5,4,1389,No
4,5,199,3,2,4462,No
4,2,275,5,5,1900,No
4,4,266,7,10,5901,No
3,3,151,3,1,5297,No
4,1,200,3,5,4120,Yes
2,3,235,3,57,2034,Yes
5,5,272,2,1,4883,Yes
7,5,289,4,10,1385,No
3,3,181,3,3,5620,Yes
4,4,151,2,3,4105,Yes
3,1,238,3,6,5092,No
7,5,265,4,9,1393,No
4,3,155,3,2,4534,No
5,3,217,3,6,4934,Yes
2,1,228,2,2,5435,No
6,3,280,3,7,4620,Yes
4,3,259,3,45,3761,Yes
2,5,190,8,11,2976,Yes
3,3,136,3,10,5175,No
3,1,150,3,8,1745,Yes
3,1,228,2,5,4456,Yes
3,5,233,2,2,4193,No
4,2,111,2,4,5393,No
5,1,235,3,7,5061,No
4,1,274,4,42,2430,Yes
3,1,180,3,10,5633,No
3,1,209,3,8,4367,No
3,4,223,2,9,4211,No
4,4,175,2,7,1188,Yes
5,1,262,6,1,1696,No
2,2,170,3,7,4284,Yes
4,5,233,5,44,2648,Yes
3,4,147,3,8,5525,No
5,5,177,2,31,2000,Yes
5,5,232,3,4,1716,Yes
5,4,237,3,1,4369,No
3,2,206,2,7,4185,Yes
5,4,250,4,2,4183,No
2,1,255,3,19,1551,Yes
3,2,137,2,17,1673,Yes
2,5,239,2,9,5363,Yes
3,4,212,3,8,5214,No
4,4,155,3,35,1421,Yes
3,3,161,2,38,1521,Yes
4,3,195,3,5,5863,No
2,2,192,2,8,3127,Yes
5,3,188,7,3,3637,Yes
2,5,241,3,3,4253,Yes
4,2,267,5,2,1876,No
5,3,219,5,6,1553,No
3,3,204,4,9,4712,No
2,5,117,3,2,4268,Yes
6,3,205,3,10,4996,No
2,5,205,6,2,5671,No
3,4,209,3,37,2215,Yes
5,3,189,3,7,5830,Yes
4,3,240,5,5,1301,No
3,5,172,3,7,4929,No
3,2,167,4,49,1973,Yes
4,1,228,3,4,5347,Yes
7,4,251,5,3,1433,No
3,4,253,3,4,4269,No
3,3,205,2,54,2427,Yes
4,3,150,2,51,1491,Yes
3,3,166,2,4,4254,Yes
4,3,275,5,5,1329,No
5,1,113,3,6,5509,Yes
4,3,245,4,4,5940,No
4,2,134,3,9,4214,Yes
6,3,255,4,8,1805,No
4,3,266,6,5,5209,No
3,4,240,2,8,3883,Yes
5,1,230,4,4,5363,No
3,2,135,7,5,4716,No
3,1,236,2,8,5591,No
5,2,165,2,18,1918,Yes
3,5,188,3,9,3206,Yes
4,4,138,3,7,1597,Yes
3,1,173,2,4,5521,No
4,5,168,4,5,5735,Yes
6,3,154,5,57,1117,Yes
5,3,222,3,6,4744,Yes
6,1,201,4,5,4592,Yes
4,4,143,2,3,5630,Yes
4,3,141,3,3,4249,No
5,5,195,4,1,4482,No
3,1,191,3,1,4705,No
4,4,272,3,9,5458,No
4,1,153,4,7,1130,Yes
4,5,270,5,1,1187,Yes
6,2,276,6,7,2437,Yes
4,3,256,3,1,4323,No
3,1,158,5,4,1171,Yes
4,1,208,3,6,5345,Yes
4,1,149,3,2,4499,No
4,2,227,2,35,3583,Yes
4,4,216,2,2,5840,Yes
7,3,305,4,3,1426,Yes
5,1,285,5,51,2063,Yes
3,5,143,2,17,1422,Yes
4,3,219,5,8,1702,Yes
6,2,309,4,8,1289,Yes
5,1,200,8,18,3806,Yes
3,1,146,3,9,4944,Yes
5,5,237,3,5,4285,Yes
3,5,240,3,54,2919,Yes
5,3,212,2,7,5219,No
4,4,104,5,7,5590,No
5,3,227,4,10,1317,Yes
6,2,247,4,3,1752,No
3,1,233,2,1,5073,Yes
5,5,132,2,6,4392,No
3,1,226,2,7,4703,No
6,2,293,5,3,1969,No
4,5,197,2,40,2710,Yes
5,4,216,2,6,4535,No
4,1,149,3,54,1178,Yes
7,1,276,4,9,1519,Yes
2,2,149,4,7,4598,No
3,3,274,2,59,3436,Yes
5,2,187,3,11,2936,Yes
3,3,239,3,4,1399,No
5,4,223,3,40,2074,Yes
4,4,272,4,4,4363,Yes
4,3,250,6,2,4246,No
5,5,271,4,10,4305,Yes
5,2,171,3,6,4656,Yes
4,3,232,3,11,2624,Yes
5,4,249,3,2,4397,Yes
3,1,140,2,6,1435,Yes
2,5,154,3,1,4377,No
4,4,211,4,8,4747,Yes
3,4,162,4,10,4235,No
3,1,234,3,60,2596,Yes
4,5,259,3,3,4741,Yes
4,5,263,3,6,5445,No
3,2,214,2,26,3503,Yes
3,2,227,2,9,4659,No
5,1,189,2,8,5219,No
4,4,197,3,41,3280,Yes
4,3,184,3,19,2774,Yes
3,3,207,3,1,5632,Yes
3,4,147,3,2,1307,Yes
4,2,246,5,9,1206,Yes
4,2,173,3,63,1220,Yes
4,4,236,7,62,2280,Yes
3,1,139,3,4,4666,No
4,4,168,3,6,5488,Yes
2,5,155,3,23,1602,Yes
6,3,257,4,2,1694,No
6,2,269,4,6,1073,No
5,1,269,3,5,5031,No
3,2,270,3,63,2751,Yes
3,5,206,4,2,5829,Yes
4,1,249,10,7,5580,Yes
5,4,222,3,20,3632,Yes
3,1,166,5,8,4759,Yes
4,3,138,2,9,5297,Yes
4,3,197,3,6,5395,No
3,2,159,2,8,4326,No
5,1,207,2,3,4083,No
3,2,254,2,37,2469,Yes
3,1,207,3,56,3482,Yes
3,3,192,3,4,4339,Yes
5,4,149,3,44,1811,Yes
4,5,184,3,5,4039,Yes
3,4,172,10,23,1875,Yes
3,3,160,2,32,1718,Yes
3,4,170,2,2,5664,No
4,4,197,2,1,5211,No
6,3,274,6,2,4281,No
3,2,279,6,1,5855,No
3,2,226,4,8,5225,No
3,1,228,2,45,2257,Yes
6,5,280,3,9,4074,Yes
4,4,135,3,4,4651,Yes
3,1,151,2,7,4437,No
5,2,263,8,24,3139,Yes
4,3,201,2,10,4875,No
5,4,237,3,9,5401,No
4,2,199,3,64,2470,Yes
5,2,268,3,41,3716,Yes
4,1,161,7,18,1294,Yes
4,4,246,3,2,5473,Yes
3,4,212,2,33,2021,Yes
4,3,249,5,10,1067,Yes
7,2,289,5,1,1178,No
3,2,183,2,6,4313,Yes
3,3,168,4,4,4096,Yes
4,2,136,2,17,1285,Yes
3,4,188,3,49,3221,Yes
3,4,241,3,3,4047,No
3,2,264,3,8,5831,No
4,1,152,3,65,1706,Yes
6,4,270,4,10,1698,No
5,1,120,3,7,4381,Yes
4,4,223,4,1,4219,No
3,2,198,4,4,4564,No
3,3,219,3,17,3387,Yes
5,2,260,6,10,4087,Yes
3,3,271,4,3,4006,Yes
6,1,117,7,4,4211,No
4,2,236,3,4,4800,No
3,1,134,3,7,5802,Yes
4,5,255,5,5,1458,Yes
3,4,150,3,11,1861,Yes
5,2,201,3,2,5132,Yes
6,2,215,5,7,4057,No
4,1,193,3,3,5919,No
3,3,193,2,19,3097,Yes
6,4,138,3,4,4225,No
5,2,196,3,6,4257,No
3,4,203,3,1,5543,No
3,1,165,3,1,1417,Yes
3,2,262,2,5,5747,Yes
4,4,232,3,61,2484,Yes
6,1,258,4,3,1506,No
3,1,196,3,10,4546,No
4,3,201,2,4,4955,Yes
2,5,144,3,61,1313,Yes
5,3,123,2,30,1068,Yes
2,2,203,4,10,5764,No
4,2,252,5,7,1134,Yes
3,3,142,6,2,5748,Yes
4,1,249,5,9,4396,No
4,3,214,2,6,4345,No
3,3,227,3,3,5644,No
5,1,158,2,6,4873,No
4,4,169,3,5,5743,No
3,2,260,3,52,2874,Yes
3,1,206,3,8,4763,Yes
5,5,266,10,2,5890,No
4,1,173,2,53,1251,Yes
3,3,209,2,1,5098,Yes
3,3,117,3,56,1618,Yes
5,5,169,4,23,1922,Yes
6,1,282,4,7,1758,No
4,3,269,6,62,3950,Yes
4,5,264,6,6,1637,No
5,4,225,2,8,4725,No
5,3,185,3,25,2503,Yes
5,3,252,5,2,1312,Yes
5,2,178,3,60,1176,Yes
3,1,254,4,9,4571,No
3,3,200,3,4,3791,Yes
5,3,238,5,2,1150,Yes
2,1,197,4,5,4614,No
7,4,270,4,5,1735,No
6,5,305,4,7,1099,Yes
6,5,301,4,4,1707,Yes
3,5,137,3,3,5497,Yes
4,1,251,3,33,2502,Yes
6,5,201,5,3,5771,No
4,2,238,3,3,5265,Yes
3,1,225,2,2,4438,Yes
4,4,220,2,33,2897,Yes
7,3,267,4,7,1384,No
2,2,129,3,22,6614,Yes
3,2,209,3,54,3001,Yes
4,2,190,3,7,4766,No
4,2,218,2,4,4299,Yes
3,3,154,2,1,5746,Yes
3,1,244,3,6,4062,Yes
3,3,140,2,30,1547,Yes
3,4,260,5,2,4461,No
4,2,261,2,4,5926,Yes
5,2,168,3,26,1526,Yes
4,3,226,2,32,2912,Yes
4,1,124,2,22,1714,Yes
3,4,175,2,9,5643,Yes
4,3,125,3,10,5883,No
3,1,187,4,42,3621,Yes
3,2,238,2,19,2196,Yes
3,1,228,2,7,4977,No
4,4,260,2,17,3068,Yes
4,5,135,3,3,4760,No
6,4,256,4,9,1791,No
4,2,237,6,8,5695,No
3,1,161,3,57,1918,Yes
2,4,140,3,33,1278,Yes
4,5,264,3,16,2245,Yes
3,5,109,5,27,1581,Yes
3,5,146,3,7,4126,No
2,5,171,3,13,1101,Yes
4,4,154,3,7,4106,Yes
3,1,265,3,11,2194,Yes
4,5,239,6,2,1879,No
3,3,197,3,4,4858,Yes
3,1,194,2,8,4335,Yes
4,4,155,4,10,5483,Yes
5,1,245,5,7,1092,No
3,3,241,2,2,4836,Yes
4,4,273,2,9,5151,No
5,2,123,5,4,5284,No
4,1,211,3,5,5757,Yes
3,4,232,3,1,4228,Yes
4,4,254,5,2,1573,Yes
3,5,220,4,5,5677,No
4,2,268,3,3,5488,Yes
4,2,216,3,10,4636,No
5,5,265,3,3,5837,Yes
3,5,198,2,62,3015,Yes
3,5,142,2,6,5974,Yes
6,4,262,4,10,1068,Yes
5,2,255,2,9,5609,No
4,4,158,2,15,1030,Yes
4,4,170,4,39,1868,Yes
4,2,232,5,3,1500,No
3,4,231,6,3,5910,Yes
4,3,161,3,52,1199,Yes
5,1,199,2,7,4660,Yes
5,1,251,6,3,1562,No
5,1,298,4,4,1551,No
4,1,261,4,58,3427,Yes
3,1,257,2,2,5815,No
6,3,244,3,4,5277,Yes
5,3,177,3,1,1916,Yes
3,1,225,4,29,3496,Yes
5,5,103,6,2,4860,No
5,5,275,4,9,1215,Yes
4,1,165,5,1,4170,Yes
3,4,175,3,3,4449,No
4,1,208,3,4,4530,Yes
3,3,126,6,8,5084,Yes
3,1,247,4,8,5376,Yes
3,5,155,4,6,5386,No
3,3,158,3,1,5502,No
4,4,179,2,18,1369,Yes
2,2,162,3,10,4489,Yes
3,5,168,4,23,1347,Yes
2,1,190,3,59,2108,Yes
3,4,240,2,2,5661,No
3,1,236,3,2,4298,No
3,1,187,3,1,5541,No
6,4,217,5,7,3725,Yes
3,2,189,6,7,4329,No
4,5,196,3,4,5610,No
3,1,267,3,8,5415,Yes
4,1,272,5,1,1149,No
2,1,234,4,9,5075,No
6,5,310,4,1,1105,Yes
3,1,155,3,7,5709,No
3,5,253,3,9,5979,Yes
6,2,281,2,9,1715,Yes
3,2,148,2,58,1537,Yes
2,1,205,4,63,2156,Yes
3,3,148,2,39,1402,Yes
5,4,231,6,3,1075,No
6,4,116,3,6,4649,No
5,3,156,4,8,5868,No
5,4,173,3,9,5432,No
3,2,138,2,8,5714,No
3,1,154,2,44,1994,Yes
3,1,260,2,6,4332,No
5,1,148,4,2,5821,Yes
5,2,249,3,8,5000,Yes
5,2,198,5,65,1994,Yes
6,2,246,6,1,4846,No
3,2,238,4,7,5254,No
5,4,151,4,10,1441,Yes
4,5,151,4,3,5470,No
3,5,197,3,2,4018,Yes
3,3,207,6,24,3702,Yes
2,5,263,3,5,2947,Yes
5,1,248,3,6,5081,Yes
6,1,183,2,57,3966,Yes
3,1,159,3,10,4784,Yes
3,4,250,3,6,5565,No
4,4,199,4,1,4163,Yes
3,5,137,4,62,1477,Yes
5,5,199,3,6,5547,Yes
2,4,179,2,19,1900,Yes
4,1,240,4,7,4818,Yes
4,2,263,5,5,1874,No
2,1,139,2,2,4520,Yes
4,1,216,4,4,2263,Yes
4,2,139,5,52,1977,Yes
5,1,228,5,4,1316,No
3,5,227,3,9,4892,Yes
5,3,179,3,3,4131,No
2,4,187,6,9,4388,No
4,2,229,2,9,5026,No
4,4,263,4,7,4041,Yes
2,3,211,2,2,4611,No
4,1,242,3,47,3489,Yes
5,5,143,2,18,1066,Yes
3,3,262,7,9,5097,No
6,3,244,5,4,1121,Yes
3,3,225,4,10,5690,No
4,1,233,6,2,5406,No
4,3,149,3,5,4031,No
5,1,233,7,5,5759,Yes
4,2,142,2,6,5326,No
4,2,205,2,10,4641,Yes
7,5,296,4,8,1686,Yes
4,4,170,2,34,1512,Yes
4,1,213,4,35,2343,Yes
3,3,261,4,9,4529,Yes
3,3,262,5,1,5043,No
5,4,268,3,10,4955,No
2,4,258,3,7,5736,No
5,3,225,3,59,2270,Yes
2,5,116,3,3,1688,Yes
5,4,229,6,9,1733,No
4,4,176,4,63,1293,Yes
4,4,158,3,63,1387,Yes
4,1,215,3,2,5563,Yes
4,4,203,3,8,4443,No
3,1,135,2,7,1316,Yes
2,3,223,3,9,5653,No
4,2,197,2,1,4977,No
5,3,111,4,8,4575,No
3,2,274,2,5,5161,No
3,1,264,4,33,3561,Yes
7,3,278,4,2,1038,Yes
3,3,242,3,8,4199,No
5,3,263,5,6,1192,No
4,5,175,3,5,4194,No
4,2,265,4,10,4575,Yes
3,4,218,3,22,3818,Yes
4,3,184,3,9,5602,No
5,4,230,3,1,4727,No
5,3,219,5,7,1993,Yes
3,1,238,2,50,3438,Yes
3,4,175,3,8,4274,Yes
5,1,160,3,22,1693,Yes
4,1,180,3,1,5677,No
3,2,134,2,45,1946,Yes
3,3,151,3,9,5082,No
3,2,227,3,5,4167,Yes
2,3,184,4,3,4719,No
4,4,213,2,27,2938,Yes
3,4,111,5,1,4102,No
5,1,179,2,3,5417,No
3,4,181,2,4,4629,No
2,5,157,6,17,1764,Yes
3,4,213,2,6,5374,Yes
2,5,140,4,2,4636,Yes
5,2,237,4,5,5623,Yes
3,1,154,2,56,1300,Yes
2,2,201,3,2,4865,Yes
4,2,249,5,1,1200,No
3,4,186,6,8,4134,No
6,1,295,4,10,1600,No
5,3,268,5,10,1660,No
4,1,167,3,22,1403,Yes
4,1,261,4,7,5600,Yes
5,2,198,3,44,3706,Yes
