no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,lead_time,arrival_month,arrival_date,avg_price_per_room,no_of_special_requests,booking_status
2.0,0.0,1.0,1.0,40.0,11.0,26.0,72.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,40.0,6.0,29.0,117.9,0.0,Not_Canceled
2.0,0.0,0.0,4.0,42.0,11.0,2.0,73.37,1.0,Not_Canceled
2.0,0.0,1.0,1.0,32.0,5.0,21.0,117.9,0.0,Canceled
2.0,0.0,1.0,2.0,35.0,6.0,27.0,76.5,0.0,Not_Canceled
2.0,0.0,0.0,4.0,296.0,9.0,21.0,117.0,1.0,Canceled
1.0,0.0,1.0,0.0,3.0,12.0,5.0,105.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,141.0,6.0,3.0,132.0,0.0,Not_Canceled
2.0,0.0,2.0,5.0,101.0,4.0,9.0,70.99,2.0,Not_Canceled
2.0,0.0,0.0,1.0,0.0,10.0,27.0,90.9,1.0,Not_Canceled
2.0,0.0,2.0,3.0,15.0,3.0,13.0,63.6,0.0,Canceled
2.0,0.0,0.0,2.0,256.0,6.0,15.0,115.0,1.0,Canceled
2.0,0.0,0.0,2.0,17.0,11.0,3.0,130.0,2.0,Not_Canceled
1.0,0.0,0.0,2.0,19.0,6.0,22.0,90.0,0.0,Not_Canceled
2.0,0.0,1.0,1.0,105.0,8.0,6.0,107.1,1.0,Not_Canceled
2.0,0.0,2.0,2.0,95.0,5.0,20.0,132.6,0.0,Not_Canceled
2.0,0.0,1.0,2.0,63.0,4.0,25.0,105.6,1.0,Not_Canceled
2.0,0.0,0.0,3.0,188.0,8.0,3.0,105.3,1.0,Canceled
2.0,0.0,0.0,4.0,19.0,12.0,22.0,58.0,1.0,Not_Canceled
2.0,0.0,1.0,3.0,54.0,7.0,4.0,161.1,0.0,Not_Canceled
2.0,0.0,2.0,3.0,168.0,4.0,21.0,81.2,1.0,Not_Canceled
2.0,1.0,1.0,3.0,192.0,8.0,4.0,114.75,2.0,Canceled
2.0,0.0,0.0,3.0,36.0,9.0,28.0,147.6,2.0,Not_Canceled
2.0,0.0,0.0,2.0,97.0,7.0,8.0,81.25,2.0,Not_Canceled
2.0,0.0,0.0,1.0,39.0,12.0,27.0,65.0,1.0,Not_Canceled
2.0,0.0,2.0,4.0,46.0,9.0,11.0,90.09,2.0,Not_Canceled
2.0,0.0,0.0,4.0,141.0,6.0,15.0,119.85,2.0,Not_Canceled
2.0,0.0,1.0,2.0,230.0,7.0,29.0,76.85,1.0,Not_Canceled
2.0,0.0,1.0,2.0,80.0,7.0,3.0,76.5,1.0,Canceled
0.0,2.0,0.0,3.0,40.0,1.0,14.0,6.0,1.0,Not_Canceled
2.0,0.0,2.0,2.0,6.0,1.0,29.0,72.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,96.0,10.0,13.0,190.8,2.0,Not_Canceled
2.0,0.0,0.0,3.0,9.0,4.0,6.0,129.33,0.0,Not_Canceled
1.0,0.0,1.0,2.0,6.0,5.0,9.0,85.0,0.0,Not_Canceled
1.0,0.0,2.0,0.0,0.0,10.0,11.0,88.94,0.0,Not_Canceled
2.0,0.0,2.0,3.0,114.0,4.0,3.0,80.75,0.0,Not_Canceled
2.0,0.0,0.0,2.0,182.0,9.0,30.0,117.9,2.0,Canceled
1.0,0.0,2.0,3.0,269.0,12.0,29.0,70.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,6.0,12.0,18.0,87.0,0.0,Not_Canceled
1.0,0.0,1.0,3.0,0.0,12.0,19.0,67.0,1.0,Not_Canceled
1.0,0.0,0.0,2.0,57.0,5.0,18.0,111.6,2.0,Not_Canceled
2.0,1.0,1.0,3.0,83.0,8.0,1.0,135.9,1.0,Not_Canceled
2.0,0.0,2.0,2.0,4.0,8.0,5.0,151.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,349.0,10.0,4.0,130.0,0.0,Canceled
3.0,0.0,0.0,2.0,32.0,2.0,26.0,121.5,1.0,Canceled
2.0,1.0,0.0,1.0,33.0,8.0,11.0,152.1,1.0,Not_Canceled
2.0,0.0,2.0,2.0,34.0,10.0,4.0,94.5,1.0,Not_Canceled
2.0,2.0,1.0,2.0,31.0,9.0,2.0,233.1,1.0,Not_Canceled
1.0,0.0,2.0,2.0,11.0,8.0,28.0,131.75,1.0,Not_Canceled
2.0,0.0,1.0,2.0,128.0,7.0,11.0,97.42,1.0,Not_Canceled
3.0,0.0,2.0,2.0,77.0,5.0,15.0,150.45,1.0,Canceled
2.0,0.0,1.0,2.0,101.0,4.0,4.0,80.0,0.0,Canceled
2.0,0.0,1.0,4.0,154.0,7.0,13.0,112.0,0.0,Canceled
2.0,0.0,2.0,5.0,15.0,5.0,29.0,216.86,0.0,Canceled
2.0,0.0,0.0,1.0,56.0,6.0,8.0,120.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,56.0,6.0,8.0,120.0,0.0,Not_Canceled
1.0,0.0,0.0,2.0,30.0,3.0,4.0,86.4,0.0,Not_Canceled
2.0,0.0,0.0,1.0,43.0,10.0,23.0,0.0,0.0,Not_Canceled
2.0,0.0,0.0,4.0,8.0,12.0,16.0,77.6,0.0,Not_Canceled
3.0,0.0,2.0,1.0,138.0,8.0,22.0,138.5,1.0,Not_Canceled
2.0,0.0,0.0,5.0,230.0,9.0,6.0,137.0,1.0,Canceled
2.0,0.0,1.0,2.0,2.0,11.0,27.0,59.75,1.0,Not_Canceled
2.0,0.0,0.0,1.0,1.0,10.0,14.0,95.0,1.0,Not_Canceled
2.0,0.0,1.0,2.0,185.0,12.0,16.0,79.2,0.0,Canceled
2.0,0.0,0.0,2.0,42.0,5.0,12.0,116.1,0.0,Not_Canceled
2.0,0.0,1.0,2.0,12.0,6.0,13.0,105.0,0.0,Not_Canceled
2.0,0.0,2.0,1.0,145.0,8.0,29.0,94.5,0.0,Not_Canceled
2.0,0.0,1.0,2.0,20.0,6.0,13.0,109.0,1.0,Not_Canceled
2.0,0.0,2.0,1.0,145.0,8.0,29.0,94.5,0.0,Not_Canceled
3.0,0.0,1.0,3.0,58.0,9.0,26.0,152.08,1.0,Not_Canceled
1.0,0.0,1.0,3.0,4.0,1.0,25.0,63.8,0.0,Not_Canceled
2.0,0.0,0.0,1.0,40.0,6.0,21.0,76.92,0.0,Canceled
3.0,0.0,2.0,3.0,173.0,12.0,9.0,167.45,2.0,Canceled
1.0,0.0,1.0,2.0,219.0,9.0,4.0,76.67,0.0,Not_Canceled
2.0,0.0,2.0,3.0,201.0,8.0,6.0,82.45,0.0,Not_Canceled
2.0,0.0,1.0,1.0,93.0,6.0,20.0,126.9,1.0,Not_Canceled
2.0,0.0,1.0,3.0,10.0,8.0,17.0,99.0,1.0,Canceled
3.0,0.0,1.0,3.0,246.0,12.0,26.0,104.55,0.0,Not_Canceled
1.0,0.0,1.0,1.0,301.0,7.0,30.0,90.0,0.0,Not_Canceled
2.0,0.0,2.0,0.0,2.0,10.0,30.0,0.0,4.0,Not_Canceled
2.0,0.0,0.0,1.0,194.0,7.0,15.0,86.75,0.0,Canceled
2.0,0.0,0.0,2.0,52.0,4.0,21.0,94.5,0.0,Canceled
2.0,0.0,0.0,3.0,31.0,3.0,23.0,142.4,1.0,Not_Canceled
2.0,0.0,2.0,2.0,5.0,1.0,10.0,64.64,0.0,Not_Canceled
2.0,0.0,1.0,5.0,27.0,12.0,22.0,48.33,0.0,Not_Canceled
2.0,0.0,1.0,3.0,84.0,8.0,15.0,131.4,0.0,Not_Canceled
2.0,0.0,2.0,2.0,10.0,5.0,6.0,141.0,1.0,Not_Canceled
2.0,1.0,2.0,2.0,170.0,7.0,30.0,114.75,1.0,Canceled
1.0,0.0,2.0,0.0,0.0,10.0,25.0,83.5,0.0,Not_Canceled
1.0,0.0,0.0,1.0,4.0,9.0,20.0,122.4,0.0,Not_Canceled
1.0,0.0,0.0,1.0,17.0,12.0,9.0,65.0,0.0,Not_Canceled
0.0,2.0,0.0,1.0,71.0,10.0,7.0,108.0,1.0,Not_Canceled
2.0,0.0,1.0,0.0,3.0,9.0,25.0,95.0,0.0,Not_Canceled
1.0,0.0,1.0,3.0,210.0,10.0,8.0,0.0,0.0,Canceled
1.0,0.0,0.0,1.0,2.0,12.0,2.0,74.0,0.0,Not_Canceled
2.0,0.0,1.0,0.0,61.0,6.0,26.0,99.9,0.0,Canceled
2.0,0.0,0.0,1.0,14.0,5.0,27.0,73.0,0.0,Not_Canceled
1.0,0.0,0.0,2.0,20.0,4.0,12.0,90.0,0.0,Not_Canceled
2.0,0.0,1.0,5.0,56.0,3.0,28.0,85.85,1.0,Canceled
2.0,0.0,0.0,3.0,94.0,4.0,14.0,105.3,0.0,Canceled
2.0,0.0,2.0,2.0,42.0,12.0,9.0,74.8,1.0,Not_Canceled
2.0,0.0,2.0,3.0,17.0,4.0,14.0,96.26,1.0,Not_Canceled
2.0,0.0,0.0,1.0,73.0,12.0,3.0,60.98,1.0,Not_Canceled
2.0,0.0,0.0,2.0,59.0,11.0,17.0,75.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,183.0,9.0,1.0,93.5,1.0,Canceled
2.0,0.0,1.0,4.0,69.0,10.0,31.0,79.38,2.0,Canceled
2.0,0.0,1.0,1.0,101.0,4.0,9.0,96.3,1.0,Canceled
2.0,0.0,2.0,1.0,153.0,5.0,28.0,121.5,1.0,Canceled
2.0,0.0,2.0,1.0,83.0,12.0,18.0,75.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,102.0,10.0,16.0,109.0,0.0,Not_Canceled
3.0,0.0,0.0,4.0,109.0,8.0,24.0,152.1,0.0,Canceled
2.0,0.0,1.0,2.0,28.0,8.0,29.0,109.33,0.0,Canceled
2.0,2.0,0.0,2.0,114.0,5.0,20.0,198.9,0.0,Canceled
2.0,0.0,2.0,2.0,106.0,12.0,4.0,72.25,2.0,Canceled
2.0,0.0,1.0,4.0,71.0,12.0,7.0,74.8,1.0,Not_Canceled
2.0,0.0,0.0,3.0,34.0,9.0,23.0,224.67,0.0,Canceled
2.0,0.0,0.0,2.0,8.0,5.0,12.0,95.0,0.0,Not_Canceled
1.0,0.0,2.0,1.0,116.0,2.0,28.0,61.0,0.0,Canceled
1.0,0.0,2.0,2.0,162.0,10.0,14.0,115.0,0.0,Canceled
2.0,0.0,0.0,2.0,80.0,10.0,9.0,136.0,0.0,Not_Canceled
1.0,0.0,1.0,0.0,4.0,9.0,12.0,110.11,1.0,Not_Canceled
2.0,0.0,1.0,1.0,96.0,9.0,28.0,138.0,0.0,Canceled
2.0,0.0,0.0,1.0,14.0,7.0,8.0,139.0,1.0,Not_Canceled
2.0,0.0,0.0,1.0,93.0,4.0,15.0,90.95,0.0,Not_Canceled
2.0,0.0,1.0,2.0,7.0,2.0,19.0,82.0,0.0,Not_Canceled
2.0,0.0,1.0,3.0,104.0,7.0,21.0,123.3,2.0,Not_Canceled
2.0,0.0,1.0,3.0,13.0,2.0,29.0,114.55,0.0,Not_Canceled
2.0,0.0,0.0,1.0,0.0,12.0,3.0,114.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,48.0,2.0,6.0,80.3,0.0,Not_Canceled
2.0,1.0,2.0,2.0,173.0,7.0,31.0,114.75,2.0,Canceled
2.0,0.0,0.0,1.0,0.0,1.0,21.0,81.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,121.0,6.0,24.0,90.0,0.0,Canceled
1.0,0.0,0.0,2.0,32.0,11.0,20.0,73.0,1.0,Not_Canceled
2.0,0.0,1.0,1.0,174.0,10.0,10.0,70.0,0.0,Canceled
2.0,2.0,2.0,2.0,50.0,12.0,23.0,156.6,0.0,Canceled
2.0,0.0,0.0,3.0,12.0,8.0,5.0,65.0,0.0,Not_Canceled
3.0,0.0,1.0,2.0,36.0,4.0,15.0,203.02,2.0,Not_Canceled
2.0,0.0,0.0,2.0,56.0,9.0,17.0,82.0,0.0,Not_Canceled
2.0,0.0,1.0,1.0,112.0,7.0,18.0,104.5,1.0,Not_Canceled
2.0,0.0,0.0,2.0,86.0,9.0,9.0,100.0,0.0,Canceled
2.0,0.0,0.0,3.0,51.0,11.0,17.0,68.47,1.0,Not_Canceled
2.0,0.0,0.0,1.0,1.0,11.0,19.0,111.0,0.0,Not_Canceled
2.0,1.0,1.0,3.0,2.0,2.0,1.0,93.0,2.0,Not_Canceled
2.0,1.0,0.0,2.0,110.0,8.0,23.0,142.2,1.0,Not_Canceled
2.0,0.0,1.0,1.0,33.0,9.0,26.0,147.25,4.0,Not_Canceled
1.0,0.0,2.0,0.0,61.0,10.0,4.0,73.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,56.0,6.0,20.0,99.9,2.0,Not_Canceled
2.0,0.0,1.0,1.0,61.0,10.0,26.0,72.24,1.0,Not_Canceled
2.0,0.0,1.0,3.0,61.0,9.0,1.0,109.8,2.0,Not_Canceled
1.0,0.0,0.0,3.0,81.0,10.0,6.0,80.75,1.0,Canceled
2.0,0.0,1.0,2.0,233.0,10.0,14.0,90.0,0.0,Canceled
1.0,0.0,0.0,1.0,105.0,9.0,28.0,65.0,0.0,Not_Canceled
2.0,0.0,2.0,0.0,386.0,10.0,23.0,115.0,1.0,Canceled
1.0,0.0,2.0,0.0,30.0,12.0,4.0,114.0,2.0,Not_Canceled
1.0,0.0,0.0,2.0,273.0,7.0,17.0,87.0,0.0,Not_Canceled
2.0,0.0,2.0,0.0,275.0,4.0,17.0,110.0,0.0,Canceled
2.0,0.0,2.0,1.0,110.0,7.0,25.0,94.5,0.0,Canceled
3.0,0.0,0.0,2.0,179.0,10.0,7.0,141.3,0.0,Canceled
1.0,0.0,0.0,2.0,4.0,2.0,23.0,1.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,53.0,11.0,4.0,88.0,1.0,Not_Canceled
2.0,0.0,0.0,4.0,92.0,12.0,22.0,60.0,0.0,Not_Canceled
1.0,0.0,0.0,2.0,2.0,2.0,5.0,97.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,377.0,10.0,14.0,115.0,1.0,Canceled
2.0,0.0,1.0,3.0,254.0,9.0,29.0,100.3,1.0,Canceled
2.0,0.0,1.0,4.0,47.0,11.0,21.0,68.07,1.0,Not_Canceled
2.0,0.0,0.0,1.0,3.0,2.0,13.0,60.83,1.0,Not_Canceled
2.0,0.0,2.0,4.0,91.0,4.0,2.0,81.25,1.0,Canceled
2.0,0.0,0.0,2.0,56.0,9.0,17.0,82.0,0.0,Not_Canceled
1.0,0.0,0.0,2.0,188.0,6.0,15.0,130.0,0.0,Canceled
1.0,0.0,2.0,1.0,38.0,6.0,19.0,81.0,0.0,Canceled
2.0,0.0,0.0,4.0,55.0,11.0,17.0,60.0,0.0,Not_Canceled
1.0,0.0,0.0,1.0,1.0,3.0,30.0,89.0,0.0,Not_Canceled
2.0,0.0,1.0,3.0,54.0,3.0,17.0,89.46,0.0,Canceled
2.0,0.0,2.0,3.0,46.0,12.0,26.0,69.0,2.0,Not_Canceled
2.0,1.0,2.0,5.0,40.0,8.0,28.0,127.16,0.0,Not_Canceled
2.0,0.0,2.0,4.0,36.0,3.0,23.0,125.1,2.0,Canceled
2.0,0.0,1.0,2.0,267.0,9.0,30.0,95.0,0.0,Canceled
2.0,0.0,2.0,0.0,85.0,10.0,30.0,90.9,1.0,Canceled
2.0,0.0,0.0,2.0,74.0,9.0,18.0,101.5,0.0,Not_Canceled
2.0,0.0,1.0,3.0,70.0,4.0,14.0,90.56,1.0,Not_Canceled
2.0,0.0,1.0,2.0,86.0,12.0,2.0,79.2,1.0,Not_Canceled
2.0,0.0,1.0,1.0,36.0,2.0,13.0,67.5,1.0,Not_Canceled
2.0,0.0,0.0,1.0,53.0,4.0,2.0,123.3,0.0,Canceled
2.0,1.0,0.0,1.0,0.0,3.0,25.0,178.0,0.0,Not_Canceled
2.0,0.0,1.0,4.0,29.0,10.0,31.0,114.4,2.0,Canceled
2.0,0.0,1.0,1.0,6.0,5.0,23.0,119.0,2.0,Not_Canceled
1.0,0.0,0.0,2.0,1.0,1.0,27.0,71.2,0.0,Not_Canceled
1.0,0.0,0.0,3.0,71.0,6.0,14.0,120.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,83.0,4.0,25.0,96.3,1.0,Not_Canceled
2.0,0.0,1.0,0.0,0.0,10.0,5.0,126.0,1.0,Not_Canceled
2.0,0.0,2.0,0.0,146.0,4.0,24.0,95.0,0.0,Canceled
2.0,0.0,0.0,1.0,1.0,1.0,29.0,79.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,30.0,9.0,30.0,121.0,0.0,Not_Canceled
2.0,0.0,1.0,3.0,63.0,11.0,12.0,85.0,1.0,Not_Canceled
2.0,0.0,2.0,2.0,30.0,5.0,20.0,140.4,0.0,Canceled
2.0,0.0,1.0,2.0,338.0,10.0,7.0,80.0,0.0,Canceled
2.0,2.0,2.0,4.0,128.0,7.0,1.0,163.2,2.0,Not_Canceled
2.0,0.0,0.0,3.0,6.0,8.0,4.0,166.0,0.0,Canceled
1.0,0.0,0.0,2.0,228.0,8.0,10.0,90.9,1.0,Canceled
1.0,0.0,1.0,4.0,18.0,6.0,13.0,92.4,1.0,Not_Canceled
2.0,0.0,0.0,1.0,73.0,10.0,28.0,73.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,55.0,4.0,6.0,104.0,0.0,Not_Canceled
1.0,0.0,0.0,3.0,335.0,10.0,13.0,80.0,0.0,Not_Canceled
2.0,1.0,0.0,2.0,135.0,7.0,5.0,126.0,1.0,Not_Canceled
2.0,0.0,1.0,2.0,5.0,8.0,26.0,96.76,1.0,Not_Canceled
2.0,0.0,1.0,0.0,12.0,12.0,5.0,88.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,101.0,7.0,15.0,94.5,2.0,Not_Canceled
2.0,0.0,2.0,1.0,102.0,1.0,3.0,48.67,2.0,Not_Canceled
3.0,0.0,1.0,2.0,39.0,12.0,25.0,90.23,1.0,Not_Canceled
2.0,0.0,0.0,1.0,2.0,1.0,9.0,69.5,0.0,Not_Canceled
2.0,0.0,0.0,3.0,64.0,7.0,26.0,114.3,1.0,Not_Canceled
2.0,0.0,0.0,3.0,65.0,4.0,7.0,118.8,0.0,Canceled
1.0,0.0,0.0,1.0,2.0,11.0,24.0,95.0,0.0,Not_Canceled
1.0,0.0,0.0,2.0,192.0,6.0,24.0,95.0,0.0,Not_Canceled
1.0,0.0,1.0,0.0,13.0,11.0,21.0,75.0,0.0,Not_Canceled
1.0,0.0,0.0,4.0,34.0,10.0,26.0,129.0,1.0,Canceled
2.0,0.0,1.0,1.0,44.0,11.0,26.0,98.8,2.0,Not_Canceled
1.0,0.0,0.0,1.0,177.0,7.0,30.0,99.9,0.0,Canceled
1.0,0.0,1.0,0.0,20.0,2.0,14.0,58.4,0.0,Not_Canceled
1.0,0.0,0.0,4.0,100.0,9.0,28.0,110.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,305.0,11.0,4.0,89.0,0.0,Canceled
2.0,0.0,0.0,1.0,0.0,8.0,23.0,139.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,34.0,10.0,29.0,87.32,1.0,Not_Canceled
2.0,0.0,2.0,5.0,28.0,3.0,7.0,74.08,0.0,Not_Canceled
2.0,0.0,0.0,1.0,1.0,7.0,20.0,111.0,1.0,Not_Canceled
3.0,0.0,2.0,3.0,86.0,12.0,24.0,119.0,2.0,Not_Canceled
3.0,0.0,0.0,4.0,126.0,5.0,4.0,106.03,2.0,Not_Canceled
2.0,1.0,2.0,5.0,120.0,12.0,23.0,131.33,0.0,Not_Canceled
2.0,0.0,2.0,2.0,208.0,7.0,30.0,80.75,0.0,Canceled
2.0,0.0,0.0,1.0,82.0,9.0,5.0,89.25,2.0,Not_Canceled
2.0,0.0,1.0,1.0,301.0,7.0,30.0,115.0,1.0,Canceled
1.0,0.0,0.0,2.0,192.0,6.0,24.0,95.0,0.0,Not_Canceled
1.0,0.0,0.0,3.0,221.0,9.0,29.0,115.5,2.0,Canceled
2.0,0.0,0.0,5.0,186.0,7.0,19.0,90.95,1.0,Canceled
1.0,0.0,1.0,1.0,131.0,10.0,10.0,103.05,1.0,Not_Canceled
2.0,0.0,1.0,2.0,91.0,4.0,4.0,80.0,0.0,Canceled
2.0,0.0,0.0,2.0,63.0,6.0,17.0,116.1,0.0,Canceled
2.0,0.0,2.0,1.0,36.0,9.0,4.0,123.97,1.0,Canceled
2.0,0.0,0.0,1.0,6.0,6.0,30.0,139.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,74.0,9.0,18.0,109.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,99.0,9.0,5.0,137.1,1.0,Not_Canceled
2.0,0.0,1.0,0.0,22.0,9.0,12.0,89.0,2.0,Not_Canceled
1.0,0.0,0.0,1.0,28.0,2.0,4.0,81.0,0.0,Canceled
2.0,0.0,0.0,2.0,70.0,4.0,22.0,105.3,2.0,Not_Canceled
3.0,0.0,0.0,3.0,65.0,7.0,21.0,143.7,2.0,Not_Canceled
2.0,0.0,1.0,0.0,18.0,12.0,11.0,89.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,30.0,8.0,19.0,125.1,1.0,Not_Canceled
2.0,0.0,0.0,2.0,4.0,4.0,15.0,85.0,0.0,Not_Canceled
2.0,0.0,1.0,1.0,247.0,6.0,6.0,115.0,1.0,Canceled
2.0,0.0,1.0,1.0,176.0,8.0,27.0,96.3,0.0,Canceled
2.0,0.0,1.0,5.0,142.0,9.0,20.0,143.1,0.0,Canceled
2.0,0.0,1.0,3.0,93.0,12.0,3.0,72.25,2.0,Not_Canceled
2.0,0.0,0.0,3.0,75.0,3.0,24.0,114.3,1.0,Not_Canceled
2.0,2.0,0.0,2.0,0.0,3.0,23.0,201.0,2.0,Not_Canceled
2.0,0.0,3.0,5.0,5.0,4.0,4.0,126.75,0.0,Canceled
2.0,0.0,0.0,1.0,6.0,8.0,14.0,98.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,94.0,7.0,28.0,139.5,0.0,Not_Canceled
2.0,0.0,1.0,4.0,28.0,9.0,21.0,68.0,1.0,Not_Canceled
1.0,0.0,2.0,3.0,269.0,12.0,29.0,70.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,31.0,9.0,15.0,94.5,1.0,Not_Canceled
1.0,0.0,0.0,1.0,41.0,4.0,19.0,99.9,1.0,Not_Canceled
2.0,0.0,0.0,1.0,162.0,6.0,30.0,85.5,0.0,Canceled
2.0,0.0,0.0,2.0,19.0,6.0,22.0,100.0,0.0,Not_Canceled
1.0,0.0,0.0,1.0,2.0,12.0,21.0,67.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,63.0,9.0,4.0,116.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,22.0,2.0,22.0,108.0,1.0,Not_Canceled
2.0,0.0,2.0,1.0,64.0,9.0,18.0,144.9,2.0,Not_Canceled
2.0,0.0,0.0,1.0,0.0,3.0,15.0,45.0,2.0,Not_Canceled
2.0,0.0,0.0,1.0,4.0,6.0,9.0,121.0,0.0,Canceled
2.0,0.0,1.0,1.0,144.0,7.0,25.0,81.08,1.0,Not_Canceled
2.0,0.0,0.0,2.0,160.0,5.0,27.0,119.85,0.0,Canceled
2.0,0.0,0.0,1.0,20.0,7.0,29.0,99.0,1.0,Not_Canceled
2.0,0.0,1.0,3.0,65.0,12.0,26.0,105.61,1.0,Not_Canceled
2.0,0.0,1.0,3.0,3.0,8.0,22.0,98.56,1.0,Not_Canceled
3.0,0.0,1.0,3.0,110.0,7.0,7.0,138.55,2.0,Not_Canceled
1.0,0.0,0.0,2.0,257.0,7.0,1.0,80.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,280.0,12.0,6.0,78.3,2.0,Canceled
2.0,0.0,0.0,3.0,64.0,9.0,28.0,101.52,0.0,Not_Canceled
1.0,0.0,0.0,1.0,0.0,1.0,19.0,66.0,0.0,Not_Canceled
1.0,0.0,2.0,8.0,51.0,2.0,25.0,66.3,1.0,Canceled
2.0,0.0,1.0,4.0,164.0,8.0,1.0,89.25,0.0,Canceled
2.0,0.0,2.0,3.0,141.0,8.0,7.0,76.5,0.0,Not_Canceled
2.0,0.0,2.0,1.0,10.0,8.0,13.0,120.8,0.0,Not_Canceled
2.0,0.0,0.0,1.0,1.0,1.0,27.0,100.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,22.0,5.0,31.0,109.0,1.0,Not_Canceled
2.0,0.0,2.0,1.0,156.0,7.0,2.0,96.3,2.0,Not_Canceled
2.0,0.0,2.0,5.0,32.0,9.0,13.0,137.52,1.0,Not_Canceled
2.0,0.0,0.0,3.0,183.0,9.0,8.0,110.0,1.0,Canceled
1.0,0.0,0.0,3.0,37.0,10.0,13.0,95.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,211.0,5.0,20.0,100.0,0.0,Canceled
1.0,0.0,0.0,1.0,1.0,2.0,3.0,65.0,1.0,Not_Canceled
2.0,0.0,2.0,3.0,30.0,5.0,15.0,97.71,1.0,Not_Canceled
1.0,0.0,1.0,0.0,4.0,5.0,23.0,153.0,1.0,Not_Canceled
2.0,0.0,0.0,1.0,0.0,2.0,12.0,55.08,0.0,Not_Canceled
3.0,0.0,2.0,4.0,111.0,8.0,14.0,150.3,0.0,Canceled
2.0,0.0,1.0,2.0,305.0,11.0,4.0,89.0,0.0,Canceled
2.0,0.0,1.0,0.0,2.0,7.0,24.0,119.0,1.0,Not_Canceled
2.0,0.0,0.0,1.0,0.0,11.0,26.0,80.0,0.0,Not_Canceled
2.0,1.0,0.0,1.0,50.0,3.0,24.0,115.2,2.0,Not_Canceled
2.0,0.0,1.0,4.0,275.0,10.0,5.0,90.0,0.0,Canceled
2.0,0.0,0.0,1.0,65.0,9.0,6.0,98.1,0.0,Not_Canceled
2.0,0.0,1.0,5.0,141.0,8.0,15.0,124.8,0.0,Canceled
1.0,0.0,0.0,3.0,206.0,9.0,8.0,126.9,1.0,Canceled
2.0,0.0,2.0,2.0,43.0,3.0,25.0,148.13,1.0,Canceled
2.0,0.0,0.0,2.0,68.0,6.0,30.0,131.4,1.0,Canceled
2.0,0.0,1.0,0.0,6.0,4.0,4.0,89.0,0.0,Canceled
2.0,0.0,0.0,1.0,11.0,9.0,30.0,126.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,346.0,9.0,13.0,115.0,1.0,Canceled
2.0,0.0,2.0,1.0,28.0,6.0,26.0,121.03,1.0,Not_Canceled
3.0,0.0,2.0,2.0,92.0,8.0,20.0,150.3,0.0,Canceled
1.0,2.0,0.0,1.0,9.0,7.0,28.0,235.63,2.0,Not_Canceled
2.0,0.0,0.0,2.0,4.0,1.0,22.0,84.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,107.0,8.0,21.0,76.5,1.0,Canceled
2.0,0.0,0.0,1.0,53.0,5.0,18.0,89.4,2.0,Not_Canceled
2.0,0.0,1.0,1.0,159.0,4.0,9.0,70.0,1.0,Not_Canceled
2.0,0.0,2.0,1.0,37.0,9.0,10.0,149.4,2.0,Not_Canceled
1.0,0.0,1.0,2.0,3.0,10.0,5.0,65.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,79.0,6.0,24.0,109.0,0.0,Not_Canceled
1.0,0.0,0.0,3.0,3.0,3.0,1.0,56.0,1.0,Not_Canceled
2.0,0.0,2.0,1.0,131.0,8.0,15.0,94.5,0.0,Canceled
2.0,0.0,0.0,2.0,11.0,1.0,29.0,87.0,1.0,Not_Canceled
3.0,0.0,0.0,2.0,167.0,7.0,29.0,137.7,0.0,Canceled
2.0,0.0,1.0,2.0,35.0,10.0,16.0,108.9,0.0,Not_Canceled
