From Bank,To Bank,Amount Received,Amount Paid,Is_Laundering
123651.0,124503.0,9516.49,9516.49,0
22185.0,14449.0,1253.08,1253.08,0
215505.0,212529.0,604.24,604.24,0
425.0,256586.0,51.34,51.34,0
116914.0,117286.0,28244.91,28244.91,0
70.0,133159.0,57.03,57.03,0
233601.0,134598.0,3581.43,3581.43,0
41542.0,40989.0,2283.97,2283.97,0
21939.0,110856.0,700.3,700.3,0
214111.0,28046.0,478.52,478.52,0
11265.0,22364.0,3088.61,3088.61,0
70.0,49014.0,973412.85,973412.85,0
29448.0,121013.0,1672.38,1672.38,0
237428.0,32453.0,188.6,188.6,0
135035.0,28865.0,0.65,0.65,0
11337.0,31653.0,2822.19,2822.19,0
2860.0,11265.0,972.21,972.21,0
10881.0,132483.0,39.18,39.18,0
11.0,211738.0,51195.2,51195.2,0
14.0,157948.0,312.83,312.83,0
15168.0,28335.0,895.0,895.0,0
220164.0,216269.0,499.12,499.12,0
1768.0,135807.0,131.7,131.7,0
18890.0,212996.0,68.84,68.84,0
11.0,136009.0,9868.64,9868.64,0
12.0,27.0,3047.81,3047.81,0
59115.0,259272.0,693.62,693.62,0
115.0,257858.0,139.09,139.09,0
63834.0,64057.0,1691.58,1691.58,0
5893.0,15.0,148.33,148.33,0
115332.0,225430.0,518.0,518.0,0
11255.0,2860.0,6271.32,6271.32,0
17180.0,117743.0,323618.83,323618.83,0
10876.0,216269.0,41.03,41.03,0
70.0,136311.0,329.61,329.61,0
35777.0,236908.0,325.58,325.58,0
3597.0,244080.0,9251.34,9251.34,0
1291.0,14162.0,27.25,27.25,0
11.0,27436.0,972.81,972.81,0
15400.0,38920.0,99055.79,99055.79,0
1217.0,12.0,194.3,194.3,0
18.0,232081.0,7858992.01,7858992.01,0
239436.0,255229.0,1975.29,1975.29,0
1720.0,2514.0,24285.71,24285.71,0
19413.0,23544.0,50066.18,50066.18,0
112.0,152768.0,24279341.05,24279341.05,0
116914.0,215278.0,1492112.19,1492112.19,0
17694.0,14003.0,589.11,589.11,0
23760.0,22224.0,2415.55,2415.55,0
70.0,27868.0,93.37,93.37,0
13354.0,17256.0,117.18,117.18,0
5923.0,27.0,2339.56,2339.56,0
136136.0,16.0,6119.61,6119.61,0
27356.0,27425.0,146787.75,146787.75,0
19622.0,144720.0,95.97,95.97,0
1720.0,258765.0,258.38,258.38,0
18270.0,13125.0,5331.65,5331.65,0
1638.0,15400.0,386.47,386.47,0
15168.0,113579.0,6.88,6.88,0
22185.0,3718.0,118.93,118.93,0
16.0,32245.0,908.48,908.48,0
11222.0,11222.0,173116.26,51263.33,0
135558.0,136474.0,40.8,40.8,0
215112.0,15763.0,844.86,844.86,0
2293.0,13590.0,590.18,590.18,0
18081.0,58138.0,1650.61,1650.61,0
18270.0,214107.0,1244.59,1244.59,0
270372.0,69465.0,0.030115,0.030115,0
24523.0,153304.0,4.23,4.23,0
270010.0,272567.0,0.296527,0.296527,0
8814.0,3597.0,195.96,195.96,0
14.0,1595.0,162.62,162.62,0
425.0,32125.0,2097.35,2097.35,0
70.0,169335.0,0.811742,0.811742,0
12.0,11222.0,240.55,240.55,0
1277.0,3533.0,109.43,109.43,0
11701.0,15680.0,1343.47,1343.47,0
27.0,9530.0,145.45,145.45,0
6314.0,21414.0,3312.6,3312.6,0
148698.0,248756.0,71.05,71.05,0
21939.0,114721.0,6482.22,6482.22,0
70.0,8997.0,12082.98,12082.98,0
15607.0,144292.0,90.5,90.5,0
72.0,23486.0,609391314.37,609391314.37,0
12503.0,8884.0,1097.94,1097.94,0
1595.0,24027.0,9979.26,9979.26,0
1394.0,1639.0,102.63,102.63,0
14851.0,4308.0,765.33,765.33,0
116.0,11.0,128213.44,128213.44,0
245772.0,46428.0,32919.93,32919.93,0
1720.0,160987.0,935.11,935.11,0
14620.0,24027.0,15047.69,15047.69,0
1126.0,600.0,1246.08,1246.08,0
15726.0,220421.0,3140913.04,3140913.04,0
145992.0,233186.0,495.56,495.56,0
211738.0,10154.0,27918.34,27918.34,0
70.0,119593.0,12763.13,12763.13,0
22031.0,15786.0,1799.12,1799.12,0
214.0,214.0,63450.12,63450.12,0
70.0,10154.0,1530.99,1530.99,0
17768.0,11587.0,2547.87,2547.87,0
123651.0,23494.0,14421.53,14421.53,0
11.0,223762.0,48.03,48.03,0
11046.0,21566.0,172.99,172.99,0
394.0,243166.0,41961.58,41961.58,0
17.0,136009.0,3350.19,3350.19,0
1768.0,23726.0,7136.12,7136.12,0
11222.0,27175.0,78.31,78.31,0
3.0,15516.0,25082.91,25082.91,0
258504.0,67503.0,32983.43,32983.43,0
136311.0,136136.0,5.21,5.21,0
1639.0,63057.0,18948.11,18948.11,0
16.0,139382.0,693.37,693.37,0
1126.0,218604.0,111.35,111.35,0
22124.0,22129.0,8.96,8.96,0
115966.0,65991.0,1164.18,1164.18,0
72523.0,71399.0,0.065848,0.065848,0
70.0,52914.0,228.9,228.9,0
26.0,210812.0,34.03,34.03,0
22595.0,11483.0,114.8,114.8,0
16.0,138415.0,24.64,24.64,0
70.0,6058.0,150.01,150.01,0
70.0,69289.0,0.41837,0.41837,0
27356.0,113667.0,17104.36,17104.36,0
5082.0,24027.0,24402.49,24402.49,0
1291.0,126588.0,134.19,134.19,0
6681.0,600.0,148.63,148.63,0
70.0,149772.0,3870.97,3870.97,0
118.0,74785.0,0.013026,0.013026,0
23760.0,22224.0,812.99,812.99,0
5893.0,5893.0,9.35,68.44,0
210.0,149034.0,173.58,173.58,0
32125.0,66647.0,313.32,313.32,0
265862.0,167112.0,24642.93,24642.93,0
70.0,152768.0,386.21,386.21,0
12.0,5923.0,5628.99,5628.99,0
12202.0,24455.0,310962.3,310962.3,0
169489.0,20.0,0.007156,0.007156,0
2.0,19413.0,72620.89,72620.89,0
123957.0,2.0,119889.81,119889.81,0
425.0,1126.0,281.98,281.98,0
63940.0,67873.0,122.08,122.08,0
169671.0,72360.0,0.095445,0.095445,0
423.0,0.0,62.73,62.73,0
70.0,124049.0,109691.38,109691.38,0
259272.0,59700.0,437.73,437.73,0
115.0,115.0,4024.37,4024.37,0
1.0,1231.0,4338.71,4338.71,0
5.0,14.0,18348.91,18348.91,0
10073.0,212992.0,2237.13,2237.13,0
1812.0,220015.0,112.26,112.26,0
232857.0,24.0,16517.66,16517.66,0
18.0,216.0,33109.1,33109.1,0
14.0,7249.0,1041.24,1041.24,0
18.0,29640.0,76704.24,76704.24,0
22890.0,4187.0,77103.26,77103.26,0
245768.0,245729.0,3298.76,3298.76,0
70.0,59704.0,173.69,173.69,0
1720.0,6269.0,18.04,18.04,0
232857.0,133372.0,206.61,206.61,0
1390.0,220270.0,5.47,5.47,0
23319.0,152943.0,12989.01,12989.01,0
5571.0,31653.0,31175.58,31175.58,0
11.0,26922.0,2459.3,2459.3,0
130826.0,122416.0,1968.58,1968.58,0
18890.0,128019.0,15.99,15.99,0
11222.0,13243.0,155.56,155.56,0
10.0,236335.0,70071.32,70071.32,0
12202.0,17319.0,27456723.72,27456723.72,0
1776.0,14195.0,52.51,52.51,0
27356.0,12307.0,15522.04,15522.04,0
27356.0,27425.0,74073.38,74073.38,0
23539.0,225628.0,313601.13,313601.13,0
135744.0,21566.0,494016.7,494016.7,0
12.0,1277.0,212592.99,212592.99,0
3718.0,116.0,502.06,502.06,0
14.0,11.0,31.46,31.46,0
135933.0,135933.0,1392.73,1392.73,0
19970.0,14057.0,1559.28,1559.28,0
10461.0,9976.0,95826756.63,95826756.63,0
269312.0,169309.0,0.000429,0.000429,0
115966.0,65991.0,522.19,522.19,0
11.0,3460.0,160.39,160.39,0
8.0,10.0,1888.51,1888.51,0
25.0,14.0,375519.29,375519.29,0
19325.0,20.0,72.85,72.85,0
24816.0,119732.0,2826741.37,2826741.37,0
112.0,52914.0,1640.29,1640.29,0
2514.0,7272.0,116.7,116.7,0
22129.0,22129.0,39.41,46.18,0
11968.0,1291.0,4766.32,4766.32,0
249585.0,10.0,599.44,599.44,0
48858.0,149805.0,16506.14,16506.14,0
52898.0,53933.0,7432.57,7432.57,0
248623.0,249331.0,847.4,847.4,0
214445.0,219353.0,3281.3,3281.3,0
235676.0,137293.0,504.31,504.31,0
22129.0,425.0,37.59,37.59,0
70.0,131099.0,248.3,248.3,0
11.0,24027.0,32608.5,32608.5,0
214.0,214.0,948.93,948.93,0
141204.0,142114.0,5700.67,5700.67,0
1390.0,229637.0,102.83,102.83,0
12202.0,20.0,830.33,830.33,0
212108.0,247096.0,486.21,486.21,0
63940.0,263574.0,375.36,375.36,0
394.0,243166.0,88497.93,88497.93,0
20.0,24523.0,42.9,42.9,0
1.0,137029.0,7793.47,7793.47,0
25.0,233064.0,423.81,423.81,0
12.0,12.0,88492.88,158004.29,0
3597.0,136311.0,274.32,274.32,0
170412.0,169489.0,0.225959,0.225959,0
24202.0,124359.0,14797.0,14797.0,0
210812.0,26922.0,14.09,14.09,0
1217.0,259304.0,6406.46,6406.46,0
263186.0,64657.0,10659.31,10659.31,0
117912.0,12.0,271238.27,271238.27,0
349.0,115216.0,208.21,208.21,0
11.0,40989.0,2715.17,2715.17,0
212418.0,237271.0,356.6,356.6,0
40904.0,141632.0,902.89,902.89,0
5436.0,6269.0,308.63,308.63,0
70.0,11.0,14120.3,14120.3,0
211.0,17.0,19.19,19.19,0
41348.0,41335.0,2729.9,2729.9,0
11.0,1126.0,402.21,402.21,0
216.0,115.0,343.93,343.93,0
214.0,49411.0,136916.22,136916.22,0
116914.0,215278.0,1860837.06,1860837.06,0
18.0,4.0,22937.71,22937.71,0
70.0,269198.0,8755546.36,8755546.36,0
23.0,27.0,3212.0,3212.0,0
12204.0,12204.0,3257.94,3817.6,0
12592.0,219975.0,4.18,4.18,0
4308.0,129074.0,3342.68,3342.68,0
70.0,48087.0,788.38,788.38,0
8811.0,160805.0,4572.77,4572.77,0
214.0,150407.0,1300.37,1300.37,0
10.0,135933.0,74.3,74.3,0
1199.0,161413.0,4428.29,4428.29,0
8540.0,15400.0,10.22,10.22,0
3671.0,212529.0,143.3,143.3,0
16934.0,12202.0,194.1,194.1,0
70.0,138969.0,72.57,72.57,0
25.0,225784.0,710366.44,710366.44,0
52860.0,155119.0,12518.28,12518.28,0
69289.0,70426.0,0.0007,0.0007,0
425.0,25400.0,78.07,78.07,0
27868.0,132480.0,27.39,27.39,0
70.0,17803.0,684.39,684.39,0
10.0,136009.0,4609.78,4609.78,0
15.0,211524.0,167210.96,167210.96,0
70.0,115.0,21.53,21.53,0
169671.0,70949.0,122.77816,122.77816,0
112.0,61183.0,1342.08,1342.08,0
1889.0,214342.0,358.82,358.82,0
17180.0,21461.0,163458.88,163458.88,0
115.0,63587.0,2003.11,2003.11,0
13354.0,17256.0,469.39,469.39,0
63779.0,263574.0,1005.79,1005.79,0
70.0,235676.0,23866.39,23866.39,0
26.0,26.0,12114.79,12114.79,0
1639.0,27155.0,156.85,156.85,0
8318.0,115771.0,2214.71,2214.71,0
153607.0,53905.0,433.96,433.96,0
600.0,15400.0,53.87,53.87,0
2860.0,16263.0,2961.24,2961.24,0
217242.0,5082.0,13304.34,13304.34,0
14.0,423.0,246.35,246.35,0
115.0,163897.0,1800564.28,1800564.28,0
3389.0,3718.0,4909.48,4909.48,0
14195.0,11.0,1993.42,1993.42,0
245681.0,46228.0,104800.27,104800.27,0
423.0,7522.0,1486.56,1486.56,0
285.0,19.0,60651.26,60651.26,0
141465.0,142342.0,173.09,173.09,0
70.0,20.0,0.023028,0.023028,0
14.0,227269.0,82899.37,82899.37,0
212108.0,247096.0,5309.69,5309.69,0
70.0,110198.0,16342.03,16342.03,0
15726.0,29572.0,4235303.42,4235303.42,0
126843.0,123957.0,14956.06,14956.06,0
219975.0,27915.0,252.5,252.5,0
2860.0,3202.0,893.84,893.84,0
214423.0,19300.0,12974.2,12974.2,0
110299.0,15168.0,1193.59,1193.59,0
26.0,27.0,66.5,66.5,0
7080.0,9530.0,55455.61,55455.61,0
19419.0,34851.0,255.21,255.21,0
22264.0,20.0,41.9,41.9,0
153802.0,152926.0,3536.78,3536.78,0
70.0,24869.0,63690.98,63690.98,0
1595.0,425.0,706.26,706.26,0
17768.0,27425.0,28434.02,28434.02,0
249585.0,10.0,579.18,579.18,0
3500.0,18656.0,5186.83,5186.83,0
23.0,117743.0,6590.8,6590.8,0
3460.0,12202.0,9056.47,9056.47,0
21063.0,21063.0,414556.7,414556.7,0
70.0,215478.0,14282634.63,14282634.63,0
17768.0,692.0,8804.37,8804.37,0
148894.0,248575.0,11271.9,11271.9,0
11314.0,129759.0,3194.48,3194.48,0
241469.0,42646.0,73.15,73.15,0
1768.0,20.0,39.0,39.0,0
19521.0,114929.0,1828.65,1828.65,0
245729.0,41014.0,20313.78,20313.78,0
112.0,52914.0,1316.96,1316.96,0
18747.0,138578.0,1250.77,1250.77,0
10881.0,1776.0,101.11,101.11,0
27425.0,27.0,7532.17,7532.17,0
70.0,260091.0,6928.59,6928.59,0
70.0,212379.0,2063.76,2063.76,0
11832.0,116914.0,58692.12,58692.12,0
19622.0,144720.0,39.35,39.35,0
110265.0,7082.0,5583.68,5583.68,0
69314.0,214.0,0.631707,0.631707,0
165768.0,216.0,829.03,829.03,0
52898.0,53933.0,31311.51,31311.51,0
394.0,13395.0,128.35,128.35,0
134598.0,134053.0,178.52,178.52,0
25.0,225412.0,5883.97,5883.97,0
1776.0,237428.0,2313.01,2313.01,0
16293.0,15400.0,205.78,205.78,0
11305.0,110856.0,2128.27,2128.27,0
70426.0,71657.0,0.02924,0.02924,0
14652.0,51371.0,635.63,635.63,0
70.0,248756.0,101.44,101.44,0
14.0,157948.0,868.16,868.16,0
1776.0,3460.0,289.19,289.19,0
169335.0,270575.0,0.029406,0.029406,0
394.0,1.0,179.23,179.23,0
110198.0,29844.0,46.81,46.81,0
135558.0,136311.0,28431.81,28431.81,0
117521.0,17319.0,3371.1,3371.1,0
12592.0,214342.0,5229.94,5229.94,0
0.0,33599.0,212.36,212.36,0
14.0,23544.0,10832.78,10832.78,0
257741.0,157937.0,570.75,570.75,0
7082.0,112646.0,296.01,296.01,0
18.0,216.0,2323970.57,2323970.57,0
13590.0,24027.0,33797.36,33797.36,0
67633.0,243575.0,417.36,417.36,0
70.0,219.0,77.56,77.56,0
17353.0,24455.0,750.96,750.96,0
111615.0,211738.0,4442.06,4442.06,0
213.0,115.0,5193.4,5193.4,0
116914.0,4.0,53095.12,53095.12,0
27.0,7080.0,253.25,253.25,0
13474.0,21647.0,137.91,137.91,0
24562.0,167724.0,49.97,49.97,0
24950.0,236897.0,1240.55,1240.55,0
141204.0,19.0,196.23,196.23,0
157948.0,59115.0,3270.12,3270.12,0
110198.0,29844.0,14432.56,14432.56,0
11.0,118699.0,1174.99,1174.99,0
531.0,25242.0,160.25,160.25,0
12.0,12966.0,3621279.23,3621279.23,0
265862.0,167780.0,2879.71,2879.71,0
15885.0,9530.0,106594.11,106594.11,0
12966.0,15284.0,2458.57,2458.57,0
11.0,20.0,45.81,45.81,0
70.0,4308.0,267.69,267.69,0
70.0,23848.0,122.66,122.66,0
1231.0,20.0,297.97,297.97,0
23.0,217662.0,2594.31,2594.31,0
2545.0,12.0,621.05,621.05,0
210.0,148698.0,193.74,193.74,0
2514.0,6586.0,405864.88,405864.88,0
25856.0,7530.0,3592.9,3592.9,0
59157.0,58138.0,457.64,457.64,0
124682.0,226290.0,3070.86,3070.86,0
1.0,254751.0,18.96,18.96,0
245681.0,14.0,25367.72,25367.72,0
27436.0,6681.0,8894.46,8894.46,0
141352.0,241204.0,1250.37,1250.37,0
14640.0,24027.0,20925.6,20925.6,0
1639.0,3533.0,319194.65,319194.65,0
70.0,8814.0,2567.23,2567.23,0
12702.0,24633.0,678.12,678.12,0
14851.0,220164.0,1459.69,1459.69,0
13590.0,24029.0,59.57,59.57,0
70.0,217242.0,418.98,418.98,0
21479.0,21479.0,6.39,788.66,0
118.0,118.0,0.074019,0.074019,0
9530.0,13191.0,73333.1,73333.1,0
11495.0,210700.0,1153.34,1153.34,0
41019.0,142223.0,656.91,656.91,0
113.0,259164.0,1627.66,1627.66,0
215478.0,117960.0,2217.8,2217.8,0
70.0,134489.0,609.4,609.4,0
24029.0,24643.0,2753.71,2753.71,0
11.0,42275.0,27.98,27.98,0
20.0,126883.0,260.4,260.4,0
149205.0,214.0,1217.21,1217.21,0
70.0,74785.0,0.014079,0.014079,0
142114.0,142513.0,2892.43,2892.43,0
211362.0,6269.0,7844.66,7844.66,0
268792.0,169261.0,0.001881,0.001881,0
70.0,15885.0,3161.22,3161.22,0
9856.0,110522.0,14318.48,14318.48,0
0.0,18520.0,4491.37,4491.37,0
22264.0,136932.0,81.95,81.95,0
7080.0,211860.0,287.39,287.39,0
217862.0,3653.0,1246.2,1246.2,0
35145.0,113317.0,4980.41,4980.41,0
23642.0,28767.0,12554.35,12554.35,0
18890.0,212996.0,454.98,454.98,0
3671.0,24027.0,13392.11,13392.11,0
212108.0,247096.0,73.86,73.86,0
160987.0,162011.0,3601.02,3601.02,0
115.0,257858.0,13902.09,13902.09,0
11.0,19931.0,26818.14,26818.14,0
216.0,263025.0,2347.28,2347.28,0
120838.0,221493.0,315270.49,315270.49,0
11314.0,3.0,316.72,316.72,0
18656.0,216796.0,238.04,238.04,0
6045.0,216093.0,345.47,345.47,0
1394.0,11701.0,334.74,334.74,0
26.0,15885.0,35444.57,35444.57,0
211.0,17.0,4259.92,4259.92,0
5724.0,247039.0,20.07,20.07,0
5.0,23544.0,6483632.57,6483632.57,0
11222.0,21414.0,22819.96,22819.96,0
1390.0,24562.0,1116.86,1116.86,0
157937.0,260228.0,2946401.89,2946401.89,0
1.0,137029.0,1665.32,1665.32,0
70.0,238824.0,215592.93,215592.93,0
1291.0,1812.0,658.27,658.27,0
11.0,17.0,20.19,20.19,0
1595.0,12055.0,673.35,673.35,0
29572.0,12.0,2431.34,2431.34,0
4308.0,216269.0,44.86,44.86,0
218604.0,134852.0,3641.91,3641.91,0
217.0,70846.0,0.010737,0.010737,0
1.0,1394.0,1037731.01,1037731.01,0
219.0,112.0,411.11,411.11,0
6971.0,22444.0,148.92,148.92,0
18.0,211.0,123.63,123.63,0
119732.0,2.0,350502.82,350502.82,0
70.0,29592.0,22267.97,22267.97,0
7058.0,25307.0,32.56,32.56,0
10.0,249566.0,764.67,764.67,0
1776.0,1390.0,3259.95,3259.95,0
145591.0,47529.0,13687.91,13687.91,0
3460.0,258765.0,32.6,32.6,0
124503.0,238312.0,35056.59,35056.59,0
11.0,214111.0,188.38,188.38,0
12202.0,7522.0,1393.03,1393.03,0
9096.0,71535.0,7e-06,7e-06,0
24633.0,131787.0,141.36,141.36,0
25788.0,30731.0,151.49,151.49,0
3460.0,25885.0,515.82,515.82,0
3202.0,118314.0,126.46,126.46,0
25634.0,115081.0,4005.66,4005.66,0
149453.0,249892.0,3538.3,3538.3,0
25400.0,24070.0,807.93,807.93,0
70.0,2368.0,1674.44,1674.44,0
1776.0,24027.0,7333424468.02,7333424468.02,0
5893.0,12.0,5356978.45,5356978.45,0
19521.0,12868.0,950.52,950.52,0
214867.0,23760.0,499.62,499.62,0
164730.0,63940.0,1070.49,1070.49,0
16293.0,230412.0,192.77,192.77,0
3.0,139296.0,233755.75,233755.75,0
33296.0,137564.0,459.39,459.39,0
241204.0,41126.0,54919.12,54919.12,0
212418.0,220987.0,6236.59,6236.59,0
2557.0,25788.0,482.05,482.05,0
237318.0,30731.0,117.6,117.6,0
22595.0,3718.0,1666.68,1666.68,0
11.0,223762.0,111.61,111.61,0
0.0,212108.0,2005.73,2005.73,0
169261.0,273676.0,0.407106,0.407106,0
41014.0,113.0,1300.74,1300.74,0
123260.0,124359.0,808.45,808.45,0
25443.0,35086.0,12691.84,12691.84,0
22364.0,24317.0,29.89,29.89,0
1768.0,498.0,9.5,9.5,0
425.0,214554.0,1639.0,1639.0,0
11255.0,12055.0,49090.76,49090.76,0
18081.0,18081.0,22962.58,6799.7,0
11.0,27.0,2740726.61,2740726.61,0
27868.0,24027.0,375.83,375.83,0
20.0,1639.0,14936.59,14936.59,0
22693.0,144720.0,608.52,608.52,0
25.0,232857.0,1438.82,1438.82,0
423.0,7522.0,254.01,254.01,0
158053.0,157900.0,12853.21,12853.21,0
115.0,217.0,12.68,12.68,0
263574.0,216.0,618.48,618.48,0
219.0,52788.0,869.48,869.48,0
233064.0,233186.0,6087.84,6087.84,0
135925.0,235943.0,4924.37,4924.37,0
1422.0,6809.0,843.02,843.02,0
19296.0,127004.0,106.09,106.09,0
1231.0,1231.0,882.71,1034.35,0
70.0,258461.0,779.39,779.39,0
220916.0,217798.0,644.35,644.35,0
11314.0,27737.0,40.65,40.65,0
70.0,3500.0,24021.93,24021.93,0
133159.0,133159.0,13696.17,13696.17,0
15786.0,18890.0,11074.87,11074.87,0
115.0,258630.0,18922.56,18922.56,0
15168.0,5923.0,12475.87,12475.87,0
210.0,49014.0,9764154.17,9764154.17,0
215187.0,215766.0,3805.03,3805.03,0
14652.0,17289.0,837.14,837.14,0
18.0,165440.0,4864.12,4864.12,0
5.0,2.0,339036.07,339036.07,0
21260.0,2368.0,52.43,52.43,0
72.0,119732.0,4067.92,4067.92,0
31879.0,31879.0,78772.75,78772.75,0
110299.0,28335.0,30325.22,30325.22,0
71716.0,169335.0,22.839405,22.839405,0
14.0,24027.0,11856.99,11856.99,0
2557.0,1595.0,93.25,93.25,0
123651.0,23494.0,1493672.33,1493672.33,0
152768.0,52788.0,14500.77,14500.77,0
5.0,25.0,888475.09,888475.09,0
23544.0,124503.0,25026.49,25026.49,0
117301.0,118314.0,9220.57,9220.57,0
22661.0,29264.0,274.09,274.09,0
157937.0,260228.0,4959965.31,4959965.31,0
17.0,135933.0,1301.14,1301.14,0
1120.0,8488.0,335.54,335.54,0
22890.0,215239.0,499.95,499.95,0
2545.0,11880.0,56.96,56.96,0
210484.0,212405.0,6609.73,6609.73,0
30731.0,123440.0,79.97,79.97,0
3718.0,1638.0,64.01,64.01,0
170412.0,269312.0,1.754095,1.754095,0
70.0,124476.0,13097.0,13097.0,0
5893.0,211860.0,24469.93,24469.93,0
3718.0,3718.0,502.06,88.92,0
12386.0,12055.0,172.33,172.33,0
20.0,24027.0,26972.88,26972.88,0
70.0,425.0,1303076.58,1303076.58,0
217.0,216.0,3907.65,3907.65,0
70.0,171546.0,0.024672,0.024672,0
2860.0,22595.0,34.64,34.64,0
241204.0,43378.0,1778.37,1778.37,0
3597.0,8488.0,3093.72,3093.72,0
24029.0,248575.0,1678.79,1678.79,0
20.0,600.0,2929.74,2929.74,0
70.0,12.0,1145.28,1145.28,0
215820.0,264481.0,1339.53,1339.53,0
23410.0,219975.0,1241.89,1241.89,0
12202.0,22260.0,14751.29,14751.29,0
3653.0,126588.0,242.7,242.7,0
7.0,29.0,879.66,879.66,0
14172.0,7839.0,672.54,672.54,0
258630.0,260288.0,1067.69,1067.69,0
110299.0,15168.0,940.78,940.78,0
25.0,225412.0,6093.56,6093.56,0
110.0,141204.0,164.61,164.61,0
70.0,18624.0,262.5,262.5,0
28932.0,28102.0,939.43,939.43,0
5082.0,17353.0,1731.47,1731.47,0
113.0,113.0,18811.71,18811.71,0
423.0,2293.0,174.0,174.0,0
11.0,20.0,1059.13,1059.13,0
1422.0,212518.0,65.28,65.28,0
6058.0,212854.0,789.48,789.48,0
70.0,115.0,12848.27,12848.27,0
11968.0,11222.0,4405.28,4405.28,0
265175.0,264152.0,28775607.05,28775607.05,0
12055.0,21876.0,3970.89,3970.89,0
24027.0,129759.0,2400.09,2400.09,0
70.0,25242.0,1257.02,1257.02,0
133915.0,219353.0,644.28,644.28,0
24816.0,225784.0,920838.97,920838.97,0
5436.0,229637.0,10849.73,10849.73,0
15783.0,3100.0,67.34,67.34,0
23726.0,215112.0,768.53,768.53,0
1812.0,21939.0,138.02,138.02,0
14.0,423.0,12.26,12.26,0
23.0,29592.0,978.32,978.32,0
19521.0,210812.0,177681.69,177681.69,0
0.0,16679.0,7131.01,7131.01,0
11.0,42275.0,97.28,97.28,0
70.0,1394.0,432.25,432.25,0
20.0,20.0,145198.57,145198.57,0
21566.0,18656.0,1.24,1.24,0
25307.0,229425.0,95.24,95.24,0
18671.0,3653.0,1935.71,1935.71,0
270010.0,272567.0,0.107265,0.107265,0
5621.0,16679.0,4591.59,4591.59,0
237271.0,600.0,990.06,990.06,0
1595.0,116299.0,1278.51,1278.51,0
17036.0,10876.0,3990.91,3990.91,0
12386.0,24027.0,20475.24,20475.24,0
123260.0,124359.0,603.29,603.29,0
19413.0,2.0,30223.53,30223.53,0
41335.0,141352.0,1942.18,1942.18,0
70.0,8488.0,4321686.35,4321686.35,0
1835.0,24070.0,12.31,12.31,0
26.0,23642.0,710801604.04,710801604.04,0
70.0,64059.0,2889.81,2889.81,0
1835.0,118970.0,16268.5,16268.5,0
21939.0,2368.0,149.47,149.47,0
26.0,2.0,210959.06,210959.06,0
231302.0,148227.0,1885.23,1885.23,0
69289.0,69521.0,0.001754,0.001754,0
217073.0,215620.0,4819.46,4819.46,0
34978.0,34978.0,29765.52,8814.19,0
22890.0,37146.0,201.76,201.76,0
70949.0,272866.0,0.013349,0.013349,0
1595.0,11314.0,364.02,364.02,0
157900.0,157948.0,1240.55,1240.55,0
1812.0,131787.0,77.72,77.72,0
133674.0,230412.0,93.02,93.02,0
63834.0,163897.0,906.43,906.43,0
22890.0,225759.0,82.09,82.09,0
212.0,11.0,478.88,478.88,0
70.0,8720.0,23.78,23.78,0
22890.0,1812.0,67.0,67.0,0
3.0,139296.0,565104.62,565104.62,0
212.0,44198.0,24625.59,24625.59,0
115114.0,226851.0,194.11,194.11,0
117521.0,110851.0,525.31,525.31,0
2557.0,425.0,2547.95,2547.95,0
231908.0,154810.0,15.83,15.83,0
256032.0,256032.0,39.45,33.66,0
35777.0,236908.0,67.44,67.44,0
3718.0,116.0,3668.34,3668.34,0
17353.0,8720.0,9.24,9.24,0
425.0,1776.0,2583.74,2583.74,0
349.0,11047.0,1692.56,1692.56,0
70.0,11.0,21047651.97,21047651.97,0
19856.0,17180.0,11936.61,11936.61,0
1776.0,20.0,3687.04,3687.04,0
5.0,2.0,92233.74,92233.74,0
48858.0,149805.0,27860.02,27860.02,0
4.0,13.0,252676.72,252676.72,0
1768.0,600.0,236.62,236.62,0
11770.0,210472.0,149.93,149.93,0
12678.0,211204.0,97042.25,97042.25,0
70.0,25.0,15476.62,15476.62,0
215112.0,237160.0,115.07,115.07,0
24029.0,217519.0,193.87,193.87,0
28560.0,15607.0,6507.27,6507.27,0
11.0,25526.0,67.47,67.47,0
170566.0,169261.0,0.411235,0.411235,0
273676.0,219.0,0.0051,0.0051,0
5893.0,15168.0,143634695.2,143634695.2,0
425.0,1720.0,45.98,45.98,0
170727.0,270575.0,0.295087,0.295087,0
263186.0,64657.0,1270.11,1270.11,0
11437.0,14620.0,7.04,7.04,0
112711.0,210091.0,1561.47,1561.47,0
11.0,41348.0,30017.22,30017.22,0
11.0,248957.0,224.25,224.25,0
135744.0,21566.0,416220.34,416220.34,0
169261.0,173457.0,0.37981,0.37981,0
14.0,230412.0,188.49,188.49,0
69289.0,217.0,76.772828,76.772828,0
54504.0,53937.0,426.27,426.27,0
22661.0,29264.0,213.5,213.5,0
20.0,5617.0,2332.49,2332.49,0
25.0,232857.0,492.48,492.48,0
70.0,215557.0,50647.62,50647.62,0
11.0,118699.0,11784.93,11784.93,0
10881.0,27737.0,2616.67,2616.67,0
3597.0,256833.0,215.98,215.98,0
70.0,235053.0,21.04,21.04,0
63587.0,265216.0,349.1,349.1,0
70.0,45566.0,33.32,33.32,0
245729.0,46781.0,21207.1,21207.1,0
115966.0,65991.0,2085.67,2085.67,0
50453.0,248575.0,260586.74,260586.74,0
