Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,ReachedOnTime
A,Ship,5,5,193,4,medium,M,8,5714,No
B,Ship,5,4,228,6,medium,M,5,4974,Yes
C,Ship,3,3,179,2,low,M,5,5058,No
F,Ship,4,2,224,3,low,F,9,4896,No
D,Ship,3,2,279,6,medium,M,1,5855,No
F,Ship,4,2,181,3,medium,M,4,5717,No
A,Ship,5,5,198,2,medium,M,9,4526,No
B,Ship,3,5,193,3,medium,F,4,5817,No
C,Ship,5,4,184,3,low,F,1,4208,Yes
F,Ship,5,2,139,3,low,M,9,5920,No
D,Ship,5,3,210,3,low,M,5,4560,Yes
F,Ship,4,3,225,2,low,M,2,4520,Yes
A,Ship,3,1,189,2,low,F,5,4738,No
B,Ship,4,5,164,4,low,F,4,5736,No
C,Ship,3,5,196,3,low,M,1,5303,Yes
F,Ship,5,3,246,2,medium,F,1,4533,No
D,Ship,4,4,188,4,low,F,10,4571,Yes
F,Ship,3,3,250,2,medium,F,4,4380,No
A,Ship,4,2,156,4,medium,F,2,5795,Yes
B,Ship,3,1,218,4,low,M,6,5480,Yes
C,Ship,5,5,172,2,low,M,5,5791,No
F,Ship,3,1,259,2,low,F,3,4380,No
D,Ship,3,3,231,3,medium,F,9,4623,Yes
F,Ship,5,2,224,3,high,M,4,4271,No
A,Ship,4,5,201,3,low,M,7,4048,No
B,Road,4,2,189,2,medium,M,5,4374,No
C,Road,5,4,265,3,medium,M,10,4565,No
F,Road,3,5,147,3,medium,M,5,5357,Yes
D,Road,4,4,195,3,low,F,6,5783,No
F,Road,4,5,216,3,medium,F,7,5891,No
A,Road,4,2,148,2,low,M,5,4031,No
B,Road,5,4,180,4,medium,F,7,4200,Yes
C,Road,3,3,169,3,low,F,7,5976,No
F,Road,3,4,200,3,low,F,7,5400,No
D,Road,3,3,255,2,low,F,10,5632,No
F,Road,4,3,238,2,low,F,1,4051,No
A,Road,3,4,163,3,medium,M,5,5088,Yes
B,Road,4,5,177,3,medium,M,7,4031,Yes
C,Road,4,5,206,3,medium,M,5,5785,Yes
F,Road,3,4,175,3,low,F,2,5272,No
D,Road,5,5,247,2,medium,M,5,4250,No
F,Road,4,3,152,4,medium,F,4,5809,No
A,Road,4,4,162,3,low,F,8,5394,No
B,Road,3,4,206,3,medium,F,5,5915,No
C,Road,3,4,186,4,low,F,6,5540,No
F,Road,4,5,179,3,low,F,4,4487,No
D,Road,3,5,172,3,medium,F,7,4929,No
F,Flight,3,3,158,2,medium,M,7,4865,No
A,Flight,6,5,143,5,high,M,9,4060,No
B,Flight,5,3,171,3,medium,F,7,4994,No
C,Flight,4,2,175,3,high,M,4,4426,No
F,Flight,4,5,173,3,medium,F,8,4040,Yes
D,Flight,4,4,268,3,medium,M,10,4531,No
F,Flight,4,5,232,3,low,F,8,5923,No
A,Flight,4,2,203,4,medium,F,9,4217,No
B,Flight,3,4,140,3,low,M,3,5300,No
C,Flight,3,4,138,3,medium,F,10,4327,Yes
F,Flight,5,1,262,3,medium,M,9,5146,No
D,Flight,4,1,245,3,low,F,9,4024,Yes
F,Flight,3,4,224,3,low,F,10,4806,Yes
A,Flight,3,4,186,2,low,F,4,4585,No
B,Flight,4,2,282,4,medium,M,5,5422,Yes
C,Flight,5,1,266,3,low,M,8,4786,Yes
F,Flight,4,2,256,4,low,F,7,5571,No
D,Flight,3,3,155,3,medium,F,7,5464,No
F,Flight,2,4,142,3,high,M,2,5700,No
A,Flight,6,3,229,8,medium,M,6,4600,No
B,Flight,4,3,211,8,medium,F,6,5583,No
C,Flight,5,1,264,6,high,F,4,5337,No
F,Ship,6,1,217,4,medium,M,3,5571,No
D,Ship,5,3,145,3,low,M,3,4077,Yes
F,Ship,3,2,185,4,low,M,6,5854,No
A,Ship,4,4,221,10,high,M,6,5582,Yes
B,Ship,4,5,208,3,low,F,8,4632,No
C,Ship,4,5,260,2,medium,M,2,5368,No
F,Ship,4,4,177,7,low,F,3,5646,Yes
D,Ship,4,1,144,4,low,F,10,4175,No
F,Ship,3,5,174,2,low,F,4,5692,No
A,Ship,3,2,215,4,high,M,1,4158,No
B,Ship,4,5,270,10,medium,M,9,5085,Yes
C,Ship,3,4,209,2,high,M,10,4540,No
F,Ship,5,1,103,5,low,F,10,5413,Yes
D,Ship,5,1,184,3,low,F,10,4674,Yes
F,Ship,5,3,226,2,high,F,6,5033,No
A,Ship,5,2,158,3,low,M,4,4324,No
B,Ship,3,2,274,2,high,M,2,5029,No
C,Ship,3,4,245,3,medium,F,7,5429,No
F,Ship,5,3,254,6,low,M,8,1932,No
D,Ship,5,3,252,5,low,M,2,1312,Yes
F,Ship,6,4,254,4,low,M,2,1174,No
A,Ship,4,3,263,5,low,F,10,1762,No
B,Ship,5,1,256,5,low,F,5,1970,No
C,Ship,6,5,264,4,medium,F,9,1922,Yes
F,Ship,4,2,237,5,low,M,6,1734,Yes
D,Ship,4,1,226,5,medium,F,2,1912,No
F,Ship,7,1,289,4,low,F,4,1543,Yes
A,Ship,7,1,281,4,low,F,9,1235,No
B,Ship,5,5,258,5,low,M,6,1068,Yes
C,Ship,6,4,263,4,low,M,3,1276,No
F,Ship,5,3,245,5,low,F,1,1605,No
D,Ship,7,3,296,4,medium,F,7,1427,No
F,Ship,7,4,286,4,low,M,3,1262,Yes
A,Ship,6,3,252,2,low,M,6,1470,Yes
B,Ship,6,5,301,4,low,F,4,1707,Yes
C,Ship,7,4,290,4,low,F,10,1886,Yes
F,Ship,7,2,247,4,medium,F,9,1096,Yes
D,Ship,3,1,138,3,medium,F,2,4766,Yes
F,Ship,5,4,262,3,medium,F,6,4428,No
A,Ship,4,2,245,3,low,F,5,5226,No
B,Ship,3,1,224,3,low,F,1,4862,Yes
C,Ship,3,1,186,2,low,F,1,5054,Yes
F,Ship,4,1,282,4,medium,M,10,5065,No
D,Ship,5,4,266,3,low,M,2,5260,Yes
F,Ship,4,5,256,4,low,F,8,5244,Yes
A,Ship,3,1,155,3,medium,F,7,5709,No
B,Ship,2,5,142,3,high,M,10,5174,No
C,Ship,6,5,229,8,medium,F,2,4271,Yes
F,Ship,4,3,211,8,medium,F,3,4550,No
D,Ship,5,5,264,6,high,M,8,4644,Yes
F,Ship,6,4,217,4,medium,F,4,4247,Yes
A,Ship,5,4,145,3,low,M,2,4492,Yes
B,Ship,3,5,185,4,low,M,9,5704,No
C,Ship,4,5,221,10,high,M,9,4646,No
F,Ship,4,2,208,3,low,M,8,4342,No
D,Ship,4,4,260,2,medium,M,6,4474,No
F,Ship,4,5,177,7,low,F,2,4299,No
A,Ship,4,1,144,4,low,M,8,4970,No
B,Ship,3,3,174,2,low,F,1,5556,No
C,Ship,3,2,215,4,high,M,2,4673,Yes
F,Ship,4,1,270,10,medium,F,5,5494,Yes
D,Ship,3,4,209,2,high,F,5,4363,No
F,Ship,5,1,103,5,low,M,3,4966,No
A,Ship,5,2,184,3,low,F,4,4552,No
B,Ship,5,3,226,2,high,F,2,4219,No
C,Ship,5,4,158,3,low,F,10,4670,Yes
F,Ship,3,1,274,2,high,M,2,4352,No
D,Ship,3,2,245,3,medium,F,7,4121,No
F,Ship,5,4,254,6,low,M,4,1850,Yes
A,Ship,5,4,252,5,low,M,9,1133,Yes
B,Ship,6,2,254,4,low,F,9,1626,No
C,Ship,4,1,263,5,low,M,3,1777,No
F,Ship,5,5,256,5,low,F,10,1333,Yes
D,Ship,6,3,264,4,medium,M,5,1397,No
F,Ship,4,1,237,5,low,F,5,1041,No
A,Ship,4,1,226,5,medium,M,6,1723,No
B,Ship,7,4,289,4,low,M,1,1657,No
C,Ship,7,2,281,4,low,F,6,1118,Yes
F,Ship,5,5,258,5,low,F,10,1719,Yes
D,Ship,6,5,263,4,low,M,10,1669,No
F,Ship,5,3,245,5,low,F,10,1112,No
A,Ship,7,3,296,4,medium,F,2,1304,Yes
B,Ship,7,3,286,4,low,M,2,1712,Yes
C,Ship,6,5,299,4,low,F,1,1629,Yes
F,Ship,6,4,253,4,medium,M,10,1248,No
D,Ship,7,5,269,4,medium,F,9,1835,No
F,Ship,5,1,267,5,medium,F,3,1194,Yes
A,Ship,5,4,226,5,medium,F,4,1518,No
B,Ship,6,4,278,4,low,M,3,1141,Yes
C,Ship,4,4,232,5,medium,M,2,1386,No
F,Ship,6,4,287,4,low,F,5,1972,Yes
D,Ship,4,2,228,5,low,M,6,1718,No
F,Ship,5,1,232,5,low,M,4,1776,No
A,Road,6,5,308,4,low,M,8,1569,Yes
B,Road,7,5,287,4,low,F,8,1748,No
C,Road,6,3,246,4,medium,F,8,1741,No
F,Road,4,1,262,6,low,M,1,1627,Yes
D,Road,6,4,275,4,low,M,10,1005,No
F,Road,5,4,236,5,medium,F,2,1664,Yes
A,Road,5,2,221,6,medium,M,2,1781,Yes
B,Road,5,4,271,5,low,M,4,1320,No
C,Road,4,4,229,5,low,M,9,1361,No
F,Road,5,1,291,4,low,F,3,1663,Yes
D,Road,5,5,261,6,medium,F,1,1082,No
F,Road,6,4,285,4,medium,F,10,1422,No
A,Road,6,4,262,5,low,M,9,1369,No
B,Road,4,5,219,5,low,M,2,1260,No
C,Road,6,1,302,4,low,F,1,1622,Yes
F,Road,4,4,269,5,medium,F,2,1473,No
D,Road,5,4,260,5,low,M,10,1708,Yes
F,Road,7,2,297,4,low,F,7,1383,Yes
A,Road,6,1,278,4,medium,M,6,1576,No
B,Road,5,3,265,5,low,F,3,1005,Yes
C,Road,6,2,286,4,low,F,5,1248,Yes
F,Road,6,2,248,4,low,F,10,1563,Yes
D,Flight,6,5,302,4,low,F,7,1592,No
F,Flight,6,1,272,4,low,F,2,1018,No
A,Flight,6,4,279,4,low,F,10,1462,Yes
B,Flight,4,2,255,5,medium,M,2,1255,No
C,Flight,5,4,245,5,medium,F,4,1771,Yes
F,Flight,4,5,247,5,medium,M,6,1737,No
D,Flight,6,4,275,4,medium,F,5,1989,No
F,Flight,6,3,255,4,medium,F,8,1805,No
A,Flight,6,2,243,4,high,M,2,1665,Yes
B,Flight,4,1,234,6,low,M,7,1711,No
C,Flight,5,2,276,6,medium,F,6,1043,No
F,Flight,5,1,228,5,low,F,7,1818,No
D,Flight,5,5,232,6,low,M,2,1550,Yes
F,Flight,5,1,248,4,low,F,6,1944,Yes
A,Flight,5,4,136,4,low,M,9,5469,No
B,Flight,4,3,240,3,low,F,8,4423,No
C,Flight,4,4,147,3,medium,M,9,4534,Yes
F,Flight,4,1,222,2,low,F,10,4714,Yes
D,Flight,3,3,163,3,medium,M,5,5362,No
F,Flight,5,4,254,3,low,F,4,5611,Yes
A,Flight,4,2,246,3,medium,M,1,5113,No
B,Flight,2,1,168,4,low,M,6,4800,No
C,Ship,4,1,145,3,medium,M,8,4915,No
F,Ship,5,2,224,2,medium,M,8,4047,Yes
D,Ship,4,5,248,4,low,F,2,4427,No
F,Ship,3,3,212,2,low,M,2,5125,No
A,Ship,5,5,268,3,low,F,8,5480,No
B,Ship,4,1,200,3,medium,F,5,4120,Yes
C,Ship,5,2,246,3,low,F,9,5795,No
F,Ship,4,3,142,3,medium,M,1,4900,No
D,Ship,4,3,173,4,low,M,9,5672,No
F,Ship,5,3,156,4,medium,F,8,5868,No
A,Ship,3,1,223,2,low,M,8,5719,Yes
B,Ship,4,5,231,3,low,F,4,5174,Yes
C,Ship,2,4,264,3,low,F,1,5437,Yes
F,Ship,4,4,175,5,low,M,10,4498,Yes
D,Ship,2,4,149,5,medium,F,7,5541,No
F,Ship,3,1,226,2,low,M,7,4703,No
A,Ship,3,1,133,3,medium,F,5,4538,No
B,Ship,5,2,190,2,low,M,1,5005,No
C,Ship,3,5,238,2,high,M,5,4052,No
F,Ship,6,4,152,3,low,M,10,4376,Yes
D,Ship,3,4,249,3,high,F,10,5629,Yes
F,Ship,4,3,181,2,low,F,4,5622,Yes
A,Ship,3,3,239,2,medium,F,2,5625,No
B,Ship,3,1,167,3,medium,M,10,4341,Yes
C,Ship,3,5,246,3,medium,M,1,5650,Yes
F,Ship,5,1,139,3,medium,F,1,5953,Yes
D,Ship,5,1,150,4,low,F,1,5098,No
F,Ship,3,3,151,3,medium,F,1,5297,No
A,Ship,4,1,186,3,low,F,6,4758,No
B,Ship,3,4,250,3,low,M,6,5565,No
C,Ship,4,1,162,3,medium,M,6,4343,Yes
F,Ship,5,3,135,3,medium,F,5,4484,No
D,Ship,3,1,238,2,medium,M,5,4355,Yes
F,Ship,6,5,167,2,low,M,10,4013,Yes
A,Ship,4,1,269,5,medium,M,3,4534,Yes
B,Ship,4,2,187,2,medium,M,7,4470,Yes
C,Ship,3,3,241,2,high,M,2,4836,Yes
F,Ship,3,2,168,3,medium,M,10,4979,Yes
D,Ship,4,4,273,2,low,M,1,5759,Yes
F,Ship,4,3,257,3,low,M,8,4447,Yes
A,Ship,5,1,205,2,low,F,3,5682,Yes
B,Ship,4,1,260,5,low,M,1,5559,Yes
C,Ship,2,1,207,3,medium,F,10,5394,No
F,Ship,3,1,202,2,medium,M,7,4598,No
D,Ship,5,1,224,3,low,M,7,5870,Yes
F,Ship,5,1,193,2,low,M,8,5184,No
A,Ship,5,3,199,3,low,F,3,4885,Yes
B,Ship,4,3,187,4,low,M,9,5699,Yes
C,Ship,5,2,208,3,low,M,6,4744,Yes
F,Ship,3,5,228,2,medium,F,3,5208,No
D,Ship,3,3,160,4,medium,F,7,5147,No
F,Ship,3,1,195,3,medium,F,3,5961,No
A,Ship,3,4,240,2,medium,F,2,5661,No
B,Ship,2,2,271,4,medium,M,9,4066,No
C,Ship,4,1,236,3,low,F,8,4114,No
F,Ship,3,2,199,4,medium,F,1,5660,No
D,Ship,3,1,246,2,low,F,9,4947,No
F,Ship,3,1,250,4,low,F,8,4028,Yes
A,Ship,4,1,188,2,low,M,10,5085,Yes
B,Ship,3,2,256,3,low,M,1,4932,No
C,Ship,3,5,147,3,medium,M,8,5272,Yes
F,Ship,3,3,234,3,low,F,6,5652,No
D,Ship,3,1,247,4,low,F,8,5376,Yes
F,Ship,5,1,267,4,low,M,5,5792,No
A,Ship,6,5,246,5,high,F,3,4660,Yes
B,Ship,4,1,284,4,low,F,4,4795,Yes
C,Ship,3,3,142,6,medium,F,2,5748,Yes
F,Ship,3,1,132,2,medium,M,2,4129,No
D,Ship,3,5,252,2,high,M,4,4098,Yes
F,Ship,4,1,243,3,high,F,5,5989,No
A,Ship,6,4,281,3,low,F,7,5180,No
B,Ship,3,5,142,2,low,M,6,5974,Yes
C,Ship,3,1,209,2,low,F,2,4855,No
F,Ship,3,3,157,4,medium,F,7,4487,Yes
D,Ship,5,1,267,3,low,M,7,5789,Yes
F,Ship,5,5,177,5,low,F,1,4379,Yes
A,Ship,4,3,214,2,medium,F,6,4345,No
B,Ship,4,3,247,3,low,F,4,4962,Yes
C,Ship,3,1,268,4,low,M,10,5226,Yes
F,Ship,5,3,242,3,medium,F,6,5013,Yes
D,Ship,2,4,176,3,low,M,1,4509,No
F,Ship,5,5,231,3,medium,F,10,5361,No
A,Ship,3,5,124,2,medium,M,1,5709,Yes
B,Ship,3,2,179,3,low,M,4,4102,Yes
C,Ship,4,3,207,3,low,F,7,4220,Yes
F,Ship,4,2,128,3,medium,M,7,5675,Yes
D,Ship,3,5,167,2,medium,F,8,5083,No
F,Ship,3,2,243,4,medium,M,5,4670,Yes
A,Ship,4,5,252,4,low,F,6,4983,No
B,Ship,4,1,202,2,medium,M,10,5428,Yes
C,Ship,4,3,241,2,medium,M,3,4636,Yes
F,Ship,4,5,182,2,medium,F,10,5098,Yes
D,Ship,2,2,156,3,low,F,5,5628,Yes
F,Road,4,4,266,3,low,F,6,5758,Yes
A,Road,4,1,228,3,low,F,9,4678,No
B,Road,4,5,210,4,low,M,3,5432,Yes
C,Road,3,5,135,2,medium,M,7,5331,No
F,Road,4,5,248,2,medium,M,4,4789,Yes
D,Road,3,3,227,3,medium,M,3,5644,No
F,Road,3,2,257,3,medium,M,2,5486,Yes
A,Road,4,5,199,3,low,M,2,4462,No
B,Road,4,3,232,2,low,M,1,5398,No
C,Road,5,1,258,6,low,F,7,4344,No
F,Road,5,1,268,3,medium,F,5,5663,No
D,Road,3,4,260,5,low,M,2,4461,No
F,Road,4,2,190,2,medium,F,1,4020,Yes
A,Road,5,5,176,3,medium,F,8,5335,Yes
B,Road,3,2,227,2,low,M,10,5401,No
C,Road,6,4,150,5,medium,F,8,4709,No
F,Road,3,2,160,2,high,M,4,4376,No
D,Road,6,3,113,2,medium,F,4,5130,Yes
F,Road,5,1,145,3,low,F,5,5019,No
A,Road,4,4,206,3,low,M,2,5572,Yes
B,Road,3,1,207,3,low,F,5,4643,Yes
C,Road,3,3,133,2,medium,M,8,4241,No
F,Flight,3,5,261,3,low,F,10,4224,Yes
D,Flight,4,1,194,2,medium,F,1,4198,No
F,Flight,3,1,244,3,medium,M,6,4062,Yes
A,Flight,4,5,150,3,low,M,5,4512,No
B,Flight,3,1,267,2,low,M,7,4486,Yes
C,Flight,3,2,251,2,medium,F,4,4074,No
F,Flight,4,2,185,3,low,M,8,4322,Yes
D,Flight,2,1,112,5,low,F,1,4543,No
F,Flight,3,2,264,4,medium,M,1,4877,No
A,Flight,5,4,274,3,low,M,1,5017,Yes
B,Flight,4,5,234,3,medium,F,10,4204,Yes
C,Flight,3,1,157,2,medium,M,7,5560,No
F,Flight,6,1,247,6,medium,F,6,4691,No
D,Flight,5,1,179,2,high,M,8,5301,Yes
F,Flight,3,1,202,2,medium,F,10,4412,Yes
A,Flight,4,2,148,2,medium,M,3,4651,No
B,Flight,5,1,183,6,medium,F,2,5082,No
C,Flight,3,2,229,3,medium,M,9,4491,Yes
F,Flight,3,4,196,4,low,M,5,4749,Yes
D,Flight,3,3,264,3,low,F,6,5482,Yes
F,Flight,3,2,233,4,medium,M,1,5886,No
A,Flight,3,1,166,2,low,F,7,4375,No
B,Ship,5,3,185,2,low,M,2,5420,No
C,Ship,3,5,184,3,low,F,2,4357,Yes
F,Ship,6,3,98,6,low,M,9,4787,Yes
D,Ship,3,2,177,2,high,F,7,4764,Yes
F,Ship,3,5,193,2,low,F,10,5776,No
A,Ship,3,3,165,2,medium,M,1,4768,No
B,Ship,4,4,183,4,low,F,6,4562,Yes
C,Ship,4,4,161,3,low,M,2,5257,No
F,Ship,2,1,238,2,low,F,4,4992,No
D,Ship,3,5,191,4,low,M,4,4008,Yes
F,Ship,3,2,165,3,low,M,6,5642,No
A,Ship,3,5,233,2,medium,M,1,4913,No
B,Ship,4,1,234,2,medium,M,4,5066,Yes
C,Ship,4,1,252,3,medium,M,4,5540,No
F,Ship,3,1,155,3,low,F,9,5539,No
D,Ship,3,5,269,8,medium,M,8,4462,No
F,Ship,4,5,224,2,low,M,8,5871,No
A,Ship,5,3,230,3,medium,F,7,4844,No
B,Ship,4,5,253,3,low,F,9,4205,No
C,Ship,5,2,181,3,low,M,4,4323,No
F,Ship,4,2,233,4,high,F,1,4316,No
D,Ship,4,1,243,5,medium,F,1,4624,Yes
F,Ship,5,4,271,2,medium,F,6,4801,Yes
A,Ship,4,3,134,4,low,F,5,4507,Yes
B,Ship,3,5,154,10,high,F,10,5282,Yes
C,Ship,6,1,222,8,low,M,2,4914,No
F,Ship,3,4,251,10,medium,F,2,4336,Yes
D,Ship,4,3,239,3,low,M,10,4020,No
F,Ship,5,4,211,3,low,M,9,4908,No
A,Ship,3,4,195,10,low,M,5,5950,Yes
B,Ship,4,4,224,10,medium,F,9,4149,No
C,Ship,4,5,144,8,medium,F,2,4956,Yes
F,Ship,4,2,167,4,high,M,5,5250,No
D,Ship,3,1,188,4,medium,F,8,5884,Yes
F,Ship,2,4,245,2,medium,F,3,5850,Yes
A,Ship,2,5,212,2,high,F,3,4389,No
B,Ship,3,3,240,3,low,F,5,4888,Yes
C,Ship,5,2,226,5,medium,M,5,1323,No
F,Ship,6,5,278,4,low,M,2,1167,Yes
D,Ship,4,2,232,5,medium,F,4,1783,No
F,Ship,6,3,287,4,low,M,3,1824,No
A,Ship,4,4,228,5,low,F,1,1788,Yes
B,Ship,5,4,232,5,low,M,10,1512,No
C,Ship,6,5,308,4,low,M,8,1164,Yes
F,Ship,7,4,287,4,low,M,9,1667,Yes
D,Ship,6,4,246,4,medium,M,3,1852,No
F,Ship,4,5,262,6,low,M,10,1156,No
A,Ship,6,1,275,4,low,M,7,1767,No
B,Ship,5,1,236,5,medium,F,3,1699,No
C,Ship,5,4,221,6,medium,M,6,1488,Yes
F,Ship,5,1,271,5,low,F,5,1869,Yes
D,Ship,4,4,229,5,low,M,7,1049,Yes
F,Ship,3,2,177,2,high,M,9,4648,No
A,Ship,3,2,193,2,low,M,3,4799,Yes
B,Ship,3,4,165,2,medium,M,1,5745,No
C,Ship,4,5,183,4,low,M,3,5881,No
F,Ship,4,2,161,3,low,F,8,4382,No
D,Ship,2,5,238,2,low,F,6,5325,Yes
F,Ship,3,5,191,4,low,M,2,5177,Yes
A,Ship,3,1,165,3,low,M,10,5823,No
B,Ship,3,5,233,2,medium,F,2,4193,No
C,Ship,4,4,234,2,medium,F,8,5744,No
F,Ship,4,3,252,3,medium,F,10,5802,Yes
D,Ship,3,2,155,3,low,M,1,5731,Yes
F,Ship,3,1,269,8,medium,F,4,4290,No
A,Ship,4,1,224,2,low,F,6,4454,Yes
B,Ship,5,4,230,3,medium,M,6,4257,No
C,Ship,4,5,253,3,low,F,1,5402,No
F,Ship,5,1,181,3,low,F,3,5118,No
D,Ship,4,2,233,4,high,F,6,5256,No
F,Ship,4,4,243,5,medium,M,10,4356,No
A,Ship,5,5,271,2,medium,M,6,4788,Yes
B,Ship,4,3,134,4,low,M,8,4879,Yes
C,Ship,3,2,154,10,high,F,8,5811,Yes
F,Ship,6,4,222,8,low,F,1,5808,Yes
D,Ship,3,5,251,10,medium,M,9,5962,No
F,Ship,4,5,239,3,low,M,6,5154,Yes
A,Ship,5,1,211,3,low,M,7,5594,Yes
B,Ship,3,2,195,10,low,F,9,4256,No
C,Ship,4,5,224,10,medium,F,7,4521,Yes
F,Ship,4,4,144,8,medium,M,6,4390,Yes
D,Ship,4,1,167,4,high,M,7,5264,No
F,Ship,3,3,188,4,medium,M,1,4296,Yes
A,Ship,2,4,245,2,medium,F,10,5389,No
B,Ship,2,1,212,2,high,F,8,4128,No
C,Ship,3,5,240,3,low,F,6,5642,No
F,Ship,5,1,226,5,medium,M,3,1409,No
D,Ship,6,3,278,4,low,F,9,1368,No
F,Ship,4,1,232,5,medium,M,8,1943,No
A,Ship,6,5,287,4,low,M,8,1465,No
B,Ship,4,5,228,5,low,M,5,1373,Yes
C,Ship,5,5,232,5,low,M,1,1127,No
F,Ship,6,5,308,4,low,M,4,1202,No
D,Road,7,1,287,4,low,M,1,1660,No
F,Road,6,5,246,4,medium,M,2,1581,No
A,Road,4,1,262,6,low,F,3,1830,Yes
B,Road,6,5,275,4,low,F,6,1872,No
C,Road,5,3,236,5,medium,M,10,1630,No
F,Road,5,2,221,6,medium,M,4,1952,Yes
D,Road,5,4,228,5,low,F,9,1549,Yes
F,Road,4,5,234,5,low,F,1,1991,Yes
A,Road,5,1,242,5,low,M,9,1767,No
B,Road,7,1,307,4,low,F,8,1339,No
C,Road,6,3,260,4,low,M,4,1358,No
F,Road,4,5,239,5,low,M,7,1380,No
D,Road,6,4,305,4,low,F,1,1384,No
F,Road,5,2,254,6,low,F,5,1951,No
A,Road,2,1,258,5,low,F,9,1548,Yes
B,Road,5,3,267,6,low,M,10,1027,No
C,Road,4,2,246,5,low,F,10,1720,No
F,Road,4,2,246,5,low,M,9,1206,Yes
D,Road,4,2,261,5,medium,M,5,1073,Yes
F,Road,5,1,239,5,low,F,6,1815,No
A,Road,5,3,245,5,low,M,8,1471,No
B,Road,5,3,237,5,medium,F,2,1869,Yes
C,Flight,7,3,307,4,low,M,1,1793,Yes
F,Flight,5,2,252,5,low,F,10,1568,No
D,Flight,5,5,225,5,low,M,7,1168,No
F,Flight,6,4,258,4,low,F,7,1726,Yes
A,Flight,7,1,254,4,medium,M,6,1279,Yes
B,Flight,5,3,232,5,low,F,1,1835,Yes
C,Flight,7,1,255,4,medium,F,3,1450,No
F,Flight,5,1,235,5,low,F,10,1920,No
D,Flight,7,5,269,4,medium,M,2,1592,No
F,Flight,6,2,243,4,low,M,4,1768,No
A,Flight,7,2,253,4,low,M,1,1294,Yes
B,Flight,5,1,266,5,medium,F,2,1798,No
C,Flight,5,3,154,4,low,F,3,1066,Yes
F,Flight,4,3,245,5,low,M,4,1470,No
D,Flight,4,5,275,5,medium,F,8,1093,Yes
F,Flight,6,1,261,4,medium,M,10,1290,Yes
A,Flight,4,5,273,5,low,M,2,1441,No
B,Flight,6,4,303,5,low,M,5,1195,Yes
C,Flight,5,1,255,5,low,M,3,1574,Yes
F,Flight,4,4,225,5,low,F,1,1476,Yes
D,Flight,4,5,233,6,low,M,8,1176,No
F,Flight,6,1,285,4,low,F,3,1448,Yes
A,Ship,5,5,272,4,medium,M,10,1383,Yes
B,Ship,7,5,273,4,medium,M,9,1329,Yes
C,Ship,4,3,253,6,low,F,4,1788,Yes
F,Ship,6,2,279,4,medium,F,4,1148,No
D,Ship,4,2,235,5,low,M,8,1021,No
F,Ship,4,1,255,5,low,F,9,1793,Yes
A,Ship,7,5,301,4,low,F,7,1727,No
B,Ship,7,1,245,4,medium,M,4,1653,Yes
C,Ship,7,5,265,4,low,F,1,1601,No
F,Ship,4,4,252,5,medium,M,2,1995,Yes
D,Ship,6,1,281,4,medium,M,2,1592,No
F,Ship,6,2,269,4,medium,F,10,1166,No
A,Ship,4,2,271,5,medium,M,4,1633,Yes
B,Ship,5,2,239,5,medium,F,6,1365,Yes
C,Ship,7,5,293,4,low,F,2,1080,Yes
F,Ship,4,1,165,5,medium,F,1,4170,Yes
D,Ship,3,3,202,4,low,F,9,4917,No
F,Ship,4,4,201,3,low,F,2,5385,No
A,Ship,5,5,161,3,low,F,5,4702,No
B,Ship,5,5,193,3,low,F,3,5037,No
C,Ship,3,1,152,3,low,M,1,4949,Yes
F,Ship,4,4,189,2,medium,M,3,5837,Yes
D,Ship,3,1,159,3,low,M,10,4784,Yes
F,Ship,5,1,259,3,low,M,1,5725,No
A,Ship,3,2,224,3,medium,M,8,5869,No
B,Ship,4,4,172,2,medium,F,3,5538,Yes
C,Ship,4,5,148,3,medium,F,5,5216,No
F,Ship,4,3,274,3,medium,F,8,4276,No
D,Ship,3,1,207,4,low,F,9,5889,No
F,Ship,4,5,159,5,medium,F,2,5654,Yes
A,Ship,3,1,198,3,low,M,3,4965,Yes
B,Ship,4,5,196,2,medium,F,3,5505,No
C,Ship,5,1,137,2,low,M,9,4580,Yes
F,Ship,3,3,192,3,medium,M,4,5479,No
D,Ship,3,4,214,3,low,F,1,5722,No
F,Ship,6,3,267,4,medium,M,2,5917,Yes
A,Ship,3,5,205,3,medium,F,9,4565,Yes
B,Ship,2,4,102,4,medium,F,6,5421,No
C,Ship,3,2,150,2,medium,M,5,5264,No
F,Ship,5,1,176,3,low,M,3,5919,No
D,Ship,3,3,169,3,high,M,1,4647,No
F,Ship,4,4,151,3,medium,F,5,4732,No
A,Ship,3,5,243,3,low,M,1,4623,No
B,Ship,4,2,150,2,low,F,2,5301,No
C,Ship,4,3,229,2,low,M,6,4226,Yes
F,Ship,6,2,164,4,low,M,6,5264,No
D,Ship,3,5,220,3,low,F,9,5672,Yes
F,Ship,3,1,187,3,medium,M,7,4607,No
A,Ship,5,4,255,3,low,F,1,5775,Yes
B,Ship,5,4,252,3,medium,M,2,4162,No
C,Ship,5,5,242,4,medium,F,2,5359,No
F,Ship,3,1,162,3,low,M,7,5073,No
D,Ship,3,2,219,3,medium,M,1,4918,Yes
